unit_index,scene_group_id,scene_archetype,host_usage,visible_text_policy,visible_text_exact,prompt_mode,prompt_img_nano
29,SG_HABIT1_02,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A symbolic split: on one side, a person eating breakfast with a warm internal glow and rising body temperature indicator; on the other side, a brain and muscle shapes brightening. Clean educational metaphor, warm flat colors, low clutter, panel-like layout. No readable text. Avoid infographic overload, avoid photorealistic drift."
30,SG_HABIT1_02,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A symbolic contrasting scene: a dim body silhouette with an inactive internal clock, still in nighttime mode despite daylight outside the window. Muted cool tones suggesting the body has not switched to daytime. Clean educational composition. No readable text. Avoid photorealistic drift, avoid dramatic imagery."
31,SG_HABIT1_02,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. An older Japanese person (silver-gray hair, wrinkles, age 65-75) slumps slightly at a desk mid-morning, low energy, a faint battery-low icon subtly suggested near them. Japanese home office or living room, flat daylight. Clean educational composition, warm flat colors. No readable text. Avoid photorealistic drift, avoid youth drift."
32,SG_HABIT1_02,object_focus,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A close-up of a simple Japanese government health guideline pamphlet or booklet lying on a Japanese kitchen table, with a small breakfast tray beside it — suggesting official nutritional guidance. Warm flat colors, clean editorial composition. No readable text. Avoid photorealistic drift, avoid fake scientific proof imagery."
33,SG_HABIT1_02,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A symbolic illustration showing muscle fibers and a protein molecule gradually weakening, with a subtle arrow pointing toward the word concept of frailty — depicted as a person's silhouette becoming slightly translucent. Clean educational metaphor, muted warm palette, low clutter. No readable text. Avoid photorealistic drift, avoid dramatic medical imagery."
34,SG_HABIT1_03,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair and gentle wrinkles makes a calming open-palm gesture, reassuring expression suggesting no pressure needed. Same Japanese living room, same wardrobe family, soft morning light. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift."
35,SG_HABIT1_03,object_focus,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A close-up of a simple Japanese breakfast: a small bowl of yogurt with sliced banana on top, and beside it a small bowl of egg-on-rice (tamago kake gohan). Clean Japanese kitchen table surface, warm morning light, flat soft colors. No readable text. Avoid photorealistic drift, avoid cluttered background."
36,SG_HABIT1_03,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A gentle symbolic scene: a small Japanese breakfast tray with minimal food glowing softly like a morning greeting signal reaching a calm body silhouette. Warm sunrise-like palette, clean editorial composition, educational metaphor tone. No readable text. Avoid infographic overload, avoid photorealistic drift."
37,SG_HABIT1_03,object_focus,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A close-up of a single glass of milk on a Japanese kitchen counter, simple and inviting, with soft morning light catching the glass. Minimal composition, warm flat colors, gentle warm accents. No readable text. Avoid photorealistic drift, avoid cluttered background."
38,SG_HABIT1_03,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair and gentle wrinkles gives a small affirming nod while resting one hand on the table near a simple breakfast setting, calm concluding expression for this section. Same Japanese living room, same wardrobe family. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift."
39,SG_HABIT2_01,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair raises two fingers gently, transitional gesture introducing the second habit, calm educational expression. Same Japanese living room, same wardrobe family, soft morning light. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift."
40,SG_HABIT2_01,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. An older Japanese woman (silver-white hair, gentle wrinkles, age 65-75) stands at her Japanese kitchen, pouring cold water from a refrigerator bottle into a glass first thing in the morning. Japanese kitchen interior, early morning light, practical senior casualwear. Flat soft colors. No readable text. Avoid photorealistic drift, avoid youth drift."
41,SG_HABIT2_01,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. An older Japanese person (silver-gray hair, wrinkles, age 65-75) in a Japanese kitchen, morning, holding stomach slightly with a mildly uncomfortable expression after drinking cold water too quickly. Same Japanese kitchen, early morning light. No readable text. Avoid photorealistic drift, avoid youth drift, avoid dramatic pain expression."
42,SG_HABIT2_01,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A gentle symbolic close-up: stomach area with blood vessels constricting slightly around the stomach wall after cold water contact, shown as a calm educational cross-section metaphor. Muted cool-to-warm gradient, clean composition. No readable text. Avoid infographic overload, avoid photorealistic drift, avoid graphic medical imagery."
43,SG_HABIT2_02,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A symbolic illustration of an older person's body silhouette (silver hair visible) with a gentle thermometer icon showing the body's temperature regulation becoming less responsive with age. Clean educational metaphor, low-saturation warm palette. No readable text. Avoid photorealistic drift, avoid infographic overload."
44,SG_HABIT2_02,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A symbolic scene showing cold stimulation (ice crystal motif) meeting a sensitive older body (silver-haired silhouette), with gentle ripple effects suggesting heightened sensitivity. Clean educational metaphor, cool-to-warm palette transition. No readable text. Avoid photorealistic drift, avoid dramatic expression."
45,SG_HABIT2_03,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair and gentle wrinkles makes a reassuring open-palm gesture, calm accepting expression conveying that cold water is fine if preferred. Same Japanese living room, same wardrobe family. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift."
46,SG_HABIT2_03,object_focus,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A close-up comparison on a Japanese kitchen counter: a glass of room-temperature water and a small cup of warm plain hot water (sayu) side by side, both inviting. Clean warm morning light, flat soft colors, low clutter. No readable text. Avoid photorealistic drift."
47,SG_HABIT2_03,object_focus,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A close-up of an older Japanese person's weathered hand (age spots, gentle wrinkles) holding a glass of water at a comfortable temperature, emphasizing hydration itself. Japanese kitchen background, warm morning light. No readable text. Avoid photorealistic drift, avoid youth drift."
48,SG_HABIT2_03,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair gives a gentle reassuring smile and a small nod, suggesting personal choice is fine. Same Japanese living room, same wardrobe, soft morning light. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift."
49,SG_HABIT3_01,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair raises three fingers gently, transitional gesture introducing the third habit, calm educational expression. Same Japanese living room, same wardrobe family. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift."
50,SG_HABIT3_01,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. An older Japanese man (silver-gray hair, facial wrinkles, relaxed posture, age 65-75) sits motionless on a low Japanese sofa watching a small TV set in a Japanese living room, morning light filtering through curtains. Slippers on, still in house clothes, prolonged stillness. No readable text. Avoid photorealistic drift, avoid youth drift."
51,SG_HABIT3_01,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese man (silver-gray hair, wrinkles) sits in the same Japanese living room reading a folded newspaper, a wall clock showing over an hour has passed since waking. Body still in the same seated position. Same morning light, same wardrobe. No readable text. Avoid photorealistic drift, avoid youth drift."
52,SG_HABIT3_01,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese man (silver-gray hair, wrinkles) still sitting on the sofa, body language showing sluggishness — slightly slumped, legs still, body unable to switch to active mode. Same Japanese living room, morning light now brighter. No readable text. Avoid photorealistic drift, avoid youth drift."
53,SG_HABIT3_02,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A symbolic illustration: a seated older person's body silhouette (silver hair) with slow-flowing blood circulation indicated by gentle dim arrows moving sluggishly through the limbs. Clean educational metaphor, low-saturation cool palette with warm accents. No readable text. Avoid infographic overload, avoid photorealistic drift."
54,SG_HABIT3_02,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A symbolic scene: cold inactive muscles shown as dim blue-tinted limbs on a seated older body silhouette, the body still feeling like an extension of sleep. Gentle educational metaphor, cool muted tones, clean composition. No readable text. Avoid photorealistic drift, avoid dramatic medical imagery."
55,SG_HABIT3_02,object_focus,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A clean symbolic composition: gentle icons representing health organizations next to an icon of a seated person with an arrow suggesting standing up, referencing official guidance on reducing prolonged sitting. Clean flat colors, panel-like clarity. No readable text. Avoid fake scientific proof imagery, avoid photorealistic drift."
56,SG_HABIT3_03,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair and gentle wrinkles makes a calming wave-off gesture, reassuring that exercise is not required, gentle supportive expression. Same Japanese living room, same wardrobe family. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift."
57,SG_HABIT3_03,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. An older Japanese woman (silver-white hair, gentle wrinkles, age 65-75) stands and reaches to open curtains in a Japanese living room, soft morning light about to flood in. Practical Japanese senior home clothes, calm purposeful movement. No readable text. Avoid photorealistic drift, avoid youth drift."
58,SG_HABIT3_03,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. An older Japanese person (silver-gray hair, wrinkles, age 65-75) stands at a small Japanese kitchen counter, turning on a gas stove to boil water in a kettle, simple morning task. Ordinary Japanese apartment kitchen, warm morning light. No readable text. Avoid photorealistic drift, avoid youth drift."
59,SG_HABIT3_03,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. An older Japanese man (silver-gray hair, gentle wrinkles, age 65-75) stands at his Japanese apartment genkan (entryway), door slightly open, taking a breath of fresh morning air. Japanese residential entrance with shoe shelf, gentle outdoor morning light. No readable text. Avoid photorealistic drift, avoid youth drift."
60,SG_HABIT3_03,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. An older Japanese woman (silver-white hair, gentle wrinkles, age 65-75) stands on a small Japanese apartment balcony, watering potted flowers with a small watering can. Gentle morning sunlight, Japanese urban residential backdrop. Practical home clothes. No readable text. Avoid photorealistic drift, avoid youth drift."
61,SG_HABIT3_03,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A symbolic illustration: an older person's body silhouette (silver hair) now brightening internally after simple morning movements, with gentle upward energy arrows. The body recognizing it is okay to move today. Warm sunrise palette, clean educational metaphor. No readable text. Avoid photorealistic drift, avoid infographic overload."
62,SG_HABIT3_03,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair and gentle wrinkles makes a gentle encouraging gesture, calm expression suggesting just the first 30 minutes matter. Same Japanese living room, same wardrobe family. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift."
63,SG_HABIT3_03,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A peaceful Japanese residential neighborhood scene in early morning: gentle sunlight washing over a quiet street with small gardens, an older person's silhouette walking slowly in the distance. Body clock reset suggested by warm golden light. Clean composition, breathing space. No readable text. Avoid photorealistic drift."
64,SG_HABIT3_03,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair gives a calm reassuring nod, gentle concluding expression for this section — nothing intense is needed. Same Japanese living room, same wardrobe, soft morning light. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift."
65,SG_TRANS_01,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A calm transitional scene: a quiet Japanese kitchen-to-hallway view in morning light, suggesting a shift from body mechanics to morning lifestyle habits. Warm flat colors, breathing space composition. No readable text. Avoid photorealistic drift, avoid cluttered composition."
66,SG_HABIT4_01,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair raises four fingers gently, transitional gesture introducing the fourth habit, calm educational expression. Same Japanese living room, same wardrobe family. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift."
67,SG_HABIT4_01,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. An older Japanese woman (silver-white hair, gentle wrinkles, age 65-75) rushes through her Japanese apartment hallway, hastily putting on a cardigan while glancing at a clock, a half-eaten breakfast visible on the table behind. Hurried body language, Japanese apartment interior, morning light. No readable text. Avoid photorealistic drift, avoid youth drift."
68,SG_HABIT4_01,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman (silver-white hair, wrinkles) at her Japanese genkan, hastily putting on shoes while holding a bag, rushed stressed body language. Same Japanese apartment entryway, same wardrobe family, morning light. No readable text. Avoid photorealistic drift, avoid youth drift, avoid dramatic expression."
69,SG_HABIT4_02,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A symbolic illustration: a stressed older body silhouette (silver hair) with a rising stress meter and a heart icon under mild pressure, representing the body's stress response from rushing. Clean educational metaphor, warm-to-tense color transition, low clutter. No readable text. Avoid photorealistic drift, avoid dramatic medical imagery."
70,SG_HABIT4_02,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A symbolic split: blood pressure rising (upward arrow near heart) and heart under extra load, shown as a calm educational body diagram of an older person (silver hair visible). Warm concerned palette but not alarming, clean composition. No readable text. Avoid fake scientific proof imagery, avoid photorealistic drift."
71,SG_HABIT4_02,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A brief contrast: a younger Japanese person (age 30s, dark hair) recovering quickly from a morning rush, bouncing back easily. Clean editorial composition, warm colors. No readable text. Avoid photorealistic drift."
72,SG_HABIT4_02,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. An older Japanese person (silver-gray hair, wrinkles, age 65-75) sitting tiredly after rushing, with a subtle depleted battery icon beside them suggesting the body takes longer to recover from stress after 60. Japanese living room, warm but subdued palette. No readable text. Avoid photorealistic drift, avoid youth drift."
73,SG_HABIT4_02,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style. A symbolic energy bar: the first hour of morning shown consuming most energy from rushing, with the afternoon section nearly empty. Clean educational metaphor, panel-like layout, warm-to-cool gradient. No readable text. Avoid infographic overload, avoid photorealistic drift."
