unit_index,scene_group_id,scene_archetype,host_usage,visible_text_policy,visible_text_exact,prompt_mode,prompt_img_nano
22,sg_02_why_delicate,object_focus,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A clean graphical representation of a blood pressure gauge with its arrow slightly unstable, symbolizing subtle circulatory changes in the morning. No readable text. Avoid speech pose, avoid direct-to-camera speech."
23,sg_02_why_delicate,process_metaphor,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A stylized medical or educational diagram of an older person standing up, with transparent arrows indicating blood quickly dropping to the lower body due to gravity. Clean educational style. No readable text. Avoid speech pose, avoid direct-to-camera speech."
24,sg_02_why_delicate,process_metaphor,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A clear diagrammatic view of a young person's strong leg muscles acting as a powerful pump, sending stylized blue and red blood arrows upward smoothly. No readable text. Avoid speech pose, avoid direct-to-camera speech."
25,sg_02_why_delicate,process_metaphor,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The matching diagrammatic view of a senior person's leg muscles acting as a slower pump, sending the blood upward at a gentler, slower pace. No readable text. Avoid speech pose, avoid direct-to-camera speech."
26,sg_02_why_delicate,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older Japanese person standing up quickly from a bed and holding their hand near their forehead, experiencing lightheadedness. Ordinary Japanese bedroom. No readable text. Avoid speech pose, avoid direct-to-camera speech."
27,sg_02_why_delicate,host_anchor,host,avoid_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host makes a gentle calming gesture with one hand, emphasizing the importance of starting the morning slowly. Simple calm background. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech."
28,sg_03_habit1,host_anchor,host,avoid_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host holds up one finger with a gentle smile, introducing the first habit. Simple calm background. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech."
29,sg_03_habit1,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older Japanese person in a bedroom looking surprised and rushed as an alarm clock rings, hastily throwing off the blanket. No readable text. Avoid speech pose, avoid direct-to-camera speech."
30,sg_03_habit1,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The same older person urgently standing up and walking quickly towards the bedroom door to go to the toilet. Morning lighting. No readable text. Avoid speech pose, avoid direct-to-camera speech."
31,sg_03_habit1,process_metaphor,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A symbolic view of a cold body with blueish tones being forced into sudden movement, with jagged dramatic lines emphasizing the burden. No readable text. Avoid speech pose, avoid direct-to-camera speech."
32,sg_03_habit1,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older Japanese person lying in bed on their back, slowly and gently turning their body sideways under the blanket. Calm morning light. No readable text. Avoid speech pose, avoid direct-to-camera speech."
33,sg_03_habit1,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The same older person using their hands to press against the mattress, safely and slowly pushing their upper body up. Same bedroom. No readable text. Avoid speech pose, avoid direct-to-camera speech."
34,sg_03_habit1,host_anchor,host,avoid_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host points lightly to emphasize a very important key point, looking reassuring. Simple calm background. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech."
35,sg_03_habit1,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The older person quietly sitting on the edge of the bed, feet dangling near the floor, resting deeply. Same bedroom. No readable text. Avoid speech pose, avoid direct-to-camera speech."
36,sg_03_habit1,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The older person continues sitting on the edge of the bed, comfortably waiting with closed eyes, embracing a 2-3 minute pause. No readable text. Avoid speech pose, avoid direct-to-camera speech."
37,sg_03_habit1,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The older person looks slightly surprised but amused by the idea of waiting for 3 minutes, a lighthearted everyday moment. No readable text. Avoid speech pose, avoid direct-to-camera speech."
38,sg_03_habit1,process_metaphor,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A gentle graph or symbolic gauge smoothing out into a stable, flat line, representing blood pressure safely stabilizing during the rest. No readable text. Avoid speech pose, avoid direct-to-camera speech."
39,sg_03_habit1,process_metaphor,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A symbolic glow representing the autonomic nervous system gently warming up and preparing the body's internal engine for the day. No readable text. Avoid speech pose, avoid direct-to-camera speech."
40,sg_03_habit1,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The older person sitting on the bed edge, looking out the bedroom window at the morning view, taking a slow, deep, relaxing breath. No readable text. Avoid speech pose, avoid direct-to-camera speech."
41,sg_03_habit1,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. Close-up of the older person's feet placed firmly and safely on the floor, gently engaging their core to stand up slowly and steadily. No readable text. Avoid speech pose, avoid direct-to-camera speech."
42,sg_03_habit1,host_anchor,host,avoid_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host smiles happily, nodding to confirm that this simple trick prevents dizziness effectively. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech."
43,sg_04_habit2,host_anchor,host,avoid_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host holds up two fingers with a gentle smile, introducing the second habit. Simple calm background. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech."
44,sg_04_habit2,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older Japanese person lying comfortably in bed, doing a very soft and light stretching motion with their arms. No readable text. Avoid speech pose, avoid direct-to-camera speech."
45,sg_04_habit2,host_anchor,host,avoid_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host gently touches their own shoulder or arm, reminding the viewer about morning joint stiffness. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech."
46,sg_04_habit2,process_metaphor,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A diagram showing sudden heavy strain on the knee and lower back joints represented by small red pain flashes, from standing up too forcefully. No readable text. Avoid speech pose, avoid direct-to-camera speech."
47,sg_04_habit2,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older person pleasantly moving their legs slightly under a warm Japanese futon or blanket, generating cozy body heat. No readable text. Avoid speech pose, avoid direct-to-camera speech."
48,sg_04_habit2,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older person doing a relaxed, easy movement that requires zero exertion, smiling comfortably without breaking a sweat. No readable text. Avoid speech pose, avoid direct-to-camera speech."
49,sg_04_habit2,object_focus,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. Close-up of an older person's feet under the blanket, subtly rotating the ankles in a slow circle. No readable text. Avoid speech pose, avoid direct-to-camera speech."
50,sg_04_habit2,object_focus,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. Close-up of the same feet rotating the ankles gently to the left and to the right, within a safe comfortable range. No readable text. Avoid speech pose, avoid direct-to-camera speech."
51,sg_04_habit2,object_focus,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. Close-up of the toes scrunching tightly together into a ball, and then opening widely apart. No readable text. Avoid speech pose, avoid direct-to-camera speech."
52,sg_04_habit2,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older person playfully and safely moving their toes in bed, brushing away any worries about bad manners. No readable text. Avoid speech pose, avoid direct-to-camera speech."
53,sg_04_habit2,process_metaphor,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A clean diagram of leg muscles functioning like a mechanical pump, smoothly squeezing to push blood upwards. No readable text. Avoid speech pose, avoid direct-to-camera speech."
54,sg_04_habit2,process_metaphor,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A clean diagram showing blood circulation smoothly flowing from the lower body back up to a healthy glowing heart. No readable text. Avoid speech pose, avoid direct-to-camera speech."
55,sg_04_habit2,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older person lying on their back in bed, doing a large 'Dai' (大) character stretch, expanding their chest comfortably. No readable text. Avoid speech pose, avoid direct-to-camera speech."
56,sg_04_habit2,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The same person spreading both arms and both legs lightly across the entire bed surface, deeply relaxed. No readable text. Avoid speech pose, avoid direct-to-camera speech."
57,sg_04_habit2,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The person keeps their limbs relaxed during the stretch, showing a soft, non-forceful, comfortable effort. No readable text. Avoid speech pose, avoid direct-to-camera speech."
58,sg_04_habit2,process_metaphor,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A visual metaphor of a tightly curled, stiff leaf or fabric gently unfurling and softening in the warm morning light. No readable text. Avoid speech pose, avoid direct-to-camera speech."
59,sg_04_habit2,environment_bridge,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A bright, refreshing view of a morning window with sunlight pouring into the bedroom, signaling readiness for an energetic day. No readable text. Avoid speech pose, avoid direct-to-camera speech."
60,sg_05_habit3,host_anchor,host,avoid_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host holds up three fingers with a gentle smile, introducing the third habit. Simple calm background. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech."
61,sg_05_habit3,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older Japanese person in their kitchen pouring a very hot dark coffee or strong tea first thing in the morning as a bold daily routine. No readable text. Avoid speech pose, avoid direct-to-camera speech."
62,sg_05_habit3,object_focus,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. Close-up of a clear glass of fresh water being held gently by an older person's hands, illuminated by morning light. No readable text. Avoid speech pose, avoid direct-to-camera speech."
63,sg_05_habit3,process_metaphor,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A clever diagram showing an internal 'thirst sensor' dial lightly covered in dust or turning sluggish, representing aging changes. No readable text. Avoid speech pose, avoid direct-to-camera speech."
64,sg_05_habit3,process_metaphor,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A symbolic visual of a person walking in the desert without realizing they are thirsty, representing unnoticed dehydration. Clean style. No readable text. Avoid speech pose, avoid direct-to-camera speech."
65,sg_05_habit3,process_metaphor,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A dry, slightly parched inner-body symbolic graphic showing the surprisingly dry state of the morning body. No readable text. Avoid speech pose, avoid direct-to-camera speech."
66,sg_05_habit3,process_metaphor,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A graphical representation of thick, sluggish blood flow inside a vessel, leading to an unstable oscillating blood pressure chart. No readable text. Avoid speech pose, avoid direct-to-camera speech."
67,sg_05_habit3,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older Japanese person peacefully drinking a glass of room temperature water or warm plain water in the morning kitchen. No readable text. Avoid speech pose, avoid direct-to-camera speech."
68,sg_05_habit3,process_metaphor,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A beautiful clean animation-like still showing clear water gently integrating into the body, making the blood flow smooth and bright. No readable text. Avoid speech pose, avoid direct-to-camera speech."
69,sg_05_habit3,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A humorous light illustration of a stomach shivering and looking shocked after a glass of freezing cold water from the fridge is poured. No readable text. Avoid speech pose, avoid direct-to-camera speech."
70,sg_05_habit3,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older person holding a cup of water, taking slow, small sips deliberately without rushing. No readable text. Avoid speech pose, avoid direct-to-camera speech."
71,sg_05_habit3,process_metaphor,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A gentle visual metaphor of a watering can lovingly sprinkling water onto a dry potted plant, reviving it safely. No readable text. Avoid speech pose, avoid direct-to-camera speech."
72,sg_05_habit3,object_focus,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A glowing cup of water on a breakfast table, radiating a positive, health-adjusting aura for the rest of the day. No readable text. Avoid speech pose, avoid direct-to-camera speech."
73,sg_06_caution,host_anchor,host,avoid_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host smiles and gestures broadly, having successfully introduced the three protective morning habits. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech."
74,sg_06_caution,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older Japanese person performing the three easy habits smoothly, looking entirely natural, content, and safe in their home. No readable text. Avoid speech pose, avoid direct-to-camera speech."
75,sg_06_caution,host_anchor,host,avoid_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host changes expression slightly to a serious but warm face, raising one hand gently to offer a small caution. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech."
76,sg_06_caution,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older person standing by their bed looking distressed with wavy dizzy lines around their head, representing persistent dizziness that needs attention. No readable text. Avoid speech pose, avoid direct-to-camera speech."
77,sg_06_caution,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older person holding their knee or arm with a wincing expression of sharp pain or strong numbness during bed stretches. No readable text. Avoid speech pose, avoid direct-to-camera speech."
78,sg_06_caution,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older person sitting calmly in a bright Japanese doctor's consultation room, safely chatting with a friendly doctor. No readable text. Avoid speech pose, avoid direct-to-camera speech."
79,sg_06_caution,process_metaphor,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A symbolic diagram showing a heart and kidneys with a water limit measure, symbolizing doctor's medical instructions taking top priority. No readable text. Avoid speech pose, avoid direct-to-camera speech."
80,sg_06_caution,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older person holding a water glass but pausing to think and consult their medical notes before drinking. No readable text. Avoid speech pose, avoid direct-to-camera speech."
81,sg_06_caution,host_anchor,host,avoid_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host places a hand over their chest warmly, emphasizing listening to one's own body's inner voice. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech."
82,sg_07_outro,host_anchor,host,avoid_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host smiles brightly, bringing the video to a wrap-up phase. Simple calm background. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech."
83,sg_07_outro,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A quick recap illustration of the older person calmly sitting on the edge of the bed to get up slowly. No readable text. Avoid speech pose, avoid direct-to-camera speech."
84,sg_07_outro,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A quick recap illustration of the older person happily stretching arms and feet while lying under the blanket. No readable text. Avoid speech pose, avoid direct-to-camera speech."
85,sg_07_outro,everyday_example,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A quick recap illustration of the older person drinking a refreshing glass of morning water slowly. No readable text. Avoid speech pose, avoid direct-to-camera speech."
86,sg_07_outro,object_focus,no_host,avoid_readable_text,,generate_locked,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A clean layout showing empty space with a big checkmark, symbolizing that absolutely zero special tools or difficult techniques are needed. No readable text. Avoid speech pose, avoid direct-to-camera speech."
87,sg_07_outro,host_anchor,host,avoid_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host smiles and holds out one hand gently, proposing to just try one single habit tomorrow. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech."
88,sg_07_outro,host_anchor,host,avoid_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host nods with a warm, encouraging smile, emphasizing that small habit reviews enrich a safe daily life. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech."
89,sg_07_outro,host_anchor,host,avoid_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host bowing their head slightly with a gentle, sincere smile, wishing viewers a pleasant morning tomorrow. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech."
90,sg_07_outro,host_anchor,host,avoid_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host waving goodbye warmly, expressing gratitude for watching until the end. Simple bright background. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech."
