unit_index,i2v_mode,motion_strategy,recommended_duration_sec,prompt_video_veo3
40,first_frame_only,environment_breathing_pan,8,"Slow breathing camera pan towards the window. The person takes a slow, deep breath while observing the morning view. Gentle breeze. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
41,first_frame_only,object_in_use_micro,4,"Close-up slow push. The person's feet press firmly onto the floor as weight shifts onto them, muscles lightly engaging. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
42,first_frame_only,host_gentle_push,6,"Gentle forward camera push. The host nods happily in confirmation, indicating the effectiveness of the simple action. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
43,first_frame_only,host_gentle_push,6,"Gentle forward camera push. The host holds up two fingers gracefully with a soothing smile. Subtle room airflow. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
44,first_frame_only,daily_action_follow,6,"Observational camera drift. The person does a very slow, plush stretching movement with their arms while fully resting. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
45,first_frame_only,host_listening_drift,6,"Slow lateral drift. The host softly touches her own shoulder, blinking warmly to remind the viewer of stiffness. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
46,first_frame_only,process_layer_drift,6,"Smooth layered parallax. The red pain flashes around the joint diagrams blink rapidly, visualizing sudden strain. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
47,first_frame_only,daily_action_follow,6,"Observational hold. The blanket shifts and bubbles subtly as the person moves their legs pleasantly underneath, warming up. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
48,first_frame_only,daily_action_follow,6,"Slow camera follow. The person continues easy leg shifting, smiling comfortably without applying any strenuous effort. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
49,first_frame_only,object_in_use_micro,4,"Close-up slow push. The feet beneath the blanket smoothly rotate their ankles in a careful, continuous, slow circle. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
50,first_frame_only,object_in_use_micro,4,"Close-up slow push. The feet gently rotate to the left, pause slightly, then rotate to the right. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
51,first_frame_only,object_in_use_micro,4,"Close-up slow push. The toes tightly scrunch together into a tight ball, hold for a moment, then fan widely apart. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
52,first_frame_only,daily_action_follow,6,"Observational drift. The person playfully twitches their toes under the blanket, looking completely unbothered and relaxed. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
53,first_frame_only,process_signal_pulse,6,"Steady layer hold. The mechanical pump diagram gracefully squeezes and releases, pushing the blood upward with a steady, rhythmic pulse. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
54,first_frame_only,process_layer_drift,6,"Smooth diagrammatic pan. Blood circulation pathways visibly flow upward, joining into a healthy, softly glowing heart. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
55,first_frame_only,daily_pause_observe,6,"Observational camera pull. The person in bed extends into a large, comfortable stretch, uncurling the upper body smoothly. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
56,first_frame_only,daily_pause_observe,6,"Static observational hold. Both arms and legs slowly spread outward across the bed surface as the person visibly sinks into deep relaxation. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
57,first_frame_only,daily_pause_observe,6,"Static observational hold. The limbs rest gently in the stretched position, embodying completely relaxed, non-forceful comfort. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
58,first_frame_only,process_layer_drift,6,"Smooth layered parallax. The tightly curled visual metaphor leaf subtly and organically unfurls itself in the warm light. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
59,first_frame_only,environment_breathing_pan,8,"Slow breathing camera pan. Bright sunlight flows generously through the window, with curtains softly fluttering in the fresh morning breeze. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
60,first_frame_only,host_gentle_push,6,"Gentle forward camera push. The host holds up three fingers with a gentle, inviting smile. Subtle room airflow. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
61,first_frame_only,daily_action_follow,6,"Observational camera track. The older person confidently pours a steaming dark coffee into a mug in the morning kitchen. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
62,first_frame_only,object_inspection_push,4,"Slow inspection camera push. The clear glass of water catches the morning light gorgeously as the person's hands cradle it. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
63,first_frame_only,process_signal_pulse,6,"Steady layer hold. The illustrative 'thirst sensor' dial looks sluggish, barely vibrating, while subtle dust specs float around it. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
64,first_frame_only,process_layer_drift,6,"Smooth layered parallax. A symbolic person walks mechanically through the dry desert without reacting, representing unnoticed dehydration. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
65,first_frame_only,process_layer_drift,6,"Smooth schematic pull. The inner-body graphic conveys an overly dry, parched texture with subtle radiating static visuals. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
66,first_frame_only,process_layer_drift,6,"Graphical layer drift. Very sluggish, thick dark blood flows in the vessel, while a blood pressure line above it oscillates awkwardly. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
67,first_frame_only,daily_action_follow,6,"Observational pan. The person in the kitchen takes a very peaceful, easy swallow of water, looking entirely at ease. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
68,first_frame_only,process_layer_drift,6,"Smooth diagrammatic pan. Crystal clear water streams gently integrate into the body's circulation, making the blood flow visibly brighten and speed up slightly. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
69,first_frame_only,daily_action_follow,6,"Subtle camera drift. The stylized stomach shivers violently with quick cartoony shake lines after the cold water hits. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
70,first_frame_only,daily_action_follow,6,"Observational hold. The person holding the cup very slowly and deliberately lifts it to take tiny, steady sips. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
71,first_frame_only,process_layer_drift,6,"Smooth layered parallax. The watering can gently rocks, sprinkling shining water droplets down onto the slowly perking plant. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
72,first_frame_only,object_inspection_push,4,"Slow inspection camera push. The glowing cup of water sits still, emitting a soft, healthy aura, representing a great start. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
73,first_frame_only,host_gentle_push,6,"Gentle forward camera push. The host offers an encouraging nod, acknowledging the viewer's understanding. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
74,first_frame_only,daily_action_follow,6,"Observational pan. The older person glides seamlessly through their home, looking physically comfortable and securely balanced. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
75,first_frame_only,host_listening_drift,6,"Slow lateral camera drift. The host's face transitions to a softer, more serious expression, gently raising one hand to urge caution. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
76,first_frame_only,daily_action_follow,6,"Observational camera drift. The distressed person sways slightly by the bed, with wavy visual lines around their head pulsing to indicate ongoing dizziness. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
77,first_frame_only,daily_action_follow,6,"Subtle camera reaction. The person clutches their knee sharply, wincing in clear discomfort, conveying severe numbness or pain. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
78,first_frame_only,daily_action_follow,6,"Observational hold. The person nods calmly in the consultation room, conversing reassuringly with the listening doctor. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
79,first_frame_only,process_layer_drift,6,"Smooth graphical pan. The heart and kidney diagram is softly highlighted, framing the water limit measure as a strict rule. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
80,first_frame_only,daily_pause_observe,6,"Static observational hold. The person carefully holds the water glass halfway up, pausing deliberately to consult a medical note before continuing. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
81,first_frame_only,host_gentle_push,6,"Gentle forward camera push. The host places a hand closely against her chest with deep sincerity to mark the importance of listening to oneself. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
82,first_frame_only,host_gentle_push,6,"Gentle forward camera push. The host returns to a relaxed, bright, concluding smile. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
83,first_frame_only,daily_pause_observe,6,"Static observational hold. The quick visual recap shows the person sitting quietly and safely on the bed edge. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
84,first_frame_only,daily_pause_observe,6,"Static observational hold. The quick visual recap shows the person comfortably enjoying the large bed stretch. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
85,first_frame_only,daily_pause_observe,6,"Static observational hold. The quick visual recap shows the person slowly sipping the fresh water. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
86,first_frame_only,process_layer_drift,6,"Smooth layered parallax. The big checkmark softly pops into focus, confirming no tools are needed. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
87,first_frame_only,host_listening_drift,6,"Slow lateral camera drift. The host warmly presents one hand, smiling appealingly to encourage the viewer. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
88,first_frame_only,host_gentle_push,6,"Gentle forward camera push. The host nods with an affectionate, steady expression, radiating comfort and wisdom. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
89,first_frame_only,host_gentle_push,6,"Gentle forward camera push. The host bows her head slightly and gracefully, conveying deep sincere well wishes. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
90,first_frame_only,host_gentle_push,6,"Gentle forward camera push. The host waves goodbye with a very friendly, lingering farewell. Simple bright background. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
