script_text,prompt_img_nano,prompt_video_veo3
無理のない範囲で、一緒に見直してみましょう。,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host nods encouragingly, hands folded gently, inviting the viewer to try at their own reasonable pace. Simple calm background. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Gentle forward camera push. The host leans in slightly, folding hands gently with a supportive, reassuring micro-movement. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
ではなぜ、朝の体はそれほどデリケートになっているのでしょうか。,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host looks slightly curious and thoughtful, posing a gentle question about morning sensitivity. Simple calm background. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Slow lateral camera drift. The host tilts her head slightly in a thoughtful, curious manner. Subtle room airflow. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
その理由は、私たちがぐっすりと眠っている間に起こる、ちょっとした見えない変化にあります。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A gentle visual metaphor of a person sleeping peacefully under a blanket, with abstract subtle sparkling lines showing unseen internal changes happening during sleep. Nighttime cool tones. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Smooth layered parallax drift. Delicate sparkling abstract lines hover gently over the sleeping figure, conveying inner biological changes. Nighttime cool tones remain stable. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
ひとつは、体の中の水分が減ってしまうことです。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A clean educational composition of a glass of water gradually lowering its level, placed on a bedside table with soft glowing light, symbolizing a decrease in the body's hydration. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Slow inspection camera push. The water level in the glowing glass very subtly subsides, visually emphasizing dehydration. Preserve the clean educational focus. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
眠っている間は何も飲まないので、当然といえば当然ですよね。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older Japanese person sleeping deeply and completely still in a cozy Japanese bedroom. A wall clock shows nighttime. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Static observational hold. The sleeping person remains deeply still, with only the faintest rhythm of slow breathing. Preserve the quiet nighttime mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
ですが、私たちは寝ている間も、少しずつ水分を失っています。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A symbolic illustration of the same sleeping person showing subtle stylized breath vapor and tiny sweat droplets, demonstrating unseen water loss. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Layered graphical drift. Stylized breath vapor softly dissipates while tiny symbolic sweat droplets slowly appear, quietly illustrating water loss. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
呼吸をしたり、気づかないうちに汗をかいたりしているからです。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The same sleeping person, with a stylized calm overlay showing lungs expanding and contracting gently to emphasize unseen physical activity like breathing. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Steady layer hold. The stylized lung overlay expands and contracts with a gentle, rhythmic, and continuous pulse, highlighting ongoing breathing. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
その結果、朝起きたとき、体の中は軽い水分不足の状態になっているんです。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A clean educational diagram of an older person waking up and holding their throat lightly, symbolizing a mild state of morning dehydration. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Slow educational camera pull. The waking subject touches their dry throat lightly in a gentle realizing motion. Preserve the clean educational composition. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
もうひとつは、関節や筋肉のこわばりです。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A symbolic lock or stiff mechanical hinge overlaid gently near a person's knees and shoulders, representing stiff joints in the morning. Clean diagrammatic style. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Smooth layered parallax. The symbolic mechanical hinge graphic softly tightens, indicating joint stiffness. Preserve the clean diagrammatic style. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
夜の間に何時間も同じ姿勢で休んでいたため、朝は体がスムーズに動く準備ができていません。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A clean time-lapse-like overlay or multiple clock times showing a person sleeping in the exact same posture for hours in bed. Nighttime room. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Time-lapse style static camera. The shadows in the room shift abruptly through the night, yet the sleeping person's deep, stiff posture remains absolutely still. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
車のエンジンと同じで、止まっていた時間が長ければ長いほど、すぐに走り出すのは負担になります。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A split layout showing an unmoving resting person in bed on one side, and a parked car with a cold engine on the other, representing the need for warmup. Educational clarity. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Controlled hold with microscopic parallax. The split-screen contrasts the resting person and the cold car vividly, with no composition shift. Preserve the clear comparison. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
そして最も気をつけたいのが、血圧の変化です。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A clean graphical representation of a blood pressure gauge with its arrow slightly unstable, symbolizing subtle circulatory changes in the morning. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Steady forward push. The blood pressure gauge arrow oscillates slightly, emphasizing the unstable nature of morning circulation. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
長い時間横になった状態から急に立ち上がると、血液が重力で一気に下半身に下がってしまいます。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A stylized medical or educational diagram of an older person standing up, with transparent arrows indicating blood quickly dropping to the lower body due to gravity. Clean educational style. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Smooth educational pan. Transparent downward arrows flow fluidly from the head to the lower body in replacing gravity dynamics. Preserve the schematic clarity. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
若い頃なら、足回りの筋肉がすぐに働いて、血液を上半身へ押し戻してくれました。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A clear diagrammatic view of a young person's strong leg muscles acting as a powerful pump, sending stylized blue and red blood arrows upward smoothly. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Controlled parallax focus. The young leg muscle diagram strongly and smoothly pulses, sending blood arrows shooting upward with thick visual rhythm. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
でもシニア世代になると、その筋肉の反応が少しずつゆっくりになっていきます。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The matching diagrammatic view of a senior person's leg muscles acting as a slower pump, sending the blood upward at a gentler, slower pace. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Controlled parallax focus. The senior leg muscle diagram gently and slowly squeezes, sending blood arrows upward at a notably restrained, sluggish pace. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
そのため急に立ち上がった時に、頭から血の気が引くような立ちくらみが起きやすくなるのです。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older Japanese person standing up quickly from a bed and holding their hand near their forehead, experiencing lightheadedness. Ordinary Japanese bedroom. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Observational camera drift. The subject standing from the bed raises a hand near their forehead, conveying mild dizziness with slight body hovering. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
こうした体の変化があるからこそ、朝はゆっくりと体を動かし始めることが、とても大切なポイントになります。,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host makes a gentle calming gesture with one hand, emphasizing the importance of starting the morning slowly. Simple calm background. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Gentle forward camera push. The host makes a very slow, calming hand gesture, emphasizing the need for unhurried movement. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
それでは、見直したい習慣の1つ目、ゆっくり起き上がることについて見ていきましょう。,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host holds up one finger with a gentle smile, introducing the first habit. Simple calm background. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Gentle forward camera push. The host holds up one finger and offers a steady, warm nod to introduce the habit. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
朝、目覚まし時計が鳴ると、つい慌てて起きなきゃと焦ってしまいませんか。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older Japanese person in a bedroom looking surprised and rushed as an alarm clock rings, hastily throwing off the blanket. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Camera reacts with a quick micro-pan. The sleeping person jolts slightly as the blanket is hastily tossed aside. Preserve the flustered mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
トイレに行きたいからと、急いで立ち上がってしまうこともあるかもしれませんね。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The same older person urgently standing up and walking quickly towards the bedroom door to go to the toilet. Morning lighting. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Tracking camera follow. The person walks briskly and urgently towards the door, their steps slightly heavy. Morning lighting casts shifting shadows. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
でも先ほどお話ししたように、体が冷えたまま急に動くのは、体にとって大きな負担です。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A symbolic view of a cold body with blueish tones being forced into sudden movement, with jagged dramatic lines emphasizing the burden. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Smooth layered parallax. The jagged dramatic lines tremble with a subtle intense flicker around the bluish-toned body, warning of sudden burden. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
まずは仰向けのまま、ゆっくりと体を横向きにしましょう。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older Japanese person lying in bed on their back, slowly and gently turning their body sideways under the blanket. Calm morning light. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Observational hold. The person lying in bed slowly, deliberately rolls onto their side with a calm, friction-free movement under the blanket. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
そして、手でベッドや布団を支えながら、少しずつ体を起こします。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The same older person using their hands to press against the mattress, safely and slowly pushing their upper body up. Same bedroom. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Slow camera pan. The person's hands press into the mattress, arms engaging carefully to push the torso up into an upright position smoothly. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
ここからが一番大切なポイントです。,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host points lightly to emphasize a very important key point, looking reassuring. Simple calm background. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Slow lateral camera drift. The host points lightly with an attentive, highly reassuring expression. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
体を起こしたら、そのままベッドのふちや布団の端に、静かに腰掛けてみてください。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The older person quietly sitting on the edge of the bed, feet dangling near the floor, resting deeply. Same bedroom. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Static observational hold. The person sits quietly on the edge of the bed, legs dangling without movement, resting calmly. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
できれば、そのまま2、3分ほど、座ったままで待ちましょう。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The older person continues sitting on the edge of the bed, comfortably waiting with closed eyes, embracing a 2-3 minute pause. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Static observational hold. The person is sitting on the bed edge, eyes fully closed, breathing in deep, meditative, regular intervals. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
朝から3分もじっとしているの、と驚かれるかもしれませんね。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The older person looks slightly surprised but amused by the idea of waiting for 3 minutes, a lighthearted everyday moment. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Subtle camera drift. The person opens their eyes, lips curving into a very slight, mild, and amused smile regarding the wait. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
でもこのちょっと休む時間が、血圧を安定させるために、すごく重要な役割を果たしてくれます。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A gentle graph or symbolic gauge smoothing out into a stable, flat line, representing blood pressure safely stabilizing during the rest. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Steady layer hold. The graphical gauge softly smooths out its wavering line into a steady, flat trace, visualizing stable blood pressure. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
この間に自律神経がゆっくりと働き始め、体を立ち上げるための準備を整えてくれるからです。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A symbolic glow representing the autonomic nervous system gently warming up and preparing the body's internal engine for the day. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Smooth layered parallax. The symbolic glow representing the autonomic nervous system gently radiates outward, warming up the body's center. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
急がず、窓の外の景色を眺めたりしながら、ゆっくり呼吸を落ち着かせてみましょう。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The older person sitting on the bed edge, looking out the bedroom window at the morning view, taking a slow, deep, relaxing breath. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Slow breathing camera pan towards the window. The person takes a slow, deep breath while observing the morning view. Gentle breeze. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
足の裏がしっかりと床についていることを確認してから、お腹に軽く力を入れて、ゆっくりと立ち上がります。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. Close-up of the older person's feet placed firmly and safely on the floor, gently engaging their core to stand up slowly and steadily. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Close-up slow push. The person's feet press firmly onto the floor as weight shifts onto them, muscles lightly engaging. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
たったこれだけの工夫で、朝のふらつきを防ぎやすくなりますよ。,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host smiles happily, nodding to confirm that this simple trick prevents dizziness effectively. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Gentle forward camera push. The host nods happily in confirmation, indicating the effectiveness of the simple action. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
続いて、見直したい習慣の2つ目です。,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host holds up two fingers with a gentle smile, introducing the second habit. Simple calm background. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Gentle forward camera push. The host holds up two fingers gracefully with a soothing smile. Subtle room airflow. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
それは、横になったままの軽い体操です。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older Japanese person lying comfortably in bed, doing a very soft and light stretching motion with their arms. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Observational camera drift. The person does a very slow, plush stretching movement with their arms while fully resting. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
先ほど、朝は関節や筋肉がこわばっているとお話ししましたね。,"Using the provided reference image(s) when available, generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. The channel host gently touches their own shoulder or arm, reminding the viewer about morning joint stiffness. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Slow lateral drift. The host softly touches her own shoulder, blinking warmly to remind the viewer of stiffness. Preserve the warm empathetic mood. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
そのまま無理に立ち上がると、足腰の関節を痛める原因にもなってしまいます。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. A diagram showing sudden heavy strain on the knee and lower back joints represented by small red pain flashes, from standing up too forcefully. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Smooth layered parallax. The red pain flashes around the joint diagrams blink rapidly, visualizing sudden strain. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
そこで起き上がる前に、お布団のなかで少し体を動かして、体を温めてみましょう。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older person pleasantly moving their legs slightly under a warm Japanese futon or blanket, generating cozy body heat. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Observational hold. The blanket shifts and bubbles subtly as the person moves their legs pleasantly underneath, warming up. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
体操といっても、決して一生懸命汗をかくようなものではありません。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older person doing a relaxed, easy movement that requires zero exertion, smiling comfortably without breaking a sweat. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Slow camera follow. The person continues easy leg shifting, smiling comfortably without applying any strenuous effort. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
まずは足首をゆっくりと回してみます。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. Close-up of an older person's feet under the blanket, subtly rotating the ankles in a slow circle. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Close-up slow push. The feet beneath the blanket smoothly rotate their ankles in a careful, continuous, slow circle. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
右に、左にと、無理のない範囲で回してください。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. Close-up of the same feet rotating the ankles gently to the left and to the right, within a safe comfortable range. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Close-up slow push. The feet gently rotate to the left, pause slightly, then rotate to the right. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
次に、足の指を丸めるように握って、そのあと大きく開く運動です。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. Close-up of the toes scrunching tightly together into a ball, and then opening widely apart. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Close-up slow push. The toes tightly scrunch together into a tight ball, hold for a moment, then fan widely apart. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
行儀が悪いなんて思わずに、足の先をしっかり動かしてみてください。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school 2D anime influence. An older person playfully and safely moving their toes in bed, brushing away any worries about bad manners. No readable text. Avoid speech pose, avoid direct-to-camera speech.","Observational drift. The person playfully twitches their toes under the blanket, looking completely unbothered and relaxed. Ambient audio only: gentle room tone, soft ambient foley. No spoken dialogue, no on-screen narration, no lip sync, no direct-to-camera speech, no new readable text."
