script_text,prompt_img_nano,prompt_video_veo3
大掛かりなリフォームの話ではありません。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A split composition. Left side: heavy construction tools and a messy room renovation. Right side: a simple, clean, small adjustment like placing a bath mat. Both sides are crossed/checked to show the right side is the focus. Emphasize that we are talking about small, easy changes. Flat soft colors, object clarity. No readable text.","Slow comparison reveal shift across the split composition. Emphasize the right side (small adjustment) with a subtle layer drift, while the left side remains static. Preserve the layout and clarity of the source image. (Silent video, no audio). No new readable text."
今日からできる、ちょっとした見直しが中心です。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A close-up of an older pair of hands (weathered, wrinkles, natural age spots) smoothly placing a neatly folded towel and a simple bath mat down. The focus is on small, actionable daily steps. Practical Japanese home details, flat soft colors. No readable text.","Micro observation push on the hands. The hands make a very small, deliberate micro-motion of patting or smoothing the neatly folded towel and bath mat. Preserve the exact composition and practical home details. (Silent video, no audio). No new readable text."
まず、どうして浴室は滑りやすい場所なのか、少しだけ整理しておきましょう。,"Using the provided reference image(s) when available, generate a retro-clean 2D illustrated lifestyle handbook scene. Our Japanese senior host (visibly elderly, silver-gray hair, gentle wrinkles) in the warm living room, looking thoughtful and explanatory. Clean flat outlines, practical Japanese home details. The character MUST appear the SAME age as the reference. No readable text.","Gentle lateral drift. The subject breathes calmly, maintaining a thoughtful, explanatory expression with a soft blink. Preserve the exact character identity and warm living room mood. (Silent video, no audio). No lip sync, no direct-to-camera speech, no new readable text."
お風呂の床は、水や石けんでとても滑りやすくなります。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A Japanese bathroom floor (yushitsu) covered in obvious patches of white soap bubbles and splashed water. A small wooden or plastic bath stool sits nearby. The image simply illustrates the slippery environment. Clean flat outlines, flat soft colors. No readable text.","Slow environment breathing pan across the slippery floor. Very subtle motion in the traces of water or bubbles reflecting light. Preserve the exact bathroom layout and flat soft colors. (Silent video, no audio). No new readable text."
ふだん歩く廊下やリビングとは、足の裏の感覚がまったく違いますよね。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A split composition. Top: an older person's slippered foot stepping securely on a dry wooden hallway floor. Bottom: a bare foot stepping gingerly onto a wet, slippery tile floor in a bathroom. The contrast highlights the difference in feeling and grip. Flat soft colors, object clarity. No readable text.","Steady comparison parallax hold. A very slow push that maintains the split framing, contrasting the dry secure step above and the ginger, wet step below. Preserve the exact alignment. (Silent video, no audio). No new readable text."
そこに、立ったり座ったりという不安定な動きが加わります。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A simple sequence or illustration of an older Japanese woman (visibly elderly, gray hair) trying to stand up from a low bathroom stool, showing the awkward shifting of body weight. The mood is unstable but not overly dramatic. Clean flat outlines, minimal clutter. No readable text.","Subtle process layer drift. The simplified illustration of the person shifting weight shows a tiny, awkward balance-shifting micro-motion, emphasizing instability. Preserve the clean outlines and minimal clutter. (Silent video, no audio). No new readable text."
特に湯船から出るときは、体が温まった状態で急に立ち上がるので、バランスが崩れやすくなります。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A close-up of an older person (silver hair visible, wrinkles) rising up from the bathtub water. Steam surrounds them. They look slightly unsteady, trying to catch their balance as their body adjusts to standing after being warmed up. Warm domestic bathroom setting. No readable text.","Slow observational follow. The person rises slightly further, swaying a tiny bit to catch their balance, while warm steam slowly billows around them. Preserve the exact character identity and bathroom atmosphere. (Silent video, no audio). No new readable text."
消費者庁の情報によると、浴室での転倒は決して珍しいことではないとされています。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A clean, simple illustrative graphic showing an official-looking document or pamphlet with a subtle warning icon indicating bathroom falls. The mood is factual and serious but calm. Flat soft colors, clean outlines, no actual readable text, just symbolic layout.","Gentle inspection push on the document graphic. The warning icon has a very subtle pulse or layer drift, remaining entirely factual. Preserve the exact layout and symbolic composition. (Silent video, no audio). No new readable text."
身体の筋力や平衡感覚の変化だけでなく、床の状態や動作のタイミングも関係しているんですね。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. An abstract but clear infographic showing three overlapping circles or factors: an older body (symbolized by gray hair icon), a slippery floor icon, and a stopwatch/timing icon. This represents how multiple elements combine to cause falls. Minimal detail, flat soft colors. No readable text.","Steady process signal pulse. The three abstract overlapping circles exhibit a very slow, subtle parallax shift, bringing the connection between age, floor, and timing into focus. Preserve the flat soft colors. (Silent video, no audio). No new readable text."
冬場には、脱衣所と浴室の温度差が大きくなりますよね。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A split composition showing a temperature difference. Left: a chilly, bluish-tinted changing room (datsuijo). Right: a warm, reddish/orangish-tinted steamy bathroom. The contrast illustrates the harsh temperature gap. Clean flat outlines, object clarity. No readable text.","Slow comparison parallax hold. The split composition remains steady, with subtle emphasis shifting between the cold blue side and the warm red side through a gentle push. Preserve the exact color contrast. (Silent video, no audio). No new readable text."
その温度差で、急にめまいや立ちくらみを感じる方もいらっしゃいます。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. An older Japanese woman (visibly elderly, white hair, wrinkles) stepping from the warm bathroom into the cold changing room, clutching her robe tightly and closing her eyes as she experiences a brief moment of lightheaded dizziness. Practical Japanese home details. No readable text.","Slight pause and observe drift. The woman clutches her robe a bit tighter with a small micro-motion and blinks or closes her eyes slowly, feeling the chilly draft. Preserve the exact character identity and temperature visuals. (Silent video, no audio). No new readable text."
こういったことは、年齢を重ねるとどなたにも起こりうることです。,"Using the provided reference image(s) when available, generate a retro-clean 2D illustrated lifestyle handbook scene. Our Japanese senior host (visibly elderly, silver-gray hair, gentle wrinkles) in the living room, with an understanding, deeply empathetic expression. The host conveys that these experiences are completely normal with age. Keep the same character identity and wardrobe family. No readable text.","Slow, empathetic forward push. The subject nods incredibly slowly and gently, breathing calmly. Preserve the highly understanding mood, the exact character identity, and the existing appearance. (Silent video, no audio). No lip sync, no speech, no new readable text."
大切なのは、どこを見直しておけばいいかを、ひとつずつ確認していくことだと思います。,"Using the provided reference image(s) when available, generate a retro-clean 2D illustrated lifestyle handbook scene. Our Japanese senior host (visibly elderly) in the living room, calmly pointing to a checklist on the table. The mood is proactive and reassuring. Flat soft colors, minimal clutter. No readable text.","Steady listening drift. The subject maintains the pointing gesture toward the checklist, with a confident, reassuring blink. Preserve the exact character identity, practical details, and minimal clutter. (Silent video, no audio). No lip sync, no new readable text."
では、具体的なポイントを見ていきましょう。,"Using the provided reference image(s) when available, generate a retro-clean 2D illustrated lifestyle handbook scene. Our Japanese senior host (visibly elderly) smiling gently, holding up one finger to indicate the start of the specific points. Warm domestic scenes. No readable text.","Gentle forward push. The subject smiles gently, holding up one finger with a small, steadying micro-motion. Preserve the exact character identity and warm domestic scene. (Silent video, no audio). No lip sync, no direct-to-camera speech, no new readable text."
ひとつ目の見直しポイントは、足元の滑りやすさです。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A clean, simple title card graphic showing a bright, clear 'ポイント1' text over an icon of a wet bathroom floor. Flat soft colors, highly readable layout. Visible text in neat Japanese: 'ポイント1', no other readable text.","Extremely slow inspection push. The title card graphic remains clear, with a very subtle glow or parallax drift on the title elements. Preserve the visible text 'ポイント1' exactly as-is. (Silent video, no audio). No new readable text."
浴室の床は、水で濡れるとつるつるになりますよね。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A Japanese bathroom (yushitsu) floor thoroughly wet, with a noticeable sheen indicating it is very slippery. Clean flat outlines, object clarity, no clutter. No readable text.","Slow environment breathing pan downwards. The noticeable sheen on the wet bathroom tile lightly catches and shifts with the light, illustrating slipperiness. Preserve the clean flat outlines. (Silent video, no audio). No new readable text."
石けんの泡やシャンプーの流し残しがあると、さらに滑りやすくなります。,Generate a retro-clean 2D illustrated lifestyle handbook scene. A close-up focus on a small puddle of soapy water and leftover shampoo bubbles near the bathroom drain. The focus is on the slippery residue left behind. Flat soft colors. No readable text.,"Gentle inspection push on the drain. The small puddle of soapy water and bubbles exhibits tiny sliding or bubbling micro-motions. Preserve the flat soft colors and focus on residue. (Silent video, no audio). No new readable text."
ご自宅のお風呂場の床を、ちょっと思い浮かべてみてください。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A wide shot of an empty, typical older-style Japanese bathroom (tiled floor, small tub). The perspective invites the viewer to look at their own bathroom arrangement. Clean flat outlines. No readable text.","Slow environment observe tilt vertically. The perspective sweeps smoothly over the typical older-style Japanese bathroom, inviting observation of the space. Preserve the exact layout and clean lines. (Silent video, no audio). No new readable text."
足を置いたとき、滑りそうな感覚はありませんか。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A close-up of a bare foot hovering just above a smooth, slightly wet bathroom tile floor, showing hesitation before stepping down. Flat soft colors, object clarity. No readable text.","Slight pause and observe drift. The bare foot hovers and hesitates with a tiny stabilizing micro-motion, as the toes tense slightly before stepping. Preserve the exact composition and object clarity. (Silent video, no audio). No new readable text."
そこでまず簡単にできるのが、滑り止めマットを敷くことです。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. An older pair of hands (weathered, wrinkles, age spots) carefully rolling out a new, textured anti-slip bath mat onto the bathroom floor. The mat has a clear grip pattern. Clean flat outlines, practical Japanese home details. No readable text.","Micro observation push on the hands. The older hands make a slow, careful smoothing micro-motion as they pat down the textured anti-slip mat. Preserve the exact hand details and practical home look. (Silent video, no audio). No new readable text."
ホームセンターや福祉用具のお店で手に入るものが多いですよ。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. An older Japanese woman (visibly elderly, gray hair) browsing in a bright, clean home center or pharmacy aisle, looking at a shelf displaying various colorful anti-slip bath mats. Factual, practical setting. No readable text.","Slow observational follow. The person exhibits a subtle browsing micro-motion, eyes scanning the shelf, shifting their weight very slightly. Preserve the exact character identity and pharmacy setting. (Silent video, no audio). No new readable text."
ただ、マットにもいくつか種類があって、床との相性があります。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. An illustration showing three different types of bath mats side-by-side (suction cup type, heavy sink type, standard textured type) with subtle distinct features. Flat soft colors, object clarity. No readable text.","Steady comparison parallax hold. A very slow push on the three side-by-side bath mats, maintaining the clear layout while adding a tiny bit of dimensional layer drift. Preserve object clarity. (Silent video, no audio). No new readable text."
床が平らなタイプのお風呂には、裏に吸盤がついたマットが向いています。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A close-up underneath an anti-slip mat, showing clear, round suction cups gripping tightly onto a flat, smooth tile floor. The focus is on the exact mechanism of the flat-floor mat type. Clean flat outlines. No readable text.","Gentle inspection push on the suction cups. The perspective pushes in infinitesimally on the gripping mechanism, emphasizing the seal against the flat tile. Preserve the exact clean outlines. (Silent video, no audio). No new readable text."
吸盤でしっかり固定されるので、ずれにくいんですね。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A close-up showing an older hand pressing down on an anti-slip mat that is securely fixed by suction cups onto a flat tile, demonstrating that it doesn't move. Object clarity, minimal clutter. No readable text.","Micro observation push on the hand. The hand applies a very slight downward pressure micro-motion to the suction-cup mat, showing it remains firmly fixed to the floor. Preserve minimal clutter. (Silent video, no audio). No new readable text."
床に凹凸があるタイプの場合は、自重で沈むタイプのマットがあります。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A close-up of a different type of bath mat (heavy, no suction cups) resting directly on a textured, slightly bumpy bathroom floor. The mat is slightly thick and sinks under its own weight. Flat soft colors. No readable text.","Gentle inspection push on the heavy mat. The mat is shown resting firmly, with a subtle parallax confirming it sinks heavily against the bumpy floor texture. Preserve flat soft colors. (Silent video, no audio). No new readable text."
お使いの床に合ったものを選ぶというのが、まず大事なポイントです。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A split diagram highlighting the 'matching' concept: a flat floor connecting to a suction cup mat, and a bumpy floor connecting to a heavy mat. Simple puzzle-piece or checkmark visual metaphor. Object clarity. No readable text.","Subtle process layer drift. The puzzle-piece metaphor of mat matching shifts slightly to emphasize the connection. Preserve the object clarity and purely conceptual layout. (Silent video, no audio). No new readable text."
それから、マットは使っているうちにカビやヌメリがつくことがあります。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A close-up of an old bath mat that looks slightly discolored or has tiny dark spots (mold/slime) on the edges, indicating it needs cleaning. Flat soft colors, minimal clutter. No readable text.","Gentle inspection push toward the old mat's edges. The discolored or moldy spots are brought slightly closer, highlighting the need for cleaning or replacement. Preserve the flat soft colors. (Silent video, no audio). No new readable text."
ヌメリがついたままだと、かえって滑りやすくなってしまうこともあるんです。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A close-up of an older foot stepping on a slimy, old bath mat, with an action line showing the mat itself sliding slightly on the floor. A warning indicator about unwashed mats. Clean flat outlines. No readable text.","Slow observational follow. The foot steps down and the old, slimy mat slides forward a tiny fraction of an inch, accompanied by the subtle action line. Preserve the warning indicator. (Silent video, no audio). No new readable text."
こまめに洗って、古くなったら思い切って新しいものに取り替えましょう。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. An older pair of hands (wrinkled, wearing yellow cleaning gloves) scrubbing an anti-slip bath mat with a brush and soapy water. Practical domestic chores. Flat soft colors. No readable text.","Micro observation push on the cleaning action. The gloved hands perform a tiny scrubbing or brushing micro-motion, with small foam and soapy water shifting. Preserve the practical chore mood. (Silent video, no audio). No new readable text."
消耗品だと思って、気軽に交換していくのがちょうどいいですね。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A brand new, brightly colored anti-slip mat being placed down, replacing a faded old one that is being taken away. Emphasizing the idea of replacing them regularly as consumables. Clean flat outlines. No readable text.","Subtle inspection push. The bright new anti-slip mat is laid down smoothly, while the faded old one is pulled away in a gentle motion. Preserve the clean flat outlines. (Silent video, no audio). No new readable text."
もうひとつ気をつけたいのは、シャワーチェアとの組み合わせです。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A classic, sturdy shower chair (kaigo-yoo chair with backrest) sitting inside a Japanese bathroom. Flat soft colors, object clarity, minimal clutter. No readable text.","Very slow inspection push on the classic shower chair. The chair remains completely static, emphasizing its sturdy, stable look inside the bathroom. Preserve object clarity. (Silent video, no audio). No new readable text."
シャワーチェアをお使いの方も多いと思いますが、マットの上に椅子を置くとぐらつくことがあります。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A shower chair placed partially on top of a soft bath mat. The chair is slightly tilted or wobbling, indicating instability. Clean flat outlines, practical Japanese bathroom setting. No readable text.","Slight observation tilt. The shower chair placed over the mat displays a tiny, precarious wobble or tilt micro-motion, highlighting instability. Preserve the practical bathroom setting. (Silent video, no audio). No new readable text."
安定しないまま座ると危ないので、重ねて使うのは避けたほうがいいですね。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A split composition. Left (crossed out): a shower chair wobbling on top of a mat. Right (checked): a shower chair resting firmly on the bare floor, with the mat placed right in front of it. Object clarity, minimal clutter. No readable text.","Steady comparison parallax hold. The split composition remains steady, contrasting the unstable wobbling chair on the left with the solid, floor-resting chair on the right. Preserve minimal clutter. (Silent video, no audio). No new readable text."
もしどのマットがいいか迷ったら、福祉用具の専門相談員に聞いてみてください。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. An older Japanese woman (visibly elderly, gray hair, gentle wrinkles) calmly chatting with a friendly, professional welfare equipment advisor (wearing a neat polo shirt uniform) in a brightly lit counseling space. Flat soft colors. No readable text.","Slight pause and observe drift. The woman nods slowly in a conversational micro-motion, and the advisor gestures very slightly. Preserve the calm chatting mood and exact character identity. (Silent video, no audio). No lip sync, no new readable text."
床の状態を見て、合ったものを一緒に選んでくれますよ。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. The advisor's hand showing the older woman a catalog or samples of different bath mats, pointing out the distinct textures. Warm, helpful interaction. Clean flat outlines. No readable text.","Micro observation push on the catalog. The advisor's hand performs a small pointing micro-motion to emphasize the mat textures, while the older person listens. Preserve the helpful interaction. (Silent video, no audio). No new readable text."
ふたつ目の見直しポイントは、つかまる場所があるかどうかです。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A clean, simple title card graphic showing a bright, clear 'ポイント2' text over an icon of a sturdy handrail mounted on a wall. Flat soft colors, highly readable layout. Visible text in neat Japanese: 'ポイント2', no other readable text.","Extremely slow inspection push. The title card graphic remains clear, with a very subtle glow or parallax drift on the title elements. Preserve the visible text 'ポイント2' exactly as-is. (Silent video, no audio). No new readable text."
みなさんは、浴室の中でとっさにつかまれる場所はありますか。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. An older Japanese person (visibly elderly, slight stoop, gray hair) inside a bathroom, reaching out slightly in mid-air as if looking for something solid to hold onto while moving. Clean flat outlines, practical bathroom. No readable text.","Slow observational follow. The person reaches out mid-air with a subtle searching or balancing micro-motion of the hand. Preserve the exact character identity and practical bathroom setup. (Silent video, no audio). No new readable text."
タオルかけや棚に手をかけている方もいらっしゃるかもしれません。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A close-up of an older, wrinkled hand grabbing onto a flimsy plastic towel rack or a small shampoo shelf, which is slightly bending under the weight. A small warning symbol indicates this is unsafe. Flat soft colors. No readable text.","Micro observation push on the hand and rack. The wrinkled hand grips, and the flimsy towel rack pulls or bends downward by a tiny fraction. Preserve the warning symbol and flat soft colors. (Silent video, no audio). No new readable text."
でも、体重をしっかり支えるには、ちょっと心もとないですよね。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. An abstract visualization showing the full weight of a person pressing downwards, contrasted with the weak, thin mounting of a towel bar pulling away from the wall. Object clarity, minimal detail. No readable text.","Subtle process layer drift. The abstract diagram showing downward weight force versus the weak wall mounting shifts with slow parallax, emphasizing structural failure. Preserve object clarity. (Silent video, no audio). No new readable text."
そこで力になるのが、浴室用の手すりです。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A sturdy, thick, purposely built bathroom handrail (textured plastic grip) securely mounted to the wall. It looks incredibly solid and trustworthy. Flat soft colors, clean flat outlines. No readable text.","Slow inspection push on the sturdy handrail. The grip remains immobile, emphasizing unmoving solidity and trustworthiness. Preserve the flat soft colors and clean flat outlines. (Silent video, no audio). No new readable text."
手すりにはいくつかの形があります。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A clear diagram showing three distinct handrail shapes mounted on a wall: a vertical bar, a horizontal bar, and an L-shaped bar. Neatly arranged for a checklist style explanation. Minimal clutter. No readable text.","Steady comparison parallax hold. The diagram of three handrail shapes maintains its clear checklist layout with a very slow, controlled push, keeping minimal clutter. (Silent video, no audio). No new readable text."
まず縦型は、立ち上がったり座ったりするときに使いやすい形です。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. An older Japanese person (visibly elderly, gray hair) securely holding a vertical handrail while standing up from a low bath stool. The vertical orientation perfectly supports the upward motion. Practical bathroom scene. No readable text.","Slow observational follow. The person uses the vertical handrail, exhibiting a small upward rising micro-motion, showing the firm support it provides. Preserve the exact character identity. (Silent video, no audio). No new readable text."
横型は、体を横に移動させるときに安定します。,Generate a retro-clean 2D illustrated lifestyle handbook scene. An older person holding a horizontal handrail while carefully stepping sideways toward the bathtub. The horizontal orientation supports horizontal movement perfectly. Clean flat outlines. No readable text.,"Slow observational follow. The person's hand slides slightly along the horizontal handrail as they perform a tiny sideways stepping micro-motion. Preserve the exact character identity and clean outlines. (Silent video, no audio). No new readable text."
エル字型は、縦と横の両方の動きに対応できるので、多くの場面で使われています。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A close-up of an L-shaped handrail in a bathroom, showing an older hand gripping the vertical part to stand, while another ghostly outlined hand grips the horizontal part, explaining how it supports multiple movements. Flat soft colors. No readable text.","Micro observation push. The physical hand on the vertical section grips tighter, while the ghostly hand outline on the horizontal section flashes or pulses very slowly. Preserve the flat soft colors. (Silent video, no audio). No new readable text."
取り付ける場所としては、浴槽の出入り口のあたりや、洗い場で立ち座りする場所がよく選ばれています。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A wide layout view of a Japanese bathroom, highlighting the two most common handrail locations: right next to the bathtub edge, and on the wall next to the washing area. Clean flat outlines, object clarity. No readable text.","Slow environment breathing pan horizontally. The wide view of the bathroom slowly emphasizes the location of the rail by the tub and the checking area. Preserve object clarity. (Silent video, no audio). No new readable text."
横型の手すりの高さは、床から80センチくらいがひとつの目安とされています。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. A simple diagram showing a horizontal handrail on a wall alongside a vertical tape measure, indicating a height of about 80 centimeters from the floor. A checkmark conveys this is a general guideline. Flat soft colors. No readable text.","Gentle inspection push on the diagram. The 80-centimeter measurement and checkmark show a subtle layer shift, ensuring it is read as a general guideline. Preserve flat soft colors. (Silent video, no audio). No new readable text."
ただ、これはあくまで一般的な目安です。,"Using the provided reference image(s) when available, generate a retro-clean 2D illustrated lifestyle handbook scene. Our Japanese senior host (visibly elderly, silver hair) in the living room, holding hands out in a balancing gesture, explaining that one size does not fit everyone. Keep the same character identity. No readable text.","Slow forward push. The subject performs a gentle balancing gesture with their hands, breathing calmly, explaining visually. Preserve the exact character identity and living room backdrop. (Silent video, no audio). No lip sync, no speech, no new readable text."
使う方の身長や体の状態によって、一番使いやすい位置は変わってきます。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. An older tall man and an older shorter woman (both visibly elderly, wrinkles, gray hair) standing next to each other, with lines showing that their optimal grabbing heights are different. Clear, simple diagram style. Flat soft colors. No readable text.","Steady comparison parallax hold. The diagram showing the tall man and short woman remains static on its lines, with just an infinitesimal push to maintain visual interest. Preserve flat soft colors. (Silent video, no audio). No new readable text."
ですので、取り付け位置を決めるときには、ケアマネジャーや専門の業者さんに相談されることをおすすめします。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. An older Japanese woman (visibly elderly, gray hair, gentle wrinkles) discussing plans with a care manager (wearing a neat office casual vest) who holds a clipboard, standing together in the hallway outside the bathroom. Practical Japanese home details. No readable text.","Slight pause and observe drift. The woman nods slowly in agreement, and the care manager adjusts their clipboard slightly. Preserve the exact character identity and hallway details. (Silent video, no audio). No lip sync, no new readable text."
実際に使う方に合わせて位置を調整してもらえるので、安心感が違いますよ。,"Generate a retro-clean 2D illustrated lifestyle handbook scene. The care manager and the older person are in the bathroom. The older person is pantomiming the motion of standing up, while the professional carefully marks the perfect custom height on the wall with tape. Warm, helpful mood. No readable text.","Slow observational follow. The older person lightly pantomimes a tiny standing motion, while the professional makes a precise micro-motion to place the tape on the wall. Preserve the warm, helpful mood. (Silent video, no audio). No lip sync, no new readable text."
