unit_index,i2v_mode,motion_strategy,recommended_duration_sec,prompt_video_veo3
52,first_frame_only,daily_action_follow,6,"Slow observational follow. The person's hand slides slightly along the horizontal handrail as they perform a tiny sideways stepping micro-motion. Preserve the exact character identity and clean outlines. (Silent video, no audio). No new readable text."
53,first_frame_only,object_in_use_micro,6,"Micro observation push. The physical hand on the vertical section grips tighter, while the ghostly hand outline on the horizontal section flashes or pulses very slowly. Preserve the flat soft colors. (Silent video, no audio). No new readable text."
54,first_frame_only,environment_breathing_pan,6,"Slow environment breathing pan horizontally. The wide view of the bathroom slowly emphasizes the location of the rail by the tub and the checking area. Preserve object clarity. (Silent video, no audio). No new readable text."
55,first_frame_only,object_inspection_push,4,"Gentle inspection push on the diagram. The 80-centimeter measurement and checkmark show a subtle layer shift, ensuring it is read as a general guideline. Preserve flat soft colors. (Silent video, no audio). No new readable text."
56,first_frame_only,host_gentle_push,6,"Slow forward push. The subject performs a gentle balancing gesture with their hands, breathing calmly, explaining visually. Preserve the exact character identity and living room backdrop. (Silent video, no audio). No lip sync, no speech, no new readable text."
57,first_frame_only,comparison_parallax_hold,8,"Steady comparison parallax hold. The diagram showing the tall man and short woman remains static on its lines, with just an infinitesimal push to maintain visual interest. Preserve flat soft colors. (Silent video, no audio). No new readable text."
58,first_frame_only,daily_pause_observe,6,"Slight pause and observe drift. The woman nods slowly in agreement, and the care manager adjusts their clipboard slightly. Preserve the exact character identity and hallway details. (Silent video, no audio). No lip sync, no new readable text."
59,first_frame_only,daily_action_follow,6,"Slow observational follow. The older person lightly pantomimes a tiny standing motion, while the professional makes a precise micro-motion to place the tape on the wall. Preserve the warm, helpful mood. (Silent video, no audio). No lip sync, no new readable text."
60,first_frame_only,object_in_use_micro,6,"Micro observation push. The small tool performs a tiny tapping micro-motion against the ceramic tiles, emphasizing material limits. Preserve the flat soft colors and wall texture. (Silent video, no audio). No new readable text."
61,first_frame_only,daily_action_follow,6,"Slow observational follow. The contractor performs a tiny, careful sliding or tapping micro-motion with the stud finder to check structural integrity. Preserve the professional factual tone. (Silent video, no audio). No new readable text."
62,first_frame_only,comparison_parallax_hold,8,"Steady comparison parallax hold. The split composition contrasts the struggling DIY person against the smooth, neat work of the professional contractor. Preserve the flat soft colors. (Silent video, no audio). No new readable text."
63,first_frame_only,object_inspection_push,4,"Slow inspection push on the insurance icon. The municipal document icon exhibits a tiny layer drift, feeling official but approachable. Preserve the visible text '介護保険' exactly as-is. (Silent video, no audio). No new readable text."
64,first_frame_only,host_gentle_push,6,"Slow, gentle forward push. The subject brings a finger to their chin in a thoughtful, smiling micro-motion, breathing softly. Preserve the exact character identity and warm earth tones. (Silent video, no audio). No lip sync, no speech, no new readable text."
65,first_frame_only,object_inspection_push,4,"Extremely slow inspection push. The title card graphic remains clear, with a very subtle glow or parallax drift on the thermometer gap elements. Preserve the visible text 'ポイント3' exactly as-is. (Silent video, no audio). No new readable text."
66,first_frame_only,environment_breathing_pan,6,"Slow environment breathing pan. The cold changing room setting is emphasized by drifting shadows or a very slow dolly. Preserve the cool blue tint and layout. (Silent video, no audio). No new readable text."
67,first_frame_only,process_signal_pulse,6,"Steady process signal pulse. The anatomical diagram shows a gentle pulsing micro-motion along the arrows from cold blue to hot red areas, representing blood pressure fluctuation. Preserve minimal clutter. (Silent video, no audio). No new readable text."
68,first_frame_only,daily_pause_observe,6,"Slight pause and observe drift. The man closes his eyes tightly and his hand presses lightly against his head, conveying a moment of sharp dizziness in the bathtub. Preserve the exact character identity and warm bathroom. (Silent video, no audio). No lipsync, no new readable text."
69,first_frame_only,object_inspection_push,4,"Slow inspection push on the graphic. The jagged caution symbol and contrasting thermometers exhibit a subtle layer shift or gentle pulse. Preserve the visible text 'ヒートショック' exactly as-is. (Silent video, no audio). No new readable text."
70,first_frame_only,host_gentle_push,6,"Serious but calm forward push. The subject maintains a very slow, reassuring head nod, breathing softly. Preserve the exact character identity and domestic living room. (Silent video, no audio). No lip sync, no speech, no new readable text."
71,first_frame_only,host_listening_drift,6,"Slow listening drift. The subject extends their hand in a soft offering micro-motion, transitioning to a positive mood. Preserve the exact character identity and flat soft colors. (Silent video, no audio). No lip sync, no speech, no new readable text."
72,first_frame_only,environment_observe_tilt,6,"Slow environment observe tilt. The small ceramic heater shows a very subtle static glow, its warm waves creating a tiny visual drift against the cold blue room. Preserve the clean flat outlines. (Silent video, no audio). No new readable text."
73,first_frame_only,comparison_reveal_shift,8,"Slow comparison reveal shift across the split composition. Emphasize the right side with its cozy yellow/warm tones filling the space, contrasting the frozen left side. Preserve minimal clutter. (Silent video, no audio). No new readable text."
74,first_frame_only,object_in_use_micro,6,"Micro observation push on the water flow. The shower streams heavily, causing warm steam to billow very slowly outward into the changing area. Preserve the flat soft colors. (Silent video, no audio). No new readable text."
75,first_frame_only,object_inspection_push,4,"Slow inspection push on the control panel. The digital numbers glow softly, emphasizing the safe limit setting. Preserve the visible text '41℃' exactly as-is. (Silent video, no audio). No new readable text."
76,first_frame_only,process_signal_pulse,6,"Steady process signal pulse. The abstract red bath and heart symbol convey a slow, deep glowing pulse, implying physical stress under the surface. Preserve the educational diagram layout. (Silent video, no audio). No new readable text."
77,first_frame_only,object_inspection_push,4,"Subtle inspection push. The digital numbers glow gently, and the smiley face icon provides a soft, assuring cue. Preserve the visible text '40℃' exactly as-is. (Silent video, no audio). No new readable text."
78,first_frame_only,process_layer_drift,6,"Subtle process layer drift on the analog timer. The highlighted 10-minute segment shifts slightly in focus, emphasizing the safe duration. Preserve the visible text '10分' exactly as-is. (Silent video, no audio). No new readable text."
79,first_frame_only,host_listening_drift,6,"Gentle lateral drift. The subject points mildly to the clock, holding a soft, aware expression with a slow blink. Preserve the exact character identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no new readable text."
80,first_frame_only,daily_action_follow,6,"Slow observational follow. The man leans slightly and makes a small waving or signaling micro-motion toward the adjacent room, displaying a cheerful domestic demeanor. Preserve the exact character identity. (Silent video, no audio). No lip sync, no new readable text."
81,first_frame_only,process_signal_pulse,6,"Subtle process signal pulse. The relationship diagram highlights the connection, with a very slow pulse on the speech bubble passing the message to the thumbs up. Preserve the clean flat outlines. (Silent video, no audio). No new readable text."
82,first_frame_only,daily_action_follow,6,"Slow observational follow. The woman performs a tiny tapping micro-motion on the clock or calendar, nodding to herself in commitment. Preserve the exact character identity and practical home layout. (Silent video, no audio). No lip sync, no new readable text."
83,first_frame_only,daily_pause_observe,6,"Slight pause and observe drift. The older person nods slowly, and the doctor performs a very small attentive micro-motion. Preserve the exact character identity and calming clinic atmosphere. (Silent video, no audio). No lip sync, no new readable text."
84,first_frame_only,object_in_use_micro,6,"Micro observation push on the desk. The doctor's hands perform a tiny sliding micro-motion, delivering the custom note to the patient's waiting hands. Preserve minimal clutter. (Silent video, no audio). No new readable text."
85,first_frame_only,host_gentle_push,6,"Slow, accomplished forward push. The subject holds up three fingers steadily, with a slow, confident blink and a summarizing expression. Preserve the exact character identity and living room. (Silent video, no audio). No lip sync, no speech, no new readable text."
86,first_frame_only,process_layer_drift,6,"Subtle process layer drift. The checklist graphic of the three points (foot, rail, thermometer) stays perfectly clear while receiving an infinitesimal parallax shift. Preserve the flat soft colors. (Silent video, no audio). No new readable text."
87,first_frame_only,host_listening_drift,6,"Gentle listening lateral drift. The subject performs a very slow, warm head shake, smiling reassuringly to convey ease. Preserve the exact character identity and wardrobe family. (Silent video, no audio). No lip sync, no speech, no new readable text."
88,first_frame_only,object_in_use_micro,6,"Micro observation push on the mat. The old hand makes a slow, final placing micro-motion, securing the bright mat to the floor. Preserve the flat soft colors and minimal clutter. (Silent video, no audio). No new readable text."
89,first_frame_only,object_in_use_micro,6,"Micro observation push on the rail. The older hand tightens its grasp very slightly, demonstrating a solid, reassuring grip. Preserve the clean flat outlines. (Silent video, no audio). No new readable text."
90,first_frame_only,environment_observe_tilt,6,"Slow environment observe tilt. The small heater glows softly, creating a feeling of warmth in the changing room setting. Preserve the warm earth tones. (Silent video, no audio). No new readable text."
91,first_frame_only,process_signal_pulse,6,"Steady process signal pulse. The puzzle pieces or small checkmarks slowly pulse or drift into place around the house silhouette, building a sense of security. Preserve the flat soft colors. (Silent video, no audio). No new readable text."
92,first_frame_only,comparison_parallax_hold,8,"Steady comparison parallax hold. The split composition contrasts the impossible mountain of framing on the left against the simple right-hand adjustments. Preserve the object clarity. (Silent video, no audio). No new readable text."
93,first_frame_only,host_gentle_push,6,"Slow forward push. The subject points to the single symbolic step with a small, steadying micro-motion, projecting vast reassurance. Preserve the exact character identity. (Silent video, no audio). No lip sync, no speech, no new readable text."
94,first_frame_only,daily_pause_observe,6,"Slight pause and observe drift. The older person slowly turns a page or stares deeply at the catalog, exhaling slightly with a puzzled look. Preserve the exact character identity and warm domestic setting. (Silent video, no audio). No lip sync, no new readable text."
95,first_frame_only,host_listening_drift,6,"Slow listening drift. The subject leans forward infinitesimally with an extremely reassuring, guiding expression. Preserve the exact character identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no new readable text."
96,first_frame_only,environment_breathing_pan,6,"Slow environment breathing pan outside the building. The scene remains welcoming and cleanly lit, with a very subtle dolly motion. Preserve the visible text '地域包括支援センター' exactly as-is. (Silent video, no audio). No new readable text."
97,first_frame_only,object_in_use_micro,6,"Micro observation push on the telephone. The weathered hand performs a tiny dialing or holding micro-motion. The speech bubble shows a tiny layer shift. Preserve the clean flat outlines. (Silent video, no audio). No new readable text."
98,first_frame_only,daily_pause_observe,6,"Slight pause and observe drift. The older person nods, chuckling or smiling softly, while the care manager responds casually. Preserve the exact character identity and casual, trusting living room scene. (Silent video, no audio). No lip sync, no new readable text."
99,first_frame_only,object_inspection_push,4,"Slow inspection push on the insurance booklet. The graphic maintains its friendly official feel, with a subtle parallax drift on the checked icon. Preserve the visible text '要介護' exactly as-is. (Silent video, no audio). No new readable text."
100,first_frame_only,comparison_reveal_shift,8,"Slow comparison reveal shift across the split composition. Both the handrail and the slip-resistant floor are emphasized equally by a subtle layer push. Preserve the object clarity. (Silent video, no audio). No new readable text."
101,first_frame_only,process_layer_drift,6,"Subtle process layer drift. The financial infographic emphasizes the tiny pie fraction slowly, showing low out-of-pocket costs. Preserve the visible text '20万円' exactly as-is. (Silent video, no audio). No new readable text."
102,first_frame_only,object_inspection_push,4,"Gentle inspection push on the ward office icon. The magnifying glass over the counter undergoes an infinitesimal hover or pulse. Preserve the visible text '市町村' exactly as-is. (Silent video, no audio). No new readable text."
103,first_frame_only,host_gentle_push,6,"Slow, serious forward push. The subject holds one finger up rigidly, expressing a sudden, important warning while still breathing softly. Preserve the exact character identity. (Silent video, no audio). No lip sync, no speech, no new readable text."
104,first_frame_only,process_signal_pulse,6,"Steady process signal pulse. The three sequence steps highlight step 1 (the document application) with a slow pulsing red circle, demanding attention. Preserve the clean flat outlines. (Silent video, no audio). No new readable text."
105,first_frame_only,comparison_parallax_hold,8,"Steady comparison parallax hold. The split composition powerfully contrasts the wrong order (red cross out) versus the correct order (green circle), with a very slow push. Preserve the flat soft colors. (Silent video, no audio). No new readable text."
106,first_frame_only,daily_action_follow,6,"Slow observational follow. The person performs a tiny page flipping or reading micro-motion while looking at the local subsidy pamphlet. Preserve the exact character identity and minimal clutter. (Silent video, no audio). No new readable text."
107,first_frame_only,daily_pause_observe,6,"Slight pause and observe drift. The person extends a hand slightly to receive the pamphlet, catching the clerk's friendly smile in a shared moment of initiating consultation. Preserve the exact character identity. (Silent video, no audio). No lip sync, no new readable text."
108,first_frame_only,host_listening_drift,6,"Gentle listening drift. The subject holds up three fingers in a soft, summarizing hold, blinking slowly with a deeply warm smile. Preserve the exact character identity. (Silent video, no audio). No lip sync, no speech, no new readable text."
109,first_frame_only,process_layer_drift,6,"Subtle process layer drift. The three summary icons perfectly arranged together shift gently against the background to cement the final lesson. Preserve the flat soft colors. (Silent video, no audio). No new readable text."
110,first_frame_only,comparison_parallax_hold,8,"Steady comparison parallax hold. The visual metaphor contrasting the impossible mountain with the single slotted puzzle piece shifts slowly. Reemphasize the tiny manageable step. Preserve object clarity. (Silent video, no audio). No new readable text."
111,first_frame_only,object_in_use_micro,6,"Micro observation push on the calendar. The old hand finishes drawing a slow circle around the future date, indicating no rush. Preserve the flat soft colors and practical details. (Silent video, no audio). No new readable text."
112,first_frame_only,host_gentle_push,8,"Slow, extremely calm forward push. The subject presses their palms downward in a 'relax' micro-motion, taking a soft, reassuring breath. Preserve the exact character identity and mood of total reassurance. (Silent video, no audio). No lip sync, no speech, no new readable text."
113,first_frame_only,object_in_use_micro,6,"Micro observation push on the windowsill. The old hand slowly and deliberately releases the small houseplant pot, bringing a sense of gradual, steady order to the scene. Preserve the warm earth tones. (Silent video, no audio). No new readable text."
114,first_frame_only,daily_pause_observe,8,"Slight pause and observe drift. The person sinks infinitesimally deeper into the warm bath, exhibiting a tiny sighing or relaxing micro-motion, conveying utter peace. Steam drifts gently upwards. Preserve the exact character identity. (Silent video, no audio). No new readable text."
115,first_frame_only,host_gentle_push,8,"Slow, welcoming forward push. The subject waves gently with a slow, reassuring micro-motion and a deep, trustworthy smile. Preserve the exact character identity and warm domestic living room. (Silent video, no audio). No lip sync, no speech, no new readable text."
