unit_index,scene_group_id,scene_archetype,host_usage,visible_text_policy,visible_text_exact,prompt_mode,prompt_img_nano
12,SG02_data_indoor_heat,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A clean symbolic composition: a simplified house cross-section with a warm glow inside, and a small proportion indicator (roughly 40 percent) highlighted, showing that the house interior is the most common location. Flat soft colors, warm earth tones, clean flat outlines, minimal clutter. No readable text. Avoid infographic overload."
13,SG02_data_indoor_heat,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, wrinkles, slightly weathered face, comfortable summer indoor clothing) sitting in her Japanese apartment living room on a warm day, subtle heat shimmer lines near the ceiling, looking calm but unaware of the indoor heat. Soft summer daylight, flat soft colors, warm earth tones. No readable text. Avoid speech pose, avoid youth drift, avoid clutter."
14,SG03_why_unaware,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A gentle symbolic diagram: a simplified human body silhouette with small sensor-like dots on the skin, some dimmed to suggest reduced heat sensitivity. Clean, minimal, warm earth tones, flat soft colors, low saturation. No readable text. Avoid medical-proof imagery, avoid infographic overload, avoid clutter."
15,SG03_why_unaware,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, gentle wrinkles, relaxed mature posture, light summer indoor clothing) sitting calmly in a Japanese living room reading a magazine, while a wall-mounted thermometer nearby shows a high reading she has not noticed. Soft warm daylight, flat soft colors, warm earth tones, object clarity. No readable text. Avoid speech pose, avoid youth drift."
16,SG03_why_unaware,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, wrinkles, comfortable indoor clothing) looking at a wall-mounted air conditioner unit with a hesitant expression, one hand slightly raised but not pressing the remote. Japanese apartment living room, summer daylight, flat soft colors, warm earth tones. No readable text. Avoid speech pose, avoid youth drift, avoid clutter."
17,SG03_why_unaware,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. The same visibly elderly Japanese woman (silver-gray hair, gentle wrinkles, relaxed posture) with a gentle understanding expression, lightly nodding in her tidy Japanese living room. Same character identity and wardrobe family. Warm summer daylight, flat soft colors, warm earth tones. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid clutter."
18,SG03_why_unaware,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A simplified cross-section of a Japanese apartment room with subtle red-orange heat gradient rising from floor to ceiling, a small thermometer icon showing a high reading, and a caution symbol. Clean flat outlines, warm earth tones with warm accent on the heat zone, low saturation elsewhere. No readable text. Avoid infographic overload, avoid clutter."
19,SG03_why_unaware,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A Japanese apartment window scene showing the transition from rainy season (tsuyu) to bright summer — left side with rain droplets on glass, right side with strong sunlight. Clean flat outlines, warm earth tones, selective blue-gray accent on rain side and warm orange accent on sun side. No readable text. Avoid clutter, avoid photorealistic drift."
20,SG03_why_unaware,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A gentle symbolic timeline showing a human body silhouette gradually adapting to warmth over several days — left side shows discomfort cues (wavy lines), right side shows settled calm. Clean flat outlines, warm earth tones, flat soft colors, minimal clutter. No readable text. Avoid infographic overload, avoid medical-proof imagery."
21,SG04_point1_temp_humidity,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A bright, cleanly composed Japanese apartment living room scene with a wall-mounted air conditioner, a small digital thermometer-hygrometer on a shelf, and a window with light curtains letting in summer daylight. Warm earth tones, flat soft colors, object clarity, minimal clutter, checklist-friendly layout. No readable text. Avoid photorealistic drift."
22,SG04_point1_temp_humidity,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A close-up of a small digital room thermometer-hygrometer sitting on a wooden shelf in a Japanese apartment, the display area visible but with no readable numbers — only a gentle green zone indicator suggesting a comfortable range. Clean flat outlines, object clarity, warm earth tones, selective green accent. No readable text. Avoid clutter."
23,SG04_point1_temp_humidity,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A close-up of a Japanese wall-mounted air conditioner unit with a small remote control resting on a side table nearby. A subtle distinction arrow or visual cue showing the difference between the remote setting and the actual room temperature concept. Clean flat outlines, object clarity, warm earth tones, flat soft colors. No readable text. Avoid infographic overload."
24,SG04_point1_temp_humidity,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A small digital thermometer-hygrometer on a Japanese apartment shelf, with a subtle visual indicator showing the actual room temperature may differ from the AC setting — a gentle mismatch cue between the AC unit in the background and the thermometer reading. Clean flat outlines, warm earth tones, object clarity. No readable text. Avoid clutter."
25,SG04_point1_temp_humidity,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. The same visibly elderly Japanese woman (silver-gray hair, gentle wrinkles, relaxed posture, comfortable summer indoor clothing) adjusting her air conditioner remote with a calm, reassured expression in her Japanese living room. Same character identity and wardrobe. Soft summer daylight, warm earth tones. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid clutter."
26,SG04_point1_temp_humidity,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A close-up of a compact hygrometer device on a wooden shelf, with a subtle color-zone indicator showing the comfortable humidity range (green zone) and an uncomfortable high zone (warm orange). Clean flat outlines, object clarity, warm earth tones, selective accent colors. No readable text. Avoid infographic overload."
27,SG04_point1_temp_humidity,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A clean symbolic comparison: on the left a comfortable humidity zone shown with a calm blue-green tone and a relaxed body silhouette; on the right a high-humidity zone shown with a warm orange tone, moisture droplets, and a slightly uncomfortable body silhouette. Split composition, clean flat outlines, warm earth tones. No readable text. Avoid infographic overload."
28,SG04_point1_temp_humidity,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A close-up of a small, inexpensive round thermometer-hygrometer — the kind found at a 100-yen shop — sitting on a low Japanese shelf beside a glass of barley tea. Object clarity, clean flat outlines, warm earth tones, flat soft colors. No readable text. Avoid clutter, avoid photorealistic drift."
29,SG04_point1_temp_humidity,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, wrinkles, comfortable indoor clothing) browsing a shelf at a Japanese home center or 100-yen shop, looking at small thermometer-hygrometer products. Ordinary Japanese store interior, flat soft colors, warm earth tones, clean flat outlines, object clarity. No readable text. Avoid youth drift, avoid speech pose."
30,SG05_ac_tips,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A wall-mounted Japanese air conditioner unit shown prominently in a tidy Japanese living room, depicted as a protective tool — with a gentle warm glow or subtle shield-like aura around it. Clean flat outlines, warm earth tones, flat soft colors, object clarity. No readable text. Avoid photorealistic drift, avoid clutter."
31,SG05_ac_tips,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. The same visibly elderly Japanese woman (silver-gray hair, gentle wrinkles, comfortable summer clothing) sitting comfortably in her Japanese living room with the air conditioner running, looking relaxed and reassured. Same character identity and wardrobe family. Warm earth tones, soft summer daylight. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid clutter."
32,SG05_ac_tips,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, wrinkles, comfortable casual outfit, handbag in hand) stepping toward the genkan entryway of her Japanese apartment to go out briefly, with the air conditioner still running in the background room. Clean flat outlines, warm earth tones, flat soft colors, object clarity. No readable text. Avoid youth drift, avoid speech pose."
33,SG05_ac_tips,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A Japanese wall-mounted air conditioner with airflow direction arrows pointing toward the wall and ceiling instead of directly downward, showing indirect air circulation in a tidy Japanese living room. Clean flat outlines, warm earth tones, flat soft colors, object clarity. No readable text. Avoid clutter, avoid photorealistic drift."
34,SG05_ac_tips,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A Japanese living room scene showing a wall-mounted air conditioner working together with a small floor-standing circulator fan, gentle airflow arrows indicating combined circulation. Clean flat outlines, object clarity, warm earth tones, flat soft colors, minimal clutter. No readable text. Avoid photorealistic drift."
35,SG05_ac_tips,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A Japanese bedroom at night — a futon laid on tatami, a small bedside thermometer-hygrometer on a low shelf, and a dimly lit room with a quietly running air conditioner. Calm nighttime tones with warm earth base, clean flat outlines, object clarity. No readable text. Avoid clutter, avoid photorealistic drift."
36,SG06_window_shading,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A Japanese apartment window from the exterior side, with a traditional bamboo sudare blind hanging outside the window frame, blocking direct sunlight. Clean flat outlines, warm earth tones with selective warm-orange sunlight accent, object clarity. No readable text. Avoid clutter, avoid photorealistic drift."
37,SG06_window_shading,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A Japanese apartment window with a yoshizu reed screen leaning against the outside, casting a cool shadow into the interior. Summer daylight, warm earth tones, flat soft colors, clean flat outlines, object clarity. No readable text. Avoid random English signage, avoid clutter."
38,SG06_window_shading,comparison_pair,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A split composition comparing two window treatments: on the left, interior curtains alone with some heat still entering; on the right, an exterior sudare blind blocking heat more effectively with a cooler interior shade. Clean flat outlines, warm earth tones, selective accent showing temperature difference. No readable text. Avoid infographic overload."
39,SG06_window_shading,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A calm Japanese apartment scene with a window partially open, a gentle breeze suggested by a lightly swaying curtain. Transition to the ventilation topic. Soft morning or evening light, warm earth tones, flat soft colors, minimal clutter. No readable text. Avoid photorealistic drift."
40,SG06_window_shading,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, wrinkles, comfortable indoor clothing) opening a window in her Japanese apartment during early morning, fresh cool air entering indicated by gentle blue-toned airflow lines. Soft morning light, warm earth tones, flat soft colors, clean flat outlines. No readable text. Avoid youth drift, avoid speech pose."
41,SG06_window_shading,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A Japanese apartment living room during daytime with windows firmly closed and curtains drawn, keeping cool air sealed inside. Bright sunlight visible outside through curtain edges, interior remains cool-toned. Clean flat outlines, warm earth tones with cool interior accent, object clarity. No readable text. Avoid clutter."
42,SG07_hydration,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A transition scene: a Japanese kitchen counter with a glass pitcher of barley tea, a clean glass, and a small tray — introducing the hydration topic. Soft summer daylight from a nearby window, warm earth tones, flat soft colors, object clarity, minimal clutter. No readable text. Avoid photorealistic drift."
43,SG07_hydration,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A gentle symbolic diagram: a simplified elderly body silhouette with a throat area highlighted, showing diminished thirst sensation — the throat sensor dimmed while the body's internal water level is already low. Clean flat outlines, warm earth tones, low saturation, minimal clutter. No readable text. Avoid medical-proof imagery, avoid infographic overload."
44,SG07_hydration,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A symbolic comparison: a thought bubble showing a calm expression (not feeling thirsty yet) beside a simplified body silhouette already showing reduced water level. Clean flat outlines, warm earth tones, flat soft colors, minimal composition. No readable text. Avoid infographic overload, avoid medical-proof imagery."
45,SG07_hydration,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A warm domestic scene: a glass of water being poured before feeling thirsty, with a small clock icon suggesting proactive timing. Japanese kitchen or dining table setting, clean flat outlines, warm earth tones, object clarity. No readable text. Avoid clutter, avoid photorealistic drift."
46,SG07_hydration,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A neat row of 5 to 7 glasses of water or barley tea arranged on a Japanese kitchen counter, representing the daily target intake visually. Clean flat outlines, object clarity, warm earth tones, flat soft colors, checklist-friendly layout. No readable text. Avoid infographic overload."
47,SG07_hydration,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A single standard Japanese drinking glass shown in close-up with a subtle size reference, representing approximately 200ml. Clean flat outlines, object clarity, warm earth tones, flat soft colors. No readable text. Avoid clutter, avoid photorealistic drift."
48,SG07_hydration,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A daily timeline strip showing key moments for drinking water: waking up (sunrise icon), mealtime (rice bowl), bath time (ofuro icon), bedtime (moon icon) — each paired with a small glass of water. Clean flat outlines, warm earth tones, flat soft colors, checklist-friendly horizontal layout. No readable text. Avoid infographic overload."
49,SG07_hydration,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A nighttime Japanese bedroom scene: a visibly elderly Japanese woman (silver-gray hair, wrinkles, comfortable sleepwear) sitting on the edge of her futon, calmly holding a small glass of water before sleep. Dim warm lighting, tatami floor, clean flat outlines, warm earth tones. No readable text. Avoid youth drift, avoid speech pose."
50,SG08_drink_choices,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A close-up of a Japanese teapot of mugicha (barley tea) and a clear glass of water on a Japanese kitchen tray, with a clean and inviting arrangement. Object clarity, clean flat outlines, warm earth tones, flat soft colors. No readable text. Avoid random English labels, avoid clutter."
51,SG08_drink_choices,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A small bottle or packet of oral rehydration solution (ORS) placed on a Japanese kitchen counter beside a towel, suggesting use after heavy sweating. Object clarity, clean flat outlines, warm earth tones, flat soft colors. No readable text. Avoid random English labels, avoid medical-proof imagery."
52,SG08_drink_choices,comparison_pair,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A split comparison: on the left, a coffee cup and a sake bottle with a subtle caution indicator (small downward arrow); on the right, a glass of water and a cup of barley tea with a gentle positive indicator (small upward arrow). Clean flat outlines, warm earth tones, flat soft colors, object clarity. No readable text. Avoid infographic overload."
53,SG08_drink_choices,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A Japanese dining table set with a simple meal — a bowl of miso soup, a small plate of sliced fruit, and a cup of mugicha, showing food as a hydration source. Warm domestic scene, clean flat outlines, warm earth tones, flat soft colors, object clarity. No readable text. Avoid clutter."
54,SG08_drink_choices,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A close-up of a Japanese meal tray with a bowl of miso soup, a small dish of watermelon slices, and a cup of jelly dessert — all representing water-rich foods. Object clarity, clean flat outlines, warm earth tones, flat soft colors. No readable text. Avoid clutter, avoid photorealistic drift."
55,SG08_drink_choices,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A cozy Japanese living room side table with a small water bottle and a glass placed within easy arm's reach of a sofa, suggesting the habit of keeping drinks nearby. Warm earth tones, flat soft colors, clean flat outlines, object clarity. No readable text. Avoid clutter."
56,SG08_drink_choices,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, wrinkles, comfortable clothing) sitting at a Japanese clinic consultation desk across from a doctor figure (white coat, stethoscope), discussing water intake. Calm, supportive atmosphere, warm earth tones, clean flat outlines. No readable text. Avoid youth drift, avoid speech pose, avoid overdramatic medical imagery."
57,SG08_drink_choices,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. The same visibly elderly Japanese woman (silver-gray hair, gentle wrinkles, relaxed posture, comfortable summer clothing) with a gentle reassuring expression, lightly placing one hand over her heart in her Japanese living room. Same character identity and wardrobe family. Warm earth tones, soft summer daylight. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid clutter."
58,SG09_body_signs,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A transition scene: a bright summer Japanese apartment interior with strong daylight through the window and visible heat shimmer, introducing the body warning signs section. Warm earth tones with warm-orange sunlight accent, flat soft colors, clean flat outlines, minimal clutter. No readable text. Avoid photorealistic drift."
59,SG09_body_signs,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A symbolic scene: a simplified elderly body silhouette with small alert indicators at various points (head, stomach, legs) representing the body sending warning signals in summer heat. Clean flat outlines, warm earth tones, selective warm-orange alert accents, minimal clutter. No readable text. Avoid medical-proof imagery, avoid infographic overload."
60,SG09_body_signs,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A gentle symbolic diagram: an elderly body silhouette with dimmed sensor dots, showing that heat stress signals can go unnoticed by the person experiencing them. Clean flat outlines, warm earth tones, low saturation, muted alert indicators. No readable text. Avoid medical-proof imagery, avoid infographic overload."
61,SG09_body_signs,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. The same visibly elderly Japanese woman (silver-gray hair, gentle wrinkles, relaxed posture) with a thoughtful, slightly concerned but calm expression, lightly touching her chin in her Japanese living room. Same character identity and wardrobe family. Warm earth tones, soft summer daylight. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid clutter."
62,SG10_symptom_list,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, wrinkles, comfortable indoor clothing) standing in her Japanese apartment, lightly touching her forehead with one hand, experiencing mild dizziness — subtle dizzy-star indicators near her head. Warm earth tones, flat soft colors, clean flat outlines. No readable text. Avoid youth drift, avoid overdramatic expression."
63,SG10_symptom_list,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, wrinkles, comfortable indoor clothing) sitting on a Japanese sofa, shoulders slightly slumped, looking fatigued with heavy limbs — a subtle low-energy aura. Warm earth tones, flat soft colors, clean flat outlines. No readable text. Avoid youth drift, avoid overdramatic expression."
64,SG10_symptom_list,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, wrinkles, comfortable indoor clothing) sitting on the edge of her futon, reaching down to gently hold her calf muscle, experiencing a leg cramp. Japanese bedroom, tatami floor, warm earth tones, flat soft colors, clean flat outlines. No readable text. Avoid youth drift, avoid overdramatic expression."
65,SG10_symptom_list,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, wrinkles, comfortable indoor clothing) sitting at a Japanese dining table, lightly pressing one hand to her temple with a mild headache and faint nausea expression. Warm earth tones, flat soft colors, clean flat outlines. No readable text. Avoid youth drift, avoid overdramatic expression."
66,SG10_symptom_list,comparison_pair,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A split comparison: on the left, a simplified body silhouette with visible sweat droplets (excessive sweating); on the right, the same silhouette with completely dry skin and a small caution symbol (no sweating at all). Both shown as warning signs. Clean flat outlines, warm earth tones, selective alert accents. No readable text. Avoid medical-proof imagery."
67,SG10_symptom_list,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A gentle symbolic summary: a simplified elderly body silhouette with multiple small alert signals (head, limbs, stomach, skin) all gently highlighted, representing the body communicating heat overload. Clean flat outlines, warm earth tones, selective warm-orange accents, minimal clutter. No readable text. Avoid medical-proof imagery."
68,SG11_first_aid,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, wrinkles, comfortable indoor clothing) moving from a warm sunny room toward a cooler shaded area of her Japanese apartment — one foot stepping toward the air-conditioned room. Warm-to-cool color gradient transition, clean flat outlines, warm earth tones. No readable text. Avoid youth drift, avoid speech pose."
69,SG11_first_aid,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A close-up of cooling supplies: a small ice pack wrapped in a thin towel and a damp washcloth, placed near the neck and underarm area of a simplified body silhouette showing optimal cooling points. Object clarity, clean flat outlines, warm earth tones with cool blue accent. No readable text. Avoid medical-proof imagery, avoid clutter."
70,SG11_first_aid,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, wrinkles, comfortable indoor clothing) sitting in a cool Japanese room, slowly sipping water from a small glass with a calm, careful expression. Warm earth tones, flat soft colors, clean flat outlines. No readable text. Avoid youth drift, avoid speech pose."
71,SG11_first_aid,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. The same visibly elderly Japanese woman (silver-gray hair, gentle wrinkles, relaxed posture, comfortable summer clothing) with a calm but earnest expression, gently raising one hand in a gentle stop gesture in her Japanese living room. Same character identity and wardrobe family. Warm earth tones, soft summer daylight. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid clutter."
