script_text,prompt_img_nano,prompt_video_veo3
そのうち、65歳以上の方が全体の57パーセント以上を占めています。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A symbolic pie-chart-like composition with the larger segment (roughly 57 percent) subtly highlighted with a warm accent, containing small simplified silhouettes of elderly people (gray hair, slightly stooped posture). Clean flat outlines, warm earth tones, low saturation, minimal clutter. No readable text. Avoid infographic overload.","Gentle push. The larger pie segment pulses softly with a warm accent. The small elderly silhouettes within shift with a faint breathing parallax. Preserve the symbolic data layout. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
さらに気になるのが、搬送された方のおよそ4割が、発生場所として住居だったことです。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A clean symbolic composition: a simplified house cross-section with a warm glow inside, and a small proportion indicator (roughly 40 percent) highlighted, showing that the house interior is the most common location. Flat soft colors, warm earth tones, clean flat outlines, minimal clutter. No readable text. Avoid infographic overload.","Slow push toward the house cross-section. The interior warm glow pulses gently, and the proportion indicator brightens subtly. Preserve the clean symbolic composition. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
つまり、外ではなく、おうちの中で暑さにやられてしまう方がいちばん多いということです。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, wrinkles, slightly weathered face, comfortable summer indoor clothing) sitting in her Japanese apartment living room on a warm day, subtle heat shimmer lines near the ceiling, looking calm but unaware of the indoor heat. Soft summer daylight, flat soft colors, warm earth tones. No readable text. Avoid speech pose, avoid youth drift, avoid clutter.","Gentle slow push. The woman shifts slightly in her seat. Heat shimmer lines near the ceiling drift slowly upward. Summer daylight on the wall shifts faintly. Preserve the calm domestic mood and exact character identity. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
なぜ室内で暑さに気づきにくいかというと、年齢とともに、暑さを感じる力がすこし弱くなることがあるからです。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A gentle symbolic diagram: a simplified human body silhouette with small sensor-like dots on the skin, some dimmed to suggest reduced heat sensitivity. Clean, minimal, warm earth tones, flat soft colors, low saturation. No readable text. Avoid medical-proof imagery, avoid infographic overload, avoid clutter.","Gentle layered parallax drift. The dimmed sensor dots on the body silhouette pulse faintly — some brightening, some staying dim. Preserve the clean symbolic diagram and warm tones. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
実際には部屋の温度がかなり上がっていても、まだ大丈夫かなと思ったまま過ごしてしまうことがあります。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, gentle wrinkles, relaxed mature posture, light summer indoor clothing) sitting calmly in a Japanese living room reading a magazine, while a wall-mounted thermometer nearby shows a high reading she has not noticed. Soft warm daylight, flat soft colors, warm earth tones, object clarity. No readable text. Avoid speech pose, avoid youth drift.","Gentle push. The woman turns a magazine page slowly. The wall thermometer display catches a faint light shift. Preserve the warm domestic mood and exact character identity. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
エアコンについても、電気代がもったいないとか、風が苦手と感じて、つけるのをためらう方が少なくありません。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, wrinkles, comfortable indoor clothing) looking at a wall-mounted air conditioner unit with a hesitant expression, one hand slightly raised but not pressing the remote. Japanese apartment living room, summer daylight, flat soft colors, warm earth tones. No readable text. Avoid speech pose, avoid youth drift, avoid clutter.","Gentle push. The woman's raised hand hesitates slightly, fingers twitching near the AC remote. Her expression remains uncertain. Preserve the domestic setting and exact character identity. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
その気持ちは、とてもよく分かります。,"Using the provided reference image(s), generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. The same visibly elderly Japanese woman (silver-gray hair, gentle wrinkles, relaxed posture) with a gentle understanding expression, lightly nodding in her tidy Japanese living room. Same character identity and wardrobe family. Warm summer daylight, flat soft colors, warm earth tones. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid clutter.","Slow lateral drift. The woman nods gently, her shoulders rising and falling with a calm breath. Soft daylight shifts on the wall behind her. Preserve the understanding mood, the exact character identity, and existing appearance. (Silent video, no audio). No lip sync, no speech, no direct-to-camera address, no new readable text, no ambient audio."
ただ、室内の温度が上がったまま過ごし続けるのは、思っている以上にリスクがあります。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A simplified cross-section of a Japanese apartment room with subtle red-orange heat gradient rising from floor to ceiling, a small thermometer icon showing a high reading, and a caution symbol. Clean flat outlines, warm earth tones with warm accent on the heat zone, low saturation elsewhere. No readable text. Avoid infographic overload, avoid clutter.","Slow push. The heat gradient intensifies subtly from floor to ceiling — the warm-orange zone pulses gently upward. The thermometer icon brightens with a faint alert glow. Preserve the cross-section layout. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
とくに梅雨明けの時期は、体がまだ暑さに慣れていないので、注意が必要です。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A Japanese apartment window scene showing the transition from rainy season (tsuyu) to bright summer — left side with rain droplets on glass, right side with strong sunlight. Clean flat outlines, warm earth tones, selective blue-gray accent on rain side and warm orange accent on sun side. No readable text. Avoid clutter, avoid photorealistic drift.","Gentle lateral drift from the rainy left side to the sunny right side. Rain droplets on glass glisten faintly, while sunlight on the right pulses with growing warmth. Preserve the seasonal transition composition. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
暑さに体が順応するまでには、すこし時間がかかります。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A gentle symbolic timeline showing a human body silhouette gradually adapting to warmth over several days — left side shows discomfort cues (wavy lines), right side shows settled calm. Clean flat outlines, warm earth tones, flat soft colors, minimal clutter. No readable text. Avoid infographic overload, avoid medical-proof imagery.","Slow parallax drift from left to right along the timeline. The discomfort wavy lines on the left pulse and gradually settle toward the calm right side. Preserve the symbolic adaptation diagram. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
では、ひとつめのポイントです。部屋の温度と湿度について見ていきましょう。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A bright, cleanly composed Japanese apartment living room scene with a wall-mounted air conditioner, a small digital thermometer-hygrometer on a shelf, and a window with light curtains letting in summer daylight. Warm earth tones, flat soft colors, object clarity, minimal clutter, checklist-friendly layout. No readable text. Avoid photorealistic drift.","Slow breathing pan across the living room. Summer daylight through the curtains shifts gently. The AC unit and thermometer on the shelf catch subtle light changes. Preserve the clean domestic scene. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
環境省では、室温の目安として、およそ28度以下が挙げられています。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A close-up of a small digital room thermometer-hygrometer sitting on a wooden shelf in a Japanese apartment, the display area visible but with no readable numbers — only a gentle green zone indicator suggesting a comfortable range. Clean flat outlines, object clarity, warm earth tones, selective green accent. No readable text. Avoid clutter.","Gentle inspection push toward the thermometer-hygrometer. The green zone indicator pulses with a faint reassuring glow. Light shifts subtly on the wooden shelf surface. Preserve object clarity and warm tones. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
ただし、これはエアコンの設定温度のことではありません。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A close-up of a Japanese wall-mounted air conditioner unit with a small remote control resting on a side table nearby. A subtle distinction arrow or visual cue showing the difference between the remote setting and the actual room temperature concept. Clean flat outlines, object clarity, warm earth tones, flat soft colors. No readable text. Avoid infographic overload.","Slow push toward the AC unit and remote. The visual distinction cue between setting and actual temperature pulses gently. Preserve the explanatory composition. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
お部屋の実際の温度のことですので、設定を28度にしても、部屋が28度になるとは限りません。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A small digital thermometer-hygrometer on a Japanese apartment shelf, with a subtle visual indicator showing the actual room temperature may differ from the AC setting — a gentle mismatch cue between the AC unit in the background and the thermometer reading. Clean flat outlines, warm earth tones, object clarity. No readable text. Avoid clutter.","Gentle push between the thermometer on the shelf and the AC unit in background. A subtle visual mismatch cue pulses softly. Light shifts on the shelf. Preserve the explanatory domestic scene. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
あくまで目安ですので、体調に合わせて、もうすこし下げても構いません。,"Using the provided reference image(s), generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. The same visibly elderly Japanese woman (silver-gray hair, gentle wrinkles, relaxed posture, comfortable summer indoor clothing) adjusting her air conditioner remote with a calm, reassured expression in her Japanese living room. Same character identity and wardrobe. Soft summer daylight, warm earth tones. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid clutter.","Gentle slow push. The woman presses the AC remote with a calm thumb motion, then lowers her hand. Her expression relaxes slightly. Preserve the reassured mood, exact character identity, and existing appearance. (Silent video, no audio). No lip sync, no speech, no direct-to-camera address, no new readable text, no ambient audio."
湿度も大事です。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A close-up of a compact hygrometer device on a wooden shelf, with a subtle color-zone indicator showing the comfortable humidity range (green zone) and an uncomfortable high zone (warm orange). Clean flat outlines, object clarity, warm earth tones, selective accent colors. No readable text. Avoid infographic overload.","Slow inspection push toward the hygrometer. The color-zone indicator shifts subtly between green and orange zones. Light moves gently across the shelf surface. Preserve object clarity. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
40パーセントから60パーセントくらいが快適とされています。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A clean symbolic comparison: on the left a comfortable humidity zone shown with a calm blue-green tone and a relaxed body silhouette; on the right a high-humidity zone shown with a warm orange tone, moisture droplets, and a slightly uncomfortable body silhouette. Split composition, clean flat outlines, warm earth tones. No readable text. Avoid infographic overload.","Controlled lateral parallax between the two humidity zones. The comfortable side breathes gently while the high-humidity side shows faint moisture droplet drift. Preserve the split comparison composition. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
ただし、湿度が80パーセントを超えると、温度が28度以下でも体に負担がかかりやすくなります。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A close-up of a small, inexpensive round thermometer-hygrometer — the kind found at a 100-yen shop — sitting on a low Japanese shelf beside a glass of barley tea. Object clarity, clean flat outlines, warm earth tones, flat soft colors. No readable text. Avoid clutter, avoid photorealistic drift.","Gentle push toward the round thermometer-hygrometer. Light reflects softly off its surface. The barley tea glass beside it shows a faint condensation shimmer. Preserve object clarity and warm domestic tones. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
こうした数値を感覚だけで判断するのはむずかしいので、温湿度計をひとつ置いておくのがおすすめです。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, wrinkles, comfortable indoor clothing) browsing a shelf at a Japanese home center or 100-yen shop, looking at small thermometer-hygrometer products. Ordinary Japanese store interior, flat soft colors, warm earth tones, clean flat outlines, object clarity. No readable text. Avoid youth drift, avoid speech pose.","Gentle observational follow. The woman reaches toward a shelf product, her fingers hovering near a small thermometer box. Store lighting shifts subtly. Preserve the everyday shopping mood and exact character identity. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
百円ショップやホームセンターで手に入る、小さなものでも十分です。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A wall-mounted Japanese air conditioner unit shown prominently in a tidy Japanese living room, depicted as a protective tool — with a gentle warm glow or subtle shield-like aura around it. Clean flat outlines, warm earth tones, flat soft colors, object clarity. No readable text. Avoid photorealistic drift, avoid clutter.","Slow push toward the AC unit. The warm protective glow or shield aura pulses gently with a breathing rhythm. Preserve the symbolic protective-tool framing and warm tones. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
エアコンについては、体を守るための大切な道具と考えていただけたらと思います。,"Using the provided reference image(s), generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. The same visibly elderly Japanese woman (silver-gray hair, gentle wrinkles, comfortable summer clothing) sitting comfortably in her Japanese living room with the air conditioner running, looking relaxed and reassured. Same character identity and wardrobe family. Warm earth tones, soft summer daylight. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid clutter.","Slow lateral drift. The woman breathes calmly, shoulders relaxing. The running AC unit in background hums visually with a faint air-shimmer effect. Preserve the relaxed mood, exact character identity, and existing appearance. (Silent video, no audio). No lip sync, no speech, no direct-to-camera address, no new readable text, no ambient audio."
電気代が気になるお気持ちは分かりますが、体調を崩してしまうよりは、適度に使うほうが安心です。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, wrinkles, comfortable casual outfit, handbag in hand) stepping toward the genkan entryway of her Japanese apartment to go out briefly, with the air conditioner still running in the background room. Clean flat outlines, warm earth tones, flat soft colors, object clarity. No readable text. Avoid youth drift, avoid speech pose.","Gentle follow. The woman takes a step toward the genkan, her handbag shifting slightly. The AC in the background continues with a faint air-shimmer. Preserve the domestic departure mood and exact character identity. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
短い外出であれば、つけたまま出かけるほうが効率的だとも言われています。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A Japanese wall-mounted air conditioner with airflow direction arrows pointing toward the wall and ceiling instead of directly downward, showing indirect air circulation in a tidy Japanese living room. Clean flat outlines, warm earth tones, flat soft colors, object clarity. No readable text. Avoid clutter, avoid photorealistic drift.","Slow push. The airflow arrows animate gently — redirecting upward and along the wall. Faint air-current lines drift along the ceiling. Preserve the AC circulation demonstration and warm tones. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
エアコンの風が苦手な方は、壁や天井に向けて送ると、直接あたらずに空気が循環します。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A Japanese living room scene showing a wall-mounted air conditioner working together with a small floor-standing circulator fan, gentle airflow arrows indicating combined circulation. Clean flat outlines, object clarity, warm earth tones, flat soft colors, minimal clutter. No readable text. Avoid photorealistic drift.","Gentle push. The AC airflow arrows and circulator fan arrows animate in a gentle coordinated loop, showing combined air circulation. Faint air-shimmer drifts across the room. Preserve the domestic scene composition. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
扇風機やサーキュレーターと組み合わせるのも、いい方法です。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A Japanese bedroom at night — a futon laid on tatami, a small bedside thermometer-hygrometer on a low shelf, and a dimly lit room with a quietly running air conditioner. Calm nighttime tones with warm earth base, clean flat outlines, object clarity. No readable text. Avoid clutter, avoid photorealistic drift.","Slow breathing pan across the nighttime bedroom. The AC unit glows faintly with a soft operating indicator. The bedside thermometer catches a dim light reflection. Curtain edge sways minimally. Preserve the calm nighttime mood. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
ひとり暮らしの方は、寝室にも温湿度計を置いておくと、夜間の暑さに気づきやすくなります。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A Japanese apartment window from the exterior side, with a traditional bamboo sudare blind hanging outside the window frame, blocking direct sunlight. Clean flat outlines, warm earth tones with selective warm-orange sunlight accent, object clarity. No readable text. Avoid clutter, avoid photorealistic drift.","Gentle push toward the sudare blind. Sunlight filters through the bamboo slats, creating shifting stripe shadows on the interior wall. The blind sways faintly in a breeze. Preserve the warm-orange sunlight accent and object clarity. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
もうひとつ手軽にできるのが、窓まわりの遮光対策です。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A Japanese apartment window with a yoshizu reed screen leaning against the outside, casting a cool shadow into the interior. Summer daylight, warm earth tones, flat soft colors, clean flat outlines, object clarity. No readable text. Avoid random English signage, avoid clutter.","Slow push toward the yoshizu screen. The cool shadow cast into the interior shifts subtly as light changes. A faint breeze moves the top edge of the screen. Preserve the shading demonstration and warm tones. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
すだれやよしずを窓の外にかけると、室内に入る熱をかなり減らせます。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A split composition comparing two window treatments: on the left, interior curtains alone with some heat still entering; on the right, an exterior sudare blind blocking heat more effectively with a cooler interior shade. Clean flat outlines, warm earth tones, selective accent showing temperature difference. No readable text. Avoid infographic overload.","Controlled parallax between the two window sides. On the left, warm light still seeps past the curtain. On the right, the cooler shade deepens subtly. Preserve the split comparison composition. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
カーテンだけでも効果はありますが、外側からさえぎるほうがより涼しくなります。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A calm Japanese apartment scene with a window partially open, a gentle breeze suggested by a lightly swaying curtain. Transition to the ventilation topic. Soft morning or evening light, warm earth tones, flat soft colors, minimal clutter. No readable text. Avoid photorealistic drift.","Gentle breathing pan. The curtain sways softly with a faint breeze, light shifting across the room. A sense of fresh air movement. Preserve the calm transitional mood. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
換気のタイミングも工夫してみてください。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A visibly elderly Japanese woman (silver-gray hair, wrinkles, comfortable indoor clothing) opening a window in her Japanese apartment during early morning, fresh cool air entering indicated by gentle blue-toned airflow lines. Soft morning light, warm earth tones, flat soft colors, clean flat outlines. No readable text. Avoid youth drift, avoid speech pose.","Gentle follow. The woman pushes the window open with both hands. Cool airflow lines animate gently from outside in. Morning light brightens gradually. Preserve the fresh-air domestic mood and exact character identity. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
朝早い時間や夜、涼しくなってから窓を開けて空気を入れ替えると、効率よく室温を下げられます。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A Japanese apartment living room during daytime with windows firmly closed and curtains drawn, keeping cool air sealed inside. Bright sunlight visible outside through curtain edges, interior remains cool-toned. Clean flat outlines, warm earth tones with cool interior accent, object clarity. No readable text. Avoid clutter.","Slow observe tilt across the room. Curtain edges stay perfectly still, sealed. Bright sunlight pulses faintly outside through the curtain edges while the interior remains cool-toned. Preserve the sealed-room effect. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
日中の暑い時間帯は、窓を閉めて涼しさを閉じ込めるほうがいいですね。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A transition scene: a Japanese kitchen counter with a glass pitcher of barley tea, a clean glass, and a small tray — introducing the hydration topic. Soft summer daylight from a nearby window, warm earth tones, flat soft colors, object clarity, minimal clutter. No readable text. Avoid photorealistic drift.","Gentle breathing pan across the kitchen counter. Condensation forms subtly on the pitcher surface. Summer daylight shifts through the window. Preserve the warm hydration-intro mood. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
では次に、ふたつめのポイントです。水分のとり方について見ていきましょう。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A gentle symbolic diagram: a simplified elderly body silhouette with a throat area highlighted, showing diminished thirst sensation — the throat sensor dimmed while the body's internal water level is already low. Clean flat outlines, warm earth tones, low saturation, minimal clutter. No readable text. Avoid medical-proof imagery, avoid infographic overload.","Gentle push. The dimmed throat sensor area pulses faintly while the body's internal water-level indicator drops slowly. Preserve the symbolic diagram layout and warm earth tones. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
年齢とともに、のどの渇きを感じにくくなることがあります。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A symbolic comparison: a thought bubble showing a calm expression (not feeling thirsty yet) beside a simplified body silhouette already showing reduced water level. Clean flat outlines, warm earth tones, flat soft colors, minimal composition. No readable text. Avoid infographic overload, avoid medical-proof imagery.","Gentle parallax drift. The thought bubble's calm expression remains still while the body silhouette's water level indicator drops subtly. Preserve the symbolic comparison composition. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
のどが渇いたなと思ったときには、もう体の水分がかなり減っていることがあります。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A warm domestic scene: a glass of water being poured before feeling thirsty, with a small clock icon suggesting proactive timing. Japanese kitchen or dining table setting, clean flat outlines, warm earth tones, object clarity. No readable text. Avoid clutter, avoid photorealistic drift.","Slow push. Water pours gently from a pitcher into the glass — a brief pouring animation. The clock icon hand ticks once. Preserve the proactive timing concept and warm domestic tones. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
ですから、渇きを感じる前に飲むことが大切です。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A neat row of 5 to 7 glasses of water or barley tea arranged on a Japanese kitchen counter, representing the daily target intake visually. Clean flat outlines, object clarity, warm earth tones, flat soft colors, checklist-friendly layout. No readable text. Avoid infographic overload.","Gentle drift along the row of glasses. Each glass catches a sequential light highlight from left to right. Preserve the checklist layout and object clarity. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
食事以外で、1日におよそ千ミリリットルから千五百ミリリットルくらいの水分をとるのが一般的な目安とされています。,"Generate a retro-clean 2D illustration in an illustrated lifestyle handbook style. A single standard Japanese drinking glass shown in close-up with a subtle size reference, representing approximately 200ml. Clean flat outlines, object clarity, warm earth tones, flat soft colors. No readable text. Avoid clutter, avoid photorealistic drift.","Slow push toward the glass. Light reflects subtly off the water surface with a faint shimmer. Preserve object clarity and warm tones. (Silent video, no audio). No lip sync, no speech, no new readable text, no ambient audio."
