unit_index,i2v_mode,motion_strategy,recommended_duration_sec,prompt_video_veo3
11,first_frame_only,object_inspection_push,4,"Slight slow macro push. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Gentle steam or heat haze is visible near the stove. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
12,first_frame_only,process_signal_pulse,6,"Subtle breathing push into the scene. Abstract elements float or pulse very gently for educational emphasis. Background and foreground layers separate slightly. Preserve the symbolic explanation and graphic clarity exactly as-is. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No chaotic physics, no scene redesign, no new readable text."
13,first_frame_only,daily_action_follow,6,"Subtle observational follow drift. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Water elements hold stable structure. Mild air currents visible in the sunlight. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
14,first_frame_only,daily_pause_observe,6,"Slow camera pan revealing the scene. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Mild air currents visible in the sunlight. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
15,first_frame_only,process_layer_drift,6,"Controlled parallax drift across the graphic elements. Abstract elements float or pulse very gently for educational emphasis. Sponge texture and moisture remain crisp. Background and foreground layers separate slightly. Preserve the symbolic explanation and graphic clarity exactly as-is. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No chaotic physics, no scene redesign, no new readable text."
16,first_frame_only,object_in_use_micro,4,"Gentle tilt downward towards the object. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Gentle steam or heat haze is visible near the stove. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
17,first_frame_only,host_gentle_push,6,"Gentle slow camera push. The subject blinks naturally, presenting a warm reassuring postural adjustment. Background elements remain still. Preserve the warm conversational mood, exact identity, and wardrobe. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests."
18,first_frame_only,object_in_use_micro,4,"Gentle tilt downward towards the object. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Keep refrigerator items exactly as arranged without morphing. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
19,first_frame_only,object_inspection_push,4,"Slight slow macro push. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Keep refrigerator items exactly as arranged without morphing. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
20,first_frame_only,process_signal_pulse,6,"Subtle breathing push into the scene. Abstract elements float or pulse very gently for educational emphasis. Background and foreground layers separate slightly. Keep refrigerator items exactly as arranged without morphing. Preserve the symbolic explanation and graphic clarity exactly as-is. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No chaotic physics, no scene redesign, no new readable text."
21,first_frame_only,process_layer_drift,6,"Controlled parallax drift across the graphic elements. Abstract elements float or pulse very gently for educational emphasis. Background and foreground layers separate slightly. Keep refrigerator items exactly as arranged without morphing. Preserve the symbolic explanation and graphic clarity exactly as-is. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No chaotic physics, no scene redesign, no new readable text."
22,first_frame_only,daily_pause_observe,6,"Slow camera pan revealing the scene. The subject adjusts their posture deliberately. Mild air currents visible in the sunlight. Keep refrigerator items exactly as arranged without morphing. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
23,first_frame_only,daily_action_follow,6,"Subtle observational follow drift. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Mild air currents visible in the sunlight. Keep refrigerator items exactly as arranged without morphing. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
24,first_frame_only,object_in_use_micro,4,"Gentle tilt downward towards the object. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
25,first_frame_only,object_inspection_push,4,"Slight slow macro push. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Keep refrigerator items exactly as arranged without morphing. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
26,first_frame_only,daily_pause_observe,6,"Slow camera pan revealing the scene. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Mild air currents visible in the sunlight. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
27,first_frame_only,object_inspection_push,4,"Slight slow macro push. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
28,first_frame_only,object_in_use_micro,4,"Gentle tilt downward towards the object. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Keep refrigerator items exactly as arranged without morphing. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
29,first_frame_only,object_inspection_push,4,"Slight slow macro push. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
30,first_frame_only,daily_pause_observe,6,"Slow camera pan revealing the scene. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Mild air currents visible in the sunlight. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
31,first_frame_only,host_gentle_push,6,"Gentle slow camera push. The subject blinks naturally, presenting a warm reassuring postural adjustment. Background elements remain still. Preserve the warm conversational mood, exact identity, and wardrobe. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests."
32,first_frame_only,environment_observe_tilt,8,"Subtle tilt upward towards the ceiling. No human action. Curtains or distant foliage drift gently in the summer breeze, light beams move slowly. Preserve the calm time-of-day lighting and peaceful domestic mood. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast pan, no lighting changes."
33,first_frame_only,object_inspection_push,4,"Slight slow macro push. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
34,first_frame_only,process_signal_pulse,6,"Subtle breathing push into the scene. Abstract elements float or pulse very gently for educational emphasis. Background and foreground layers separate slightly. Preserve the symbolic explanation and graphic clarity exactly as-is. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No chaotic physics, no scene redesign, no new readable text."
35,first_frame_only,process_layer_drift,6,"Controlled parallax drift across the graphic elements. Abstract elements float or pulse very gently for educational emphasis. Background and foreground layers separate slightly. Preserve the symbolic explanation and graphic clarity exactly as-is. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No chaotic physics, no scene redesign, no new readable text."
36,first_frame_only,object_in_use_micro,4,"Gentle tilt downward towards the object. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
37,first_frame_only,daily_action_follow,6,"Subtle observational follow drift. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Mild air currents visible in the sunlight. Gentle steam or heat haze is visible near the stove. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
38,first_frame_only,process_signal_pulse,6,"Subtle breathing push into the scene. Abstract elements float or pulse very gently for educational emphasis. Background and foreground layers separate slightly. Preserve the symbolic explanation and graphic clarity exactly as-is. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No chaotic physics, no scene redesign, no new readable text."
39,first_frame_only,object_inspection_push,4,"Slight slow macro push. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
40,first_frame_only,daily_pause_observe,6,"Slow camera pan revealing the scene. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Mild air currents visible in the sunlight. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
41,first_frame_only,object_inspection_push,4,"Slight slow macro push. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Gentle steam or heat haze is visible near the stove. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
42,first_frame_only,object_in_use_micro,4,"Gentle tilt downward towards the object. The specific object remains steadily in focus. Water elements hold stable structure. Subtle air currents drift around the highlighted area. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
43,first_frame_only,daily_action_follow,6,"Subtle observational follow drift. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Water elements hold stable structure. Mild air currents visible in the sunlight. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
44,first_frame_only,daily_pause_observe,6,"Slow camera pan revealing the scene. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Mild air currents visible in the sunlight. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
45,first_frame_only,daily_action_follow,6,"Subtle observational follow drift. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Mild air currents visible in the sunlight. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
46,first_frame_only,daily_pause_observe,6,"Slow camera pan revealing the scene. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Mild air currents visible in the sunlight. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
47,first_frame_only,environment_breathing_pan,8,"Slow breathing pan across the serene room. No human action. Curtains or distant foliage drift gently in the summer breeze, light beams move slowly. Gentle steam or heat haze is visible near the stove. Preserve the calm time-of-day lighting and peaceful domestic mood. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast pan, no lighting changes."
48,first_frame_only,daily_pause_observe,6,"Slow camera pan revealing the scene. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Mild air currents visible in the sunlight. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
49,first_frame_only,process_layer_drift,6,"Controlled parallax drift across the graphic elements. Abstract elements float or pulse very gently for educational emphasis. Flame or heat indicators flicker very softly and educationally. Background and foreground layers separate slightly. Gentle steam or heat haze is visible near the stove. Preserve the symbolic explanation and graphic clarity exactly as-is. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No chaotic physics, no scene redesign, no new readable text."
50,first_frame_only,process_signal_pulse,6,"Subtle breathing push into the scene. Abstract elements float or pulse very gently for educational emphasis. Flame or heat indicators flicker very softly and educationally. Background and foreground layers separate slightly. Preserve the symbolic explanation and graphic clarity exactly as-is. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No chaotic physics, no scene redesign, no new readable text."
51,first_frame_only,daily_action_follow,6,"Subtle observational follow drift. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Flame or heat indicators flicker very softly and educationally. Mild air currents visible in the sunlight. Gentle steam or heat haze is visible near the stove. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
52,first_frame_only,object_in_use_micro,4,"Gentle tilt downward towards the object. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
53,first_frame_only,daily_action_follow,6,"Subtle observational follow drift. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Mild air currents visible in the sunlight. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
54,first_frame_only,object_in_use_micro,4,"Gentle tilt downward towards the object. The specific object remains steadily in focus. Flame or heat indicators flicker very softly and educationally. Subtle air currents drift around the highlighted area. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
55,first_frame_only,daily_action_follow,6,"Subtle observational follow drift. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Mild air currents visible in the sunlight. Gentle steam or heat haze is visible near the stove. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
56,first_frame_only,object_in_use_micro,4,"Gentle tilt downward towards the object. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Gentle steam or heat haze is visible near the stove. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
57,first_frame_only,process_layer_drift,6,"Controlled parallax drift across the graphic elements. Abstract elements float or pulse very gently for educational emphasis. Background and foreground layers separate slightly. Preserve the symbolic explanation and graphic clarity exactly as-is. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No chaotic physics, no scene redesign, no new readable text."
58,first_frame_only,process_signal_pulse,6,"Subtle breathing push into the scene. Abstract elements float or pulse very gently for educational emphasis. Flame or heat indicators flicker very softly and educationally. Background and foreground layers separate slightly. Preserve the symbolic explanation and graphic clarity exactly as-is. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No chaotic physics, no scene redesign, no new readable text."
59,first_frame_only,host_gentle_push,6,"Gentle slow camera push. The subject blinks naturally, presenting a warm reassuring postural adjustment. Background elements remain still. Preserve the warm conversational mood, exact identity, and wardrobe. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests."
60,first_frame_only,object_in_use_micro,4,"Gentle tilt downward towards the object. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Gentle steam or heat haze is visible near the stove. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
61,first_frame_only,object_inspection_push,4,"Slight slow macro push. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
62,first_frame_only,object_in_use_micro,4,"Gentle tilt downward towards the object. The specific object remains steadily in focus. Sponge texture and moisture remain crisp. Subtle air currents drift around the highlighted area. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
63,first_frame_only,process_layer_drift,6,"Controlled parallax drift across the graphic elements. Abstract elements float or pulse very gently for educational emphasis. Sponge texture and moisture remain crisp. Background and foreground layers separate slightly. Preserve the symbolic explanation and graphic clarity exactly as-is. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No chaotic physics, no scene redesign, no new readable text."
64,first_frame_only,process_signal_pulse,6,"Subtle breathing push into the scene. Abstract elements float or pulse very gently for educational emphasis. Sponge texture and moisture remain crisp. Background and foreground layers separate slightly. Preserve the symbolic explanation and graphic clarity exactly as-is. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No chaotic physics, no scene redesign, no new readable text."
65,first_frame_only,daily_action_follow,6,"Subtle observational follow drift. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Water elements hold stable structure. Sponge texture and moisture remain crisp. Mild air currents visible in the sunlight. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
66,first_frame_only,object_in_use_micro,4,"Gentle tilt downward towards the object. The specific object remains steadily in focus. Sponge texture and moisture remain crisp. Subtle air currents drift around the highlighted area. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
67,first_frame_only,daily_action_follow,6,"Subtle observational follow drift. The subject adjusts their posture deliberately. Mild air currents visible in the sunlight. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
68,first_frame_only,daily_pause_observe,6,"Slow camera pan revealing the scene. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Water elements hold stable structure. Sponge texture and moisture remain crisp. Mild air currents visible in the sunlight. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
69,first_frame_only,host_gentle_push,6,"Gentle slow camera push. The subject blinks naturally, presenting a warm reassuring postural adjustment. Background elements remain still. Preserve the warm conversational mood, exact identity, and wardrobe. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests."
70,first_frame_only,object_in_use_micro,4,"Gentle tilt downward towards the object. The specific object remains steadily in focus. Subtle air currents drift around the highlighted area. Preserve the educational clarity and exact placement of the item. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No disruptive camera shakes, no new readable text."
71,first_frame_only,host_gentle_push,6,"Gentle slow camera push. The subject blinks naturally, presenting a warm reassuring postural adjustment. Background elements remain still. Preserve the warm conversational mood, exact identity, and wardrobe. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests."
72,first_frame_only,process_signal_pulse,6,"Subtle breathing push into the scene. Abstract elements float or pulse very gently for educational emphasis. Sponge texture and moisture remain crisp. Background and foreground layers separate slightly. Gentle steam or heat haze is visible near the stove. Keep refrigerator items exactly as arranged without morphing. Preserve the symbolic explanation and graphic clarity exactly as-is. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No chaotic physics, no scene redesign, no new readable text."
73,first_frame_only,environment_breathing_pan,8,"Slow breathing pan across the serene room. No human action. Curtains or distant foliage drift gently in the summer breeze, light beams move slowly. Preserve the calm time-of-day lighting and peaceful domestic mood. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast pan, no lighting changes."
74,first_frame_only,daily_pause_observe,6,"Slow camera pan revealing the scene. The subject executes a slow, deliberate everyday movement, while clothing shifts gently. Mild air currents visible in the sunlight. Preserve the practical domestic mood and exact human identity. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests. No fast dramatic action."
75,first_frame_only,host_gentle_push,6,"Gentle slow camera push. The subject blinks naturally, presenting a warm reassuring postural adjustment. Background elements remain still. Preserve the warm conversational mood, exact identity, and wardrobe. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests."
76,first_frame_only,host_listening_drift,6,"Subtle sideways camera drift. The subject tilts their head slightly in a soft affirmative motion. Background elements remain still. Preserve the warm conversational mood, exact identity, and wardrobe. (Silent video, no audio). No lip sync, no direct-to-camera speech, no spoken dialogue, no singing, no chanting, no mouth-performance acting, no ambient audio requests."
