unit_index,scene_group_id,scene_archetype,host_usage,visible_text_policy,visible_text_exact,prompt_mode,prompt_img_nano
11,SG02,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Close-up of a domestic gas stove with steam rising from a pot, showing how heat builds up in the kitchen. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
12,SG02,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Clean illustration of a kitchen with a small window and faint warm-colored air trapped inside, symbolizing poor ventilation. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
13,SG02,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) drinking a glass of water, looking dry and slightly unaware of the heat. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
14,SG02,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) leaning lightly against the kitchen counter, showing a subtle accumulation of fatigue. Calm and observational. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
15,SG02,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Close-up of a kitchen sponge and dishcloth with small graphic germ symbols symbolizing bacteria growth during summer wetness. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
16,SG02,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Close-up of a kitchen stove burner area, clean but highlighting it as a focus point for safety. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
17,SG02,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) smiles gently, holding one hand up softly in a 'don't worry' reassuring gesture. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
18,SG03,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. A clean closed domestic Japanese refrigerator in a warm, inviting kitchen corner. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
19,SG03,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. The inside of a refrigerator completely packed tightly with many food containers and groceries, leaving no empty space. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
20,SG03,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Cutaway of a packed refrigerator showing cool blue air-flow arrows being blocked by too much food. Abstract and clear. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
21,SG03,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. A thermometer icon showing the temperature rising slightly inside the packed refrigerator, with warm colors. Symbolic explanation. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
22,SG03,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. The inside of a refrigerator that is nicely arranged and only 70 percent full, with plenty of visible empty space. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
23,SG03,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) looking peacefully at the well-spaced items inside her open refrigerator. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
24,SG03,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Close-up of raw meat and fish securely wrapped in plastic wrap and placed neatly on a tray. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
25,SG03,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. The securely wrapped meat and fish placed cleanly in the lower chilled section of the refrigerator. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
26,SG03,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) returning from grocery shopping with an eco-bag, promptly placing items into the fridge. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
27,SG03,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Fresh food items sitting idly on a warm kitchen counter with summer sunlight warming them, showing what to avoid. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
28,SG03,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Clean, neatly stacked Tupperware containers of leftover side dishes placed safely inside the refrigerator. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
29,SG03,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Close-up of a food package showing a printed date, emphasizing the action of checking the expiration date. Clean and clear. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
30,SG03,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) calmly tossing an expired food item into the kitchen trash bin without panic. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
31,SG03,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) smiling gently, holding one hand to her chest, expressing 'take it slow, one step at a time'. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
32,SG04,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. A wall-mounted kitchen exhaust fan in a clean Japanese apartment kitchen. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
33,SG04,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Close-up of an older weathered hand pressing the power switch for the kitchen exhaust fan. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
34,SG04,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Visual representation of steam and hot air being effectively drawn out of the kitchen through the exhaust fan. Symbolic. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
35,SG04,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Warm outside summer air entering through a ventilation window, represented by a gentle warm sweep of color. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
36,SG04,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Close-up of an air conditioner mounted on the wall politely blowing cool, refreshing blue air into the room. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
37,SG04,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) cooking comfortably at the stove while cool air flows around her. Calm and protected. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
38,SG04,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Split comparison: an electricity bill icon on one side, and a healthy heart icon on the other, showing balance. Symbolic. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
39,SG04,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. A clean microwave oven sitting conveniently on a tidy kitchen counter. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
40,SG04,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) relaxing on a dining chair, wiping sweat lightly, while the microwave operates in the background. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
41,SG04,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. A plate of easily prepared side dishes on the table, indicating a meal made with minimal stove time. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
42,SG04,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. A refreshing glass of cool water and a cup of cold tea on the kitchen counter. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
43,SG04,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) consciously drinking a cup of water during her cooking breaks. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
44,SG04,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) sitting on a small stool in the kitchen, taking a short, calm rest from cooking. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
45,SG04,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) slowly rubbing her temple with a tired expression, portraying lingering summer fatigue. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
46,SG04,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) calmly walking toward a neighborhood clinic on a sunny day. Seen from behind or wide angle. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
47,SG05,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. A calm setup of a domestic Japanese gas stove with pans ready to cook. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
48,SG05,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) looking down and touching the wide sleeves of her casual indoor clothing. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
49,SG05,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Minimal symbolic alert icon of a clothing sleeve dipping dangerously close to a stove flame. Focus on safety caution. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
50,SG05,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Textbook safety illustration of how wide sleeves catch fire from unseen blue flames. Educational clarity. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
51,SG05,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) squinting slightly, finding it hard to see the pale blue gas flame on the stove. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
52,SG05,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Close-up of a wide, loose chemical-fiber sleeve dangling downwards. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
53,SG05,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) rolling up her sleeves neatly into a compact form before starting to cook. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
54,SG05,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. A clean flame-retardant safety apron hanging neatly on a hook in the kitchen. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
55,SG05,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) turning the stove knob off first before reaching out for a seasoning bottle deep in the shelf. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
56,SG05,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Close-up of an older weathered hand pressing the stove off button. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
57,SG05,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Abstract instructional diagram of a person stopping in place, not running. Stop-drop-roll step 1. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
58,SG05,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Abstract instructional diagram of a person rolling on the floor to extinguish flames. Hand-drawn educational style. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
59,SG05,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) giving a gentle nod of understanding, showing calm preparedness. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
60,SG05,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Close-up of a modern gas stove featuring a circular automatic shut-off safety sensor in the center burner. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
61,SG05,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Clean flat surface of a modern IH induction cooking heater in a neat kitchen. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
62,SG06,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. A pair of clean, dry kitchen sponges and a neatly folded dishcloth. Practical home objects. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
63,SG06,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. A wet sponge placed inside a small graphic outline representing warm, humid summer conditions. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
64,SG06,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. A sponge surrounded by subtle visual cues of moisture, warmth, and tiny food scraps, creating a bacteria environment. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
65,SG06,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) thoroughly wringing out a kitchen sponge to remove all the water. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
66,SG06,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. A clean sponge hung vertically from an airy rack to dry in a well-ventilated spot. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
67,SG06,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. A damp dishcloth left crumpled in a messy pile on the sink, showing what to avoid. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
68,SG06,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) carefully pouring boiling water over a sponge in the sink for disinfection. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
69,SG06,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) smiling gently, waving one hand softly left and right in a 'no need to be perfect' gesture. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
70,SG06,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. A clean roll of disposable kitchen paper towels sitting on a neat holder on the counter. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
71,SG07,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s) when available, generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. An older Japanese woman (60s, silver-gray hair, visible wrinkles, mature posture) nodding and smiling mildly, reassuring the viewer that reviewing the points was good. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
72,SG07,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustration with clean flat outlines and flat soft colors in an illustrated lifestyle handbook style. Four clean icons returning together: a refrigerator, an AC unit, a stove, and a sponge. Summary layout. Keep the same character identity and wardrobe family when reference continuity exists. No readable text. Avoid photorealistic rendering, avoid busy clutter, avoid direct-to-camera speech."
