script_text,prompt_img_nano,prompt_video_veo3
ひとつの理由は、年齢とともに皮膚の温度センサーが鈍くなることがあるからです。,"Using the provided reference image(s), generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. An elderly Japanese woman (65-75) with silver-gray hair, gentle wrinkles, relaxed mature posture, lightweight summer clothing, sitting comfortably in a warm Japanese living room with a small fan nearby. She looks content despite ambient warmth. The character MUST appear aged 65-75. NO youth reduction. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Gentle push toward the woman. She shifts her weight slightly in the chair and adjusts her collar. Fan blades rotate nearby. She does not speak. Preserve character identity. (Silent video, no audio). No lip sync, no speech, no direct-to-camera, no new readable text."
暑い部屋にいても、ご自身では暑さを感じにくいことがあるんですね。,"Using the provided reference image(s), generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Same elderly Japanese woman (65-75) with silver-gray hair and gentle wrinkles, relaxing in the same Japanese living room with an electric fan nearby. She appears comfortable but the warm amber tones suggest the room is warmer than she realizes. Same room continuity. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow lateral drift past the woman. Fan rotates. She makes a small comfortable settling motion. Warm amber tones preserved. (Silent video, no audio). No lip sync, no speech, no new readable text."
これは体の自然な変化なので、気づかなくても不思議ではありません。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Gentle wide shot of the same Japanese living room in soft summer light. Calm reassuring atmosphere. Same domestic continuity, visual pause. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow gentle pan across the living room. Curtains sway faintly. Soft light moves on the wall. Calm visual pause. (Silent video, no audio). No lip sync, no speech, no new readable text."
総務省消防庁の報告によると、熱中症で救急搬送された方のうち、57パーセント以上が65歳以上の方でした。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Calm informational composition with illustrated silhouettes of several elderly Japanese people in a domestic setting, suggesting many seniors are affected by summer heat. Clean educational layout, no alarming imagery. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Gentle parallax drift across the illustrated silhouettes. Soft warm tone shift in background. Educational calm composition maintained. (Silent video, no audio). No lip sync, no speech, no new readable text."
そして発生場所で最も多かったのは、意外にも住居の中だったんです。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Overhead view of a typical Japanese apartment showing living room, kitchen, bedroom â€” emphasizing the home as the most common location. Informational framing, warm tones. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow overhead drift across the apartment layout. Soft light pools shift between rooms. Informational framing preserved. (Silent video, no audio). No lip sync, no speech, no new readable text."
室内で過ごしているから安心とは限らないということですね。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Japanese living room that appears peaceful but with warm color gradients on walls suggesting trapped heat. Window shows blue sky outside contrasting with indoor warmth. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow pan across the room. Warm color gradients on walls pulse subtly. Window light contrasts with interior warmth. Calm tension maintained. (Silent video, no audio). No lip sync, no speech, no new readable text."
では、具体的にどんなサインに気をつければいいのか、3つ順番に見ていきましょう。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Three visual anchors in a clean layout: a glass of water, a wall-mounted thermometer-hygrometer device, and a bedside water bottle. Checklist-style transition composition. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Gentle lateral drift across the three visual anchors. Soft shadow shifts on each object. Transition composition preserved. (Silent video, no audio). No lip sync, no speech, no new readable text."
ひとつめのサインは、のどが渇く前に始まっている脱水です。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Close-up of a clear glass of water on a Japanese kitchen table, about one-third full. Morning light. Focus on water level as a dehydration awareness anchor. Clean minimal composition. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow push toward the glass. Light refracts gently through the remaining water. Morning light shifts on the table surface. (Silent video, no audio). No lip sync, no speech, no new readable text."
のどが渇いたと感じたときには、もう体の水分がかなり足りなくなっていることがあります。,"Using the provided reference image(s), generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. An elderly Japanese woman (65-75) with silver-gray hair, gentle wrinkles, reaching for a glass of water on a Japanese kitchen table. The glass is only partially full. Soft morning kitchen light. The character MUST appear aged 65-75. NO youth reduction. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","The woman's hand moves toward the glass and gently lifts it. Soft morning kitchen light shifts. Preserve character identity and setting. (Silent video, no audio). No lip sync, no speech, no new readable text."
とくに年齢を重ねると、のどの渇きそのものを感じにくくなる方が多いんですね。,"Using the provided reference image(s), generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Same elderly Japanese woman (65-75) with silver-gray hair and wrinkles sitting at a Japanese dining table reading, a full glass of water untouched beside her. Calm morning scene. Same character continuity. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Gentle push toward the untouched water glass. The woman turns a page of her reading material. Glass remains full and unnoticed. Morning light shifts. (Silent video, no audio). No lip sync, no speech, no new readable text."
渇きに気づいてから飲むのでは、少し遅いことがあるんです。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Close-up of an almost empty glass of water on a Japanese table surface. A few drops remain at the bottom. Warm soft morning light. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow push into the nearly empty glass. A last droplet catches the light. Table surface texture becomes clearer. (Silent video, no audio). No lip sync, no speech, no new readable text."
では、渇きを感じる前に気づくには、どこを見ればいいのでしょうか。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Japanese bathroom vanity area in morning light â€” a small mirror, a clean towel, and a glass of water nearby. Calm observation-ready setting. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow pan across the bathroom vanity area. Mirror reflects shifting morning light. Towel fabric texture subtly visible. (Silent video, no audio). No lip sync, no speech, no new readable text."
いくつかの観察ポイントがあります。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Clean layout of everyday self-check items on a Japanese bathroom counter: a small hand mirror, a glass of water, a soft towel. Morning light. Checklist-ready composition. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Gentle drift across the mirror, glass, and towel arrangement. Soft morning light highlights each item in turn. (Silent video, no audio). No lip sync, no speech, no new readable text."
まずは、唇や舌が乾いていないか確認してみてください。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Close-up of a small hand mirror on a clean Japanese bathroom shelf reflecting soft morning light. Focus on the mirror as a self-check tool. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow push toward the hand mirror. Morning light reflection shifts across its surface. Clean background stays calm. (Silent video, no audio). No lip sync, no speech, no new readable text."
朝起きたとき、鏡の前で口を開けるだけでわかります。,"Using the provided reference image(s), generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. An elderly Japanese woman (65-75) with silver-gray hair, gentle wrinkles, standing before a bathroom mirror in a Japanese home, calmly looking at her reflection in morning light. Comfortable sleepwear. Mouth closed, observational pose. The character MUST appear aged 65-75. NO youth reduction. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","The woman leans slightly toward the mirror in a calm observational gesture. Morning light reflects off the mirror surface. She does not speak. Preserve identity. (Silent video, no audio). No lip sync, no speech, no new readable text."
唇がカサカサしていたり、舌が白っぽく乾いていたら、水分が足りていないサインかもしれません。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Close-up of a Japanese bathroom shelf below a mirror â€” lip balm and a glass of water on the shelf. Morning light. Focus on hydration-check objects. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Gentle push toward the shelf items. Soft light shifts across the lip balm and glass surfaces. (Silent video, no audio). No lip sync, no speech, no new readable text."
次に、わきの下を軽く触ってみてください。,"Using the provided reference image(s), generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. An elderly Japanese woman (65-75) with silver-gray hair, gentle wrinkles, in a Japanese bedroom during a clothing change, lightly touching the side of her upper arm in a brief self-check gesture. Modest framing, lightweight summer clothing. Same character. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","The woman makes a gentle self-check arm touch gesture. Fabric of summer clothing shifts slightly. Morning bedroom light. Preserve modesty and character identity. (Silent video, no audio). No lip sync, no speech, no new readable text."
ふだんは少し湿り気があるのに、乾いているときは体の水分が不足しているサインです。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Close-up of a fresh lightweight cotton towel and folded summer clothing on a Japanese bedroom surface. Morning light. Clean domestic composition suggesting daily dressing routine. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Gentle drift across the towel and clothing arrangement. Fabric textures catch the morning light. (Silent video, no audio). No lip sync, no speech, no new readable text."
これは着替えるときにさっと確認できますね。,"Using the provided reference image(s), generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Same elderly Japanese woman (65-75) with silver-gray hair and wrinkles folding lightweight summer clothes in a Japanese bedroom. A glass of water on the bedside table. Calm morning routine. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","The woman's hands fold a garment with calm practiced motion. Nearby water glass catches morning light. Preserve bedroom setting. (Silent video, no audio). No lip sync, no speech, no new readable text."
ほかにも、なんとなく元気が出ない、足がつりやすいと感じたら、脱水の初期サインの可能性があります。,"Using the provided reference image(s), generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Same elderly Japanese woman (65-75) with silver-gray hair, gentle wrinkles, sitting on the edge of a Japanese bed, gently rubbing her calf with a slightly tired but not distressed expression. Soft morning bedroom light. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","The woman gently rubs her calf, then pauses thoughtfully. Soft morning light shifts on bedding. No distress — just quiet noticing. Preserve identity. (Silent video, no audio). No lip sync, no speech, no new readable text."
いつもの疲れかなと思いがちですが、水分不足が原因のこともあるんです。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Japanese bedside scene: a glass of water and a small towel on a wooden nightstand. Morning light. Visual link between everyday fatigue and hydration. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow push toward the nightstand items. Light reflects off the water glass. Morning warmth on wood surface. (Silent video, no audio). No lip sync, no speech, no new readable text."
トイレに行く回数がいつもより少ないときも、気にしてみてください。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Japanese apartment hallway leading to a bathroom door. Soft daylight. Clean corridor, minimal furnishing. Neutral observational framing. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow forward drift through the hallway. Daylight shifts on the corridor walls. Bathroom door frame becomes clearer. (Silent video, no audio). No lip sync, no speech, no new readable text."
回数が減っているのは、体が水分を節約しようとしているからかもしれません。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Close-up of a water pitcher and an empty glass on a Japanese kitchen counter in daylight. The empty glass subtly suggests the body needs more water. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Gentle push toward the empty glass and pitcher. Daylight creates a soft shadow shift on the counter. (Silent video, no audio). No lip sync, no speech, no new readable text."
皮膚をつまんで戻りを見る方法を聞いたことがある方もいるかもしれません。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Close-up of an elderly Japanese hand (weathered skin, natural age spots, gentle wrinkles) gently pinching the skin on the back of the other hand. Clean background, soft light. Observational self-check framing. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Close-up: the elderly hand gently pinches and releases the skin. Skin slowly settles back. Light shifts on the weathered hand surface. (Silent video, no audio). No lip sync, no speech, no new readable text."
ただ、年齢による肌の変化で、正確な判断が難しいこともあります。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Close-up of elderly Japanese hands (weathered skin, wrinkles, age spots) resting on a table. Soft light. Educational visual showing natural skin aging. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow push toward the resting hands. Subtle light shift reveals skin texture and wrinkles. Warm educational framing. (Silent video, no audio). No lip sync, no speech, no new readable text."
参考のひとつとして覚えておく程度で大丈夫です。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Calm wide shot of a Japanese living room in soft daylight. Reassuring domestic atmosphere. Brief visual pause. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow gentle pan across the living room. Curtain sways faintly. Daylight shifts on the floor. Brief calm pause. (Silent video, no audio). No lip sync, no speech, no new readable text."
尿の色についても、ひとつ知っておいてほしいことがあります。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Clean Japanese bathroom interior in daylight. Focus on the well-maintained space. Observational framing. Minimal domestic bathroom. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow upward tilt from floor to mirror area in the bathroom. Daylight reflects off clean surfaces. (Silent video, no audio). No lip sync, no speech, no new readable text."
若い方なら脱水のとき尿が濃くなることが多いのですが、高齢の方はそうならない場合があるんです。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Two simple water glasses side by side with different water clarity levels on a clean background. Educational visual metaphor for differences in how dehydration shows. No medical imagery. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Gentle parallax hold across the two glasses. Light refracts differently through each. Educational contrast maintained. (Silent video, no audio). No lip sync, no speech, no new readable text."
色だけで大丈夫と判断しないほうが安心ですね。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. A glass of clear water on a clean Japanese table with soft light. Simple reassuring composition. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow push toward the water glass. Light moves through the clear water. Simple reassuring visual. (Silent video, no audio). No lip sync, no speech, no new readable text."
では、どうすればいいのでしょうか。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Japanese kitchen in soft morning light. A kettle, glasses, and a water pitcher arranged on the counter. Transitional frame moving toward hydration solutions. Clean domestic scene. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow pan across the kitchen counter showing kettle, glasses, pitcher. Morning light shifts on each object. Transitional calm. (Silent video, no audio). No lip sync, no speech, no new readable text."
大切なのは、のどが渇く前に、ルーチンとして水分をとる習慣をつけることです。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. A row of small water glasses lined up on a Japanese kitchen counter, each representing a drinking occasion. Morning light. Routine-building visual with clean checklist layout. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Gentle lateral drift along the row of glasses. Light highlights each glass sequentially. Routine-building visual rhythm. (Silent video, no audio). No lip sync, no speech, no new readable text."
おすすめのタイミングは六つあります。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Six small illustrated icons in a clean row on a warm background: a pillow, a rice bowl with chopsticks, a bath bucket, shoes, a small medicine packet, and a crescent moon. Retro-clean icon-style layout for six daily hydration timings. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Gentle drift across the six icons from left to right. Each icon catches a subtle warm highlight as the camera passes. (Silent video, no audio). No lip sync, no speech, no new readable text."
起きたとき、食事のとき、お風呂の前と後、外出の前と後、お薬を飲むとき、そして寝る前です。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Clean layout of six daily moments as Japanese domestic items: morning alarm clock, meal setting with chopsticks, small bath towel, genkan shoes, medicine packet, and pillow. Warm tones, icon-like clarity. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow lateral drift across the six domestic items. Soft light shifts create a progression effect. Clean icon-like arrangement preserved. (Silent video, no audio). No lip sync, no speech, no new readable text."
このタイミングに合わせて飲む習慣がつくと、飲み忘れがぐっと減ります。,"Using the provided reference image(s), generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. An elderly Japanese woman (65-75) with silver-gray hair, gentle wrinkles, calmly pouring water from a pitcher into a glass in a Japanese kitchen. Bright morning light. Habitual calm action. The character MUST appear aged 65-75. NO youth reduction. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","The woman pours water from the pitcher into the glass in a calm fluid motion. Water catches morning light. Kitchen setting preserved. (Silent video, no audio). No lip sync, no speech, no new readable text."
一回にコップ半分から一杯くらいを目安にしてみましょう。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Close-up of a Japanese ceramic cup filled about halfway with water on a wooden kitchen table. Simple, approachable visual. Warm soft light. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow push toward the half-filled cup. Water surface catches a gentle light reflection. Warm table surface. (Silent video, no audio). No lip sync, no speech, no new readable text."
一度にたくさん飲む必要はありません。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. A single small glass of water on a Japanese table with plenty of empty space around it. Visual emphasis on moderation and simplicity. Soft warm tones. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Gentle push toward the small glass. Surrounding empty space emphasizes moderation. Warm tones shift softly. (Silent video, no audio). No lip sync, no speech, no new readable text."
一日を通して、飲み物からおよそ千ミリリットルから千五百ミリリットルが一般的な目安と言われています。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Japanese kitchen counter with a medium water pitcher beside a few drinking glasses. Daytime kitchen light. Educational arrangement suggesting daily intake volume without showing numbers. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow drift across the pitcher and glasses arrangement. Kitchen daylight shifts on glass surfaces. (Silent video, no audio). No lip sync, no speech, no new readable text."
ただし、心臓や腎臓に持病がある方は、適切な水分の量が異なることがあります。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Calm Japanese home scene with a telephone and a small address book on a side table, suggesting contact with a doctor. Warm domestic setting. Soft advisory tone. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Gentle push toward the telephone and address book. Warm domestic light shifts on the side table surface. (Silent video, no audio). No lip sync, no speech, no new readable text."
かかりつけ医にご確認いただくのが安心です。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Warm view of a Japanese home entrance area (genkan) with outdoor shoes ready, suggesting preparation for a medical visit. Bright clean daylight. Reassuring domestic framing. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow pan across the genkan area. Daylight through the door shifts. Shoes and bag sit ready. (Silent video, no audio). No lip sync, no speech, no new readable text."
ふたつめのサインは、部屋の中にいるのに暑いということです。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Japanese living room in late afternoon summer with warm amber light through windows, room visually suggesting trapped heat. Same apartment, different time of day. Section transition frame. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow breathing pan across the warm amber-lit living room. Afternoon light deepens on walls. Fan rotates slowly. Section transition atmosphere. (Silent video, no audio). No lip sync, no speech, no new readable text."
エアコンもつけてるし部屋にいるから大丈夫と思いがちですよね。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Air conditioner unit on a Japanese living room wall with indicator light on. Below it, the room appears warm with amber afternoon light. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Gentle push toward the AC unit. Indicator light stays steady. Warm amber room tones surround the device. (Silent video, no audio). No lip sync, no speech, no new readable text."
でも、じつはこの安心感が落とし穴になることがあるんです。,"Generate a retro-clean 2D illustration, illustrated lifestyle handbook style, flat soft colors, warm earth tones, object clarity, minimal clutter. Same Japanese living room with afternoon sun creating warm patches on wall and floor. Fan running but the room feels warm. Subtle visual tension between comfort and hidden heat. No readable text. Avoid photorealistic rendering, speech pose, lip sync, cluttered composition.","Slow pan across the room. Sun patches shift slowly on the wall and floor. Fan blades rotate. Subtle visual tension maintained. (Silent video, no audio). No lip sync, no speech, no new readable text."
