unit_index,i2v_mode,motion_strategy,recommended_duration_sec,prompt_video_veo3
20,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
21,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
22,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
23,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
24,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
25,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
26,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
27,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
28,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
29,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
30,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
31,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
32,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
33,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
34,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
35,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
36,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
37,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
38,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
39,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
40,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
41,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
42,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
43,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
44,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
45,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
46,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
47,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
48,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
49,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
50,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
51,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
52,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
53,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
54,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
55,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
56,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
57,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
58,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
59,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
60,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
61,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
62,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
63,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
64,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
65,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
66,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
67,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
68,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
69,first_frame_only,soft_symbolic_drift,6,"Slow subtle parallax drift through the symbolic paper layers. Educational symbolic elements gently float or pulse at a calm rhythm. The textured paper background shifts softly for depth. The mood remains calm, warm, and reassuring. (Silent video, no audio). No flashing, no medical horror, no alarm colors, no dialogue, no generated text."
70,first_frame_only,object_inspection_push,4,"Slow intimate push-in camera motion on the object. The object remains still; only tiny light reflections and paper texture shift. Warm domestic light changes subtly. The mood remains calm, warm, and reassuring. (Silent video, no audio). No erratic movement, no character action, no dialogue, no generated text."
71,first_frame_only,object_inspection_push,4,"Slow intimate push-in camera motion on the object. The object remains still; only tiny light reflections and paper texture shift. Warm domestic light changes subtly. The mood remains calm, warm, and reassuring. (Silent video, no audio). No erratic movement, no character action, no dialogue, no generated text."
72,first_frame_only,object_inspection_push,4,"Slow intimate push-in camera motion on the object. The object remains still; only tiny light reflections and paper texture shift. Warm domestic light changes subtly. The mood remains calm, warm, and reassuring. (Silent video, no audio). No erratic movement, no character action, no dialogue, no generated text."
73,first_frame_only,object_inspection_push,4,"Slow intimate push-in camera motion on the object. The object remains still; only tiny light reflections and paper texture shift. Warm domestic light changes subtly. The mood remains calm, warm, and reassuring. (Silent video, no audio). No erratic movement, no character action, no dialogue, no generated text."
74,first_frame_only,object_inspection_push,4,"Slow intimate push-in camera motion on the object. The object remains still; only tiny light reflections and paper texture shift. Warm domestic light changes subtly. The mood remains calm, warm, and reassuring. (Silent video, no audio). No erratic movement, no character action, no dialogue, no generated text."
75,first_frame_only,object_inspection_push,4,"Slow intimate push-in camera motion on the object. The object remains still; only tiny light reflections and paper texture shift. Warm domestic light changes subtly. The mood remains calm, warm, and reassuring. (Silent video, no audio). No erratic movement, no character action, no dialogue, no generated text."
76,first_frame_only,object_inspection_push,4,"Slow intimate push-in camera motion on the object. The object remains still; only tiny light reflections and paper texture shift. Warm domestic light changes subtly. The mood remains calm, warm, and reassuring. (Silent video, no audio). No erratic movement, no character action, no dialogue, no generated text."
77,first_frame_only,object_inspection_push,4,"Slow intimate push-in camera motion on the object. The object remains still; only tiny light reflections and paper texture shift. Warm domestic light changes subtly. The mood remains calm, warm, and reassuring. (Silent video, no audio). No erratic movement, no character action, no dialogue, no generated text."
78,first_frame_only,object_inspection_push,4,"Slow intimate push-in camera motion on the object. The object remains still; only tiny light reflections and paper texture shift. Warm domestic light changes subtly. The mood remains calm, warm, and reassuring. (Silent video, no audio). No erratic movement, no character action, no dialogue, no generated text."
79,first_frame_only,object_inspection_push,4,"Slow intimate push-in camera motion on the object. The object remains still; only tiny light reflections and paper texture shift. Warm domestic light changes subtly. The mood remains calm, warm, and reassuring. (Silent video, no audio). No erratic movement, no character action, no dialogue, no generated text."
80,first_frame_only,object_inspection_push,4,"Slow intimate push-in camera motion on the object. The object remains still; only tiny light reflections and paper texture shift. Warm domestic light changes subtly. The mood remains calm, warm, and reassuring. (Silent video, no audio). No erratic movement, no character action, no dialogue, no generated text."
81,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
82,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
83,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
84,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
85,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
86,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
87,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
88,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
89,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
90,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
91,first_frame_only,daily_action_follow,6,"Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
