unit_index,scene_group_id,scene_archetype,host_usage,visible_text_policy,prompt_mode,line_context_frame,prompt_img_nano
10,S02_michiko_morning_pillar,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""急いでいるわけではないのに、胸の奥で、少し待ってと言われたような気がしました。"", ""scene_group_id"": ""S02_michiko_morning_pillar"", ""visual_intent"": ""Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '急いでいるわけではないのに、胸の奥で、少し待ってと言われたような気がしました。'. Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
11,S02_michiko_morning_pillar,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""美智子さんは布団の上に手をつき、ゆっくり上体を起こしました。"", ""scene_group_id"": ""S02_michiko_morning_pillar"", ""visual_intent"": ""Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '美智子さんは布団の上に手をつき、ゆっくり上体を起こしました。'. Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
12,S02_michiko_morning_pillar,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""そして廊下へ出る前に、近くの柱へそっと手を伸ばしました。"", ""scene_group_id"": ""S02_michiko_morning_pillar"", ""visual_intent"": ""Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'そして廊下へ出る前に、近くの柱へそっと手を伸ばしました。'. Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
13,S02_michiko_morning_pillar,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""倒れたわけではありません。"", ""scene_group_id"": ""S02_michiko_morning_pillar"", ""visual_intent"": ""Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '倒れたわけではありません。'. Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
14,S02_michiko_morning_pillar,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""強いめまいがしたわけでもありません。"", ""scene_group_id"": ""S02_michiko_morning_pillar"", ""visual_intent"": ""Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '強いめまいがしたわけでもありません。'. Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
15,S02_michiko_morning_pillar,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""でも自分でも気づかないくらい自然に、手が柱を探していたのです。"", ""scene_group_id"": ""S02_michiko_morning_pillar"", ""visual_intent"": ""Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'でも自分でも気づかないくらい自然に、手が柱を探していたのです。'. Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
16,S02_michiko_morning_pillar,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""そのとき美智子さんは、小さく首をかしげました。"", ""scene_group_id"": ""S02_michiko_morning_pillar"", ""visual_intent"": ""Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'そのとき美智子さんは、小さく首をかしげました。'. Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
17,S02_michiko_morning_pillar,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""最近、こういうことが少し増えている気がする。"", ""scene_group_id"": ""S02_michiko_morning_pillar"", ""visual_intent"": ""Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '最近、こういうことが少し増えている気がする。'. Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
18,S02_michiko_morning_pillar,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""そう思いながらも、すぐに台所へ向かいました。"", ""scene_group_id"": ""S02_michiko_morning_pillar"", ""visual_intent"": ""Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'そう思いながらも、すぐに台所へ向かいました。'. Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
19,S02_michiko_morning_pillar,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""お湯を沸かし、湯のみを出し、いつもの朝の支度をしました。"", ""scene_group_id"": ""S02_michiko_morning_pillar"", ""visual_intent"": ""Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'お湯を沸かし、湯のみを出し、いつもの朝の支度をしました。'. Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
20,S02_michiko_morning_pillar,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""けれど、柱に手をついた感覚だけが、指先に少し残っていました。"", ""scene_group_id"": ""S02_michiko_morning_pillar"", ""visual_intent"": ""Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'けれど、柱に手をついた感覚だけが、指先に少し残っていました。'. Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
21,S02_michiko_morning_pillar,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""数日前にも、似たようなことがありました。"", ""scene_group_id"": ""S02_michiko_morning_pillar"", ""visual_intent"": ""Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '数日前にも、似たようなことがありました。'. Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
22,S03_prior_small_signs,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""茶の間から台所へ行く途中で、スリッパの先が畳のへりに軽く引っかかりました。"", ""scene_group_id"": ""S03_prior_small_signs"", ""visual_intent"": ""A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '茶の間から台所へ行く途中で、スリッパの先が畳のへりに軽く引っかかりました。'. A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
23,S03_prior_small_signs,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""転んだわけではなく、足を少し出し直しただけでした。"", ""scene_group_id"": ""S03_prior_small_signs"", ""visual_intent"": ""A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '転んだわけではなく、足を少し出し直しただけでした。'. A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
24,S03_prior_small_signs,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""そのときも美智子さんは、まあ、年のせいかしらと笑って済ませました。"", ""scene_group_id"": ""S03_prior_small_signs"", ""visual_intent"": ""A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'そのときも美智子さんは、まあ、年のせいかしらと笑って済ませました。'. A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
25,S03_prior_small_signs,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""また別の日には、夕方の廊下で足元が前より暗く見えました。"", ""scene_group_id"": ""S03_prior_small_signs"", ""visual_intent"": ""A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'また別の日には、夕方の廊下で足元が前より暗く見えました。'. A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
26,S03_prior_small_signs,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""電気をつければいいだけのことなのに、なぜか面倒で、そのまま歩きました。"", ""scene_group_id"": ""S03_prior_small_signs"", ""visual_intent"": ""A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '電気をつければいいだけのことなのに、なぜか面倒で、そのまま歩きました。'. A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
27,S03_prior_small_signs,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""その一歩目だけ、床が少し遠く感じました。"", ""scene_group_id"": ""S03_prior_small_signs"", ""visual_intent"": ""A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'その一歩目だけ、床が少し遠く感じました。'. A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
