script_text,prompt_img_nano,prompt_video_veo3
それでは、ひとつずつ確認してみましょう。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. A calm, reassuring senior Japanese female host (65-75) sitting comfortably in a warm Japanese living room, gently gesturing to explain a helpful tip about: それでは、ひとつずつ確認してみましょう。... The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 11) The character MUST appear the SAME age as the reference. NO youth reduction.","Expert emphasis beat 11. Slow, reassuring push toward the host. The host gives a subtle nod and gentle hand gesture focusing on the host explaining. Soft lighting remains stable. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 11]"
そもそも、なぜ通院や外出の日に思わぬケガをしてしまうことが多いのでしょうか。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. A clean, abstract or environment-focused scene supporting the narration: そもそも、なぜ通院や外出の日に思わぬケガをしてしまうことが多... The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 12)","Solution demo beat 12. Calm breathing pan across the room. Background elements drift softly focusing on the surrounding environment. Dust motes or curtains shift very slightly in the air. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 12]"
実は、年齢とともに少しずつ筋力やバランス感覚が変化しています。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. A senior Japanese person (65-75) doing the action described: 実は、年齢とともに少しずつ筋力やバランス感覚が変化しています... in a clean domestic or clinic setting. The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 13)","Observation beat 13. Smooth lateral follow. The subject continues their everyday task naturally focusing on the subject action. Soft lighting remains stable. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 13]"
そのため、普段なら問題ない場所でも、ふらつきやすくなることがあります。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. A senior Japanese person (65-75) doing the action described: そのため、普段なら問題ない場所でも、ふらつきやすくなることが... in a clean domestic or clinic setting. The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 14)","Focus beat 14. Smooth lateral follow. The subject continues their everyday task naturally focusing on the subject action. Soft lighting remains stable. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 14]"
それに加えて、「早く行かなくては」という焦りが重なると、注意力が散漫になりがちです。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. A senior Japanese person (65-75) doing the action described: それに加えて、「早く行かなくては」という焦りが重なると、注意... in a clean domestic or clinic setting. The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 15)","Attention beat 15. Smooth lateral follow. The subject continues their everyday task naturally focusing on the subject action. Soft lighting remains stable. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 15]"
消費者庁などのデータでも、急いでいるときや焦っているときに、思わぬ事故が起きやすいことが報告されています。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. A senior Japanese person (65-75) doing the action described: 消費者庁などのデータでも、急いでいるときや焦っているときに、... in a clean domestic or clinic setting. The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 16)","Detail beat 16. Smooth lateral follow. The subject continues their everyday task naturally focusing on the subject action. Soft lighting remains stable. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 16]"
例えば、玄関のちょっとした段差や、普段から歩き慣れているはずの道でも、つまずいてしまうことがあります。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. A senior Japanese person (65-75) doing the action described: 例えば、玄関のちょっとした段差や、普段から歩き慣れているはず... in a clean domestic or clinic setting. The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 17)","Context beat 17. Smooth lateral follow. The subject continues their everyday task naturally focusing on the subject action. Soft lighting remains stable. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 17]"
また、普段飲んでいるお薬の影響で、立ち上がった瞬間にめまいを感じる方もいらっしゃいます。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. A senior Japanese person (65-75) doing the action described: また、普段飲んでいるお薬の影響で、立ち上がった瞬間にめまいを... in a clean domestic or clinic setting. The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 18)","Solution demo beat 18. Smooth lateral follow. The subject continues their everyday task naturally focusing on the subject action. Soft lighting remains stable. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 18]"
病院へ向かう道のりは、ただでさえ緊張するものです。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. A senior Japanese person (65-75) doing the action described: 病院へ向かう道のりは、ただでさえ緊張するものです。... in a clean domestic or clinic setting. The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 19)","Observation beat 19. Smooth lateral follow. The subject continues their everyday task naturally focusing on the subject action. Soft lighting remains stable. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 19]"
「まだ時間がある」と思っていても、出かける直前になって探し物が見つからないと、急に心拍数が上がってしまうこともありますよね。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. A simple, clean metaphorical illustration representing the health concept: 「まだ時間がある」と思っていても、出かける直前になって探し物... without medical gore or panic. The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 20)","Focus beat 20. Gentle slow push forward. The subject performs a subtle, calm micro-movement focusing on the visual metaphor. Soft lighting remains stable. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 20]"
そうした心の焦りが、足元のつまずきにつながることも少なくありません。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. A senior Japanese person (65-75) doing the action described: そうした心の焦りが、足元のつまずきにつながることも少なくあり... in a clean domestic or clinic setting. The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 21)","Attention beat 21. Smooth lateral follow. The subject continues their everyday task naturally focusing on the subject action. Soft lighting remains stable. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 21]"
だからこそ、当日の朝に焦らない工夫が大切になります。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. A clean, abstract or environment-focused scene supporting the narration: だからこそ、当日の朝に焦らない工夫が大切になります。... The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 22)","Detail beat 22. Calm breathing pan across the room. Background elements drift softly focusing on the surrounding environment. Dust motes or curtains shift very slightly in the air. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 22]"
焦らず、落ち着いて出発できれば、転倒のリスクも自然と減らすことができます。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. A simple, clean metaphorical illustration representing the health concept: 焦らず、落ち着いて出発できれば、転倒のリスクも自然と減らすこ... without medical gore or panic. The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 23)","Context beat 23. Gentle slow push forward. The subject performs a subtle, calm micro-movement focusing on the visual metaphor. Soft lighting remains stable. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 23]"
少しの工夫で、安心につなげることができるのです。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. A calm, reassuring senior Japanese female host (65-75) sitting comfortably in a warm Japanese living room, gently gesturing to explain a helpful tip about: 少しの工夫で、安心につなげることができる... The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 24) The character MUST appear the SAME age as the reference. NO youth reduction.","Expert emphasis beat 24. Slow, reassuring push toward the host. The host gives a subtle nod and gentle hand gesture focusing on the host explaining. Soft lighting remains stable. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 24]"
ここからは、具体的にみっつの見直しポイントを見ていきましょう。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. A senior Japanese person (65-75) doing the action described: ここからは、具体的にみっつの見直しポイントを見ていきましょう... in a clean domestic or clinic setting. The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 25)","Observation beat 25. Smooth lateral follow. The subject continues their everyday task naturally focusing on the subject action. Soft lighting remains stable. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 25]"
ひとつめのポイントは、持ち物の準備です。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. A senior Japanese person (65-75) doing the action described: ひとつめのポイントは、持ち物の準備です。... in a clean domestic or clinic setting. The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 26)","Focus beat 26. Smooth lateral follow. The subject continues their everyday task naturally focusing on the subject action. Soft lighting remains stable. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 26]"
当日の朝、バッグの中をひっくり返していませんか？,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. Close-up focus on everyday items related to the narration: 当日の朝、バッグの中をひっくり返していませんか？... arranged neatly in a Japanese home or clinic. The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 27)","Attention beat 27. Slow macro drift over the object. The object remains perfectly still focusing on the focused object. Soft lighting remains stable. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 27]"
保険証や診察券、お薬手帳など、通院に必要なものは案外多いものです。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. Close-up focus on everyday items related to the narration: 保険証や診察券、お薬手帳など、通院に必要なものは案外多いもの... arranged neatly in a Japanese home or clinic. The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 28)","Detail beat 28. Slow macro drift over the object. The object remains perfectly still focusing on the focused object. Soft lighting remains stable. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 28]"
これらを当日の朝になってから集めようとすると、どうしても慌ててしまいます。,"Generate a retro-clean 2D illustration (illustrated lifestyle handbook, retro-clean 2D, warm domestic scenes, senior-friendly). Clean flat outlines, minimal detail, object clarity, flat soft colors, warm earth tones, low saturation. Practical domestic scene focus, minimal clutter. A senior Japanese person (65-75) doing the action described: これらを当日の朝になってから集めようとすると、どうしても慌て... in a clean domestic or clinic setting. The human characters MUST explicitly show aging features: silver-gray hair, facial wrinkles, relaxed mature posture, and weathered hands. DO NOT make them look younger than 60.  No photorealistic rendering, no lip sync, no direct-to-camera speech, no mouth-open speaking pose, no cluttered composition. No other readable text. (Line 29)","Context beat 29. Smooth lateral follow. The subject continues their everyday task naturally focusing on the subject action. Soft lighting remains stable. Preserve the warm, calm editorial mood of the image exactly. (Silent video, no audio). No lip sync, no direct-to-camera speech, no mouth-open speaking pose, no new readable text. [Context 29]"
