unit_index,i2v_mode,motion_strategy,recommended_duration_sec,prompt_video_veo3
10,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
11,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
12,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
13,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
14,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
15,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
16,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
17,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
18,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
19,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
20,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
21,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
22,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
23,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
24,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
25,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
26,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
27,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
28,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
29,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
30,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
31,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
32,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
33,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
34,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
35,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
36,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
37,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
38,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
39,first_frame_only,comparison_parallax_hold,6,"Static observing shot with a very gentle push-in. The split-screen elements hold their positions while exhibiting slow, isolated micro-movements. Soft, continuous ambient light on both sides. The atmosphere is analytical and calmly educational. (Silent video, no audio). No fast transitions, no erratic movement."
40,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
41,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
42,first_frame_only,object_inspection_push,4,"Slow, intimate push-in camera motion on the object. The object remains still while fulfilling its purpose. Subtle light reflections shift slowly across the object's surface. The atmosphere is quiet and focused. (Silent video, no audio). No erratic movement, no character action."
43,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
44,first_frame_only,object_inspection_push,4,"Slow, intimate push-in camera motion on the object. The object remains still while fulfilling its purpose. Subtle light reflections shift slowly across the object's surface. The atmosphere is quiet and focused. (Silent video, no audio). No erratic movement, no character action."
45,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
46,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
47,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
48,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
49,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
50,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
51,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
52,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
53,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
54,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
55,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
56,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
57,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
58,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
59,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
60,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
61,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
62,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
63,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
64,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
65,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
66,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
67,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
68,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
69,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
70,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
71,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
72,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
73,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
74,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
75,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
76,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
77,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
78,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
79,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
80,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
81,first_frame_only,comparison_parallax_hold,6,"Static observing shot with a very gentle push-in. The split-screen elements hold their positions while exhibiting slow, isolated micro-movements. Soft, continuous ambient light on both sides. The atmosphere is analytical and calmly educational. (Silent video, no audio). No fast transitions, no erratic movement."
82,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
83,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
84,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
85,first_frame_only,comparison_parallax_hold,6,"Static observing shot with a very gentle push-in. The split-screen elements hold their positions while exhibiting slow, isolated micro-movements. Soft, continuous ambient light on both sides. The atmosphere is analytical and calmly educational. (Silent video, no audio). No fast transitions, no erratic movement."
86,first_frame_only,comparison_parallax_hold,6,"Static observing shot with a very gentle push-in. The split-screen elements hold their positions while exhibiting slow, isolated micro-movements. Soft, continuous ambient light on both sides. The atmosphere is analytical and calmly educational. (Silent video, no audio). No fast transitions, no erratic movement."
87,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
88,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
