unit_index,scene_group_id,scene_archetype,host_usage,visible_text_policy,visible_text_exact,prompt_mode,prompt_img_nano
17,SG_04_viewer_connection,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese person (silver-gray hair, wrinkles) standing now, one hand lightly touching the wall, looking steady again, faint relief in expression. Same Japanese bedroom, same morning light slightly brighter. Muted warm tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift."
18,SG_04_viewer_connection,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman narrator (silver-gray hair, wrinkles, gentle expression) with a soft, empathetic nod, as if acknowledging something familiar the viewer might also feel. Warm simple background, kamishibai frame. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose, lip sync."
19,SG_05_haruko_symptom,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman Haruko (silver-gray hair, wrinkles, calm but uncertain expression) standing in her Japanese home, one hand lightly on a door frame, not spinning but with a subtle sense of imbalance — feet planted but body slightly listing. Japanese domestic interior. Muted warm tones, cream paper texture, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift, spinning/vertigo exaggeration."
20,SG_05_haruko_symptom,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles, weathered hands) standing barefoot on tatami, looking down at her feet with a slightly puzzled expression, the floor subtly rendered as slightly soft or yielding. Japanese room, morning light. Muted warm tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift."
21,SG_05_haruko_symptom,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles) reaching up to open a curtain in a Japanese room, one hand steadying herself against the wall. Morning light about to flood in. Calm, careful movement. Muted warm tones, morning light glow, cream paper texture, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift."
22,SG_05_haruko_symptom,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles) standing calmly, hands now relaxed at sides, the unsteady moment clearly passed. Bright morning light from the now-open curtain. Quiet relief. Japanese room. Muted warm tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift."
23,SG_05_haruko_symptom,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. A simple Japanese wall calendar with marks or a small notepad on a low shelf, suggesting recurring weekly events — a visual shorthand for 'once or twice a week.' Domestic Japanese interior, warm morning light. Muted warm tones, soft ochre, cream paper texture, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, infographic clutter."
24,SG_06_haruko_hesitation,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles, thoughtful expression) sitting at a low table in her Japanese apartment, chin resting on one hand, gazing out through a window, contemplating. Quiet domestic scene, a teacup nearby. Muted warm tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift."
25,SG_06_haruko_hesitation,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles) looking toward a telephone or small clinic card on a shelf, but not reaching for it — hesitant, unsure expression. Japanese apartment interior, warm afternoon light. Muted tones, cream paper texture, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift, hospital imagery."
26,SG_06_haruko_hesitation,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles) sitting alone, lips slightly pursed in mild concern, one hand resting on the table. The scene conveys a quiet worry without alarm. Japanese apartment, warm light. Muted tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift."
27,SG_06_haruko_hesitation,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles) looking down at her hands folded on the low table, a quiet sense of not quite knowing what to say. Warm ambient light, Japanese apartment. Muted tones, cream paper texture, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift."
28,SG_06_haruko_hesitation,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles, mild resignation) gazing quietly out the window, the scene fading gently into soft ambient light. Japanese domestic interior. Muted warm tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift."
29,SG_07_normalization,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese narrator (silver-gray hair, wrinkles, reassuring warm expression) with a gentle open-palm gesture, conveying 'this is actually quite common.' Warm simple background, kamishibai frame. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose, lip sync."
30,SG_07_normalization,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese narrator (silver-gray hair, wrinkles, understanding eyes) with a gentle knowing nod, as if saying 'many people put it aside as just aging.' Warm backdrop, kamishibai frame. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose, lip sync."
31,SG_08_explanation_intro,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese narrator (silver-gray hair, wrinkles) with a gently curious expression and one hand raised slightly as if posing a soft question. Warm background, kamishibai frame. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose, lip sync."
32,SG_08_explanation_intro,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman Haruko (silver-gray hair, wrinkles) sitting at a low table looking at a simple health booklet or pamphlet, one finger gently tracing the page. Japanese apartment, warm light. Muted tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift, fake medical imagery."
33,SG_08_explanation_intro,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese narrator (silver-gray hair, wrinkles) with a calm expression and lightly raised index finger as if saying 'there were a few things she learned.' Warm background, kamishibai frame. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose, lip sync."
34,SG_09_blood_pressure,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Simple symbolic diagram-like scene: a gentle cross-section silhouette of a human body lying flat, with soft warm-toned arrows showing blood flow distributed evenly between heart and head. Clean, educational, low clutter. Muted warm tones, faded indigo accents, cream paper texture, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, medical horror, infographic overload."
35,SG_09_blood_pressure,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Simple symbolic scene: a human body silhouette lying horizontally, soft arrows showing calm even blood circulation when heart and head are at the same level. Clean educational metaphor. Muted warm tones, cream paper, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, medical horror."
36,SG_09_blood_pressure,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Symbolic scene: same gentle body silhouette in cross-section, but heart and head at same height, with smooth circular arrows to represent good blood flow. Soft warm tones, clean educational visual. Cream paper grain, kamishibai frame. No readable text. Avoid photorealism, glossy CG, digital anime, medical horror."
37,SG_09_blood_pressure,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Symbolic scene: a gentle body silhouette now sitting upright, with soft warm-toned arrows showing blood flowing downward toward the feet, the arrow to the head becoming thinner — visual shorthand for postural blood pressure drop. Clean, calm educational metaphor. Muted tones, cream paper, kamishibai frame. No readable text. Avoid photorealism, glossy CG, digital anime, alarming imagery."
38,SG_09_blood_pressure,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same symbolic body silhouette now upright, thin arrow going to head versus thicker arrows going to feet — representing temporary reduced blood to the brain causing lightheadedness. Calm educational visual. Muted warm tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, fear imagery."
39,SG_09_blood_pressure,comparison_pair,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Split composition: left side shows a younger person's silhouette with quick adaptation arrows (body adjusting fast), right side shows an elderly person's silhouette with slower, gentler adaptation arrows. Both calm, educational, non-dramatic. Muted warm tones, cream paper, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, ageist imagery."
40,SG_09_blood_pressure,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly body silhouette with slower adaptation arrows, a gentle clock or timer symbol nearby suggesting 'the adjustment takes a bit longer now.' Clean, warm educational metaphor. Muted tones, cream paper, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, alarming imagery."
41,SG_09_blood_pressure,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese narrator (silver-gray hair, wrinkles, reassuring expression) with a calm gentle gesture suggesting 'this is a natural change.' Warm background, kamishibai frame. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose."
42,SG_10_hydration,object_focus,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Close-up of a simple Japanese glass of water on a bedside shelf beside a small alarm clock, a folded hand towel nearby. Warm morning light. Visual shorthand for 'hydration topic.' Muted warm tones, soft ochre, cream paper texture, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG."
43,SG_10_hydration,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Gentle symbolic scene: a sleeping person's silhouette with soft vapor wisps rising — representing moisture lost through breathing and sweating during sleep. Clean, calm educational visual. Muted warm tones, faded indigo night hue, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, alarming imagery."
44,SG_10_hydration,object_focus,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. A simple Japanese drinking glass shown next to a measuring reference — the glass about to overflow, suggesting roughly one glass worth of water lost overnight. Clean, warm educational object focus. Muted tones, cream paper, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG."
45,SG_10_hydration,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Gentle symbolic scene: a dry sponge or wilted small plant in warm morning light — visual metaphor for the body being slightly dehydrated upon waking. Clean, warm, non-alarming educational image. Muted tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, dramatic imagery."
46,SG_10_hydration,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Simple symbolic scene: soft flowing lines representing blood circulation becoming thinner or slower when body water is low — calm educational metaphor for dehydration affecting circulation. Muted warm tones, cream paper, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, medical horror."
47,SG_10_hydration,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Continuation: the same thin flowing lines now connected to a gentle human silhouette with a subtle tilt — linking dehydration to morning unsteadiness. Clean, educational, non-alarming. Muted tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG."
48,SG_11_balance,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Gentle symbolic diagram: a simplified ear cross-section highlighting the semicircular canals, rendered in warm gouache tones. The inner-ear area glows softly with warm colors to show its role in balance. Clean educational visual. Muted tones, cream paper, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, medical horror."
49,SG_11_balance,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Gentle symbolic scene: a pair of feet (showing slight age — thicker skin, broader shape) standing on a floor surface, with soft wavy lines emanating from the soles to suggest sensory feedback. Clean educational metaphor for foot-sole balance sense. Muted warm tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG."
50,SG_11_balance,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Gentle symbolic scene: a soft gradient timeline showing sensory signals (small wavy lines) becoming slightly fainter or slower with a gentle arrow suggesting age-related change over time. Clean, non-alarming educational visual. Muted warm tones, cream paper, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, ageist imagery."
51,SG_11_balance,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Gentle symbolic scene: a sleeping elderly person's silhouette with the semicircular canals and foot soles shown in gentle glow but dimmed — suggesting these senses are not yet fully awake in the early morning. Calm dawn colors. Muted tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG."
52,SG_12_reassurance,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese narrator (silver-gray hair, wrinkles, warm reassuring smile) with a gentle calming gesture — hands gently open as if saying 'the body just hasn't said good morning yet.' Warm background, kamishibai frame. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose."
53,SG_12_reassurance,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese narrator (silver-gray hair, wrinkles, kind eyes) with a soft, encouraging expression — conveying reassurance and comfort. Warm background, kamishibai frame. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose."
54,SG_12_reassurance,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese narrator (silver-gray hair, wrinkles) with a gentle cautionary expression and one hand raised slightly — conveying 'but not all dizziness is the same.' Warm background, kamishibai frame. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose."
55,SG_12_reassurance,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese narrator (silver-gray hair, wrinkles) with a thoughtful expression and gently clasped hands — conveying that various factors like medications and health conditions may play a role. Warm background, kamishibai frame. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose."
56,SG_12_reassurance,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese narrator (silver-gray hair, wrinkles, gentle wisdom in expression) with a small open-hand gesture — conveying 'please take this as one perspective.' Warm background, kamishibai frame. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose."
57,SG_13_haruko_change,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman Haruko (silver-gray hair, wrinkles, thoughtful expression) sitting on her futon in the morning, looking as if she has decided to try something different. Same tatami room, soft morning light. Muted warm tones, cream paper, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift."
58,SG_13_haruko_change,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles) sitting upright in futon, looking slightly hurried as if about to spring up quickly — representing the old habit. Same tatami room, morning light. Muted warm tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift."
59,SG_13_haruko_change,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles, curious expression) pausing thoughtfully in futon, hands on knees, about to try a new approach to getting up. Same tatami room, morning light. Muted warm tones, cream paper, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift."
60,SG_14_wakeup_routine,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles, relaxed) lying on her back in futon, knees gently raised and bent. Tatami floor, shoji, soft morning light. Calm, deliberate posture. Muted warm tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift, exercise imagery."
61,SG_14_wakeup_routine,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles, weathered feet visible) lying in futon, gently rotating her ankles in small circles. Close-up enough to see the foot movement. Tatami, warm morning light. Muted tones, cream paper, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift."
62,SG_14_wakeup_routine,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles) rolling to her side in futon, one arm pressing down to slowly push her body up. Careful, unhurried movement. Tatami, morning light. Muted warm tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift."
63,SG_14_wakeup_routine,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese narrator (silver-gray hair, wrinkles, gentle calming gesture) with a reassuring expression — conveying 'no need to rush.' Warm background, kamishibai frame. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose."
