script_text,prompt_img_nano,prompt_video_veo3
消費者庁の資料でも、風呂場や脱衣所、洗面所は、高齢者の転倒が起きやすい場所として報告されています。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A calm object-focused shot: an official-looking document page with a subtle seal icon, resting on a Japanese home table, representing a consumer safety report. No actual text readable — the document is suggested by layout and color, not by words. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid fake scientific proof imagery.","Slow dolly forward toward the document. The paper and seal icon catch a subtle shifting light, looking official but unreadable. Preserve the calm, factual object-focused mood. (Silent video, no audio). No new readable text, no generated audio."
入浴中の事故で救急搬送される高齢者の多くが、重い症状と診断されているという報告もあります。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A clean symbolic scene: an ambulance icon or emergency cross symbol placed next to a simplified illustration of a Japanese bathing area, representing emergency transport related to bathing accidents. Calm, factual, not scary. Flat soft colors, warm earth tones, low clutter, diagram-like clarity. No readable text. Avoid fear imagery, avoid injury scenes, avoid photorealistic rendering.","Gentle parallax layer drift. The ambulance icon subtly floats or pulses apart from the simplified bathing area illustration. Preserve the diagram-like clarity without fear imagery. (Silent video, no audio). No new readable text."
脱衣所だけの件数はまとまった統計としては分かりにくいのですが、入浴に関連する事故全体を見ると、決して珍しいことではありません。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A simple diagram-like scene: a Japanese dressing room and bathroom shown as a connected pair, with a subtle question-mark overlay suggesting that dressing-room-specific accident data is hard to separate from overall bathing statistics. Clean metaphor, low clutter. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid infographic overload.","Slow lateral drift across the diagram. The connected dressing room and bathroom illustrations remain stable while the question-mark overlay has a very subtle breathing pulse. Preserve the clean metaphor. (Silent video, no audio). No new readable text."
特に冬場は、暖かいリビングから冷えた脱衣所へ移動するだけでも、体に負担がかかりやすくなります。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A symbolic scene showing a warm-toned living room doorway on the left and a cool-toned dressing room on the right, with a visible temperature-gap indicator between them. The contrast suggests body strain from temperature change. Clean diagram-like composition. Flat soft colors, warm-to-cool gradient. No readable text. Avoid photorealistic rendering, avoid fear imagery.","Controlled parallax shift from left to right. The warm-to-cool gradient softly ripples, and the temperature-gap indicator subtly updates or holds steady. Preserve the symbolic contrast. (Silent video, no audio). No new readable text."
だからこそ、お風呂に入る前の場所にも、少し目を向けておきたいですね。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A calm wide view showing a Japanese hallway leading toward the dressing room and bathroom area. Soft warm light from the living room fades into cooler tones near the dressing room, suggesting the transition worth paying attention to. Flat soft colors, warm earth tones, practical Japanese home details. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom.","Gentle forward dolly down the hallway. The warm light from the living room stays constant while the cooler tones near the dressing room become more prominent. Preserve the transition feeling. (Silent video, no audio). No new readable text."
では、具体的にどこを確認すればいいのか、ひとつずつ見ていきましょう。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A forward-looking view into a Japanese dressing room doorway — clean, calm, inviting. The scene suggests the viewer is about to walk through and check each area together. Flat soft colors, warm earth tones, object clarity, minimal clutter. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom.","Slow, inviting push through the dressing room doorway. The clean, calm interior waits quietly, shadows shifting gracefully. Preserve the calm walkthrough mood. (Silent video, no audio). No new readable text, no generated audio."
まず最初は、床のことです。,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up looking down at the vinyl floor of a Japanese dressing room. The flat surface is slightly shiny, suggesting it could be slippery when wet. Clean object-focused composition. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom.","Slow downward push toward the floor. The slightly shiny vinyl surface catches a shifting gleam of light, emphasizing its smoothness. Preserve the clean object-focused composition. (Silent video, no audio). No new readable text."
脱衣所の床は、お風呂から出たときに濡れた足で踏むことが多いですよね。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A pair of wet bare feet — belonging to a visibly elderly Japanese person with slightly weathered skin — stepping out from the bathroom onto a smooth Japanese dressing room floor. A few water droplets visible on the surface. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom, avoid youthful smooth skin.","Gentle follow motion. The wet, weathered bare feet step smoothly onto the floor, while the water droplets on the surface catch the shifting light. Preserve the elderly subject's careful movement. (Silent video, no audio). No lip sync, no new readable text."
ビニール系のフロアやタイルだと、水気があるだけで思った以上に滑りやすくなります。,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a vinyl floor tile and a ceramic tile sample side by side, both with a few water drops on them, suggesting slipperiness. Simple, factual comparison of common dressing room floor surfaces. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering.","Slight lateral shift across the two tile samples. The water drops on both surfaces tremble very slightly, catching the light. Preserve the factual comparison. (Silent video, no audio). No new readable text, no generated audio."
しかも冬場は、足の裏が冷たくて、つい急ぎ足になることもあるかもしれません。,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of bare elderly feet on a cold-looking floor in a Japanese dressing room — the toes are slightly curled from the chill, and the posture suggests the person is about to walk quickly. Cool blue-gray accent on the floor. Flat soft colors, selective cool accent, object clarity. No readable text. Avoid photorealistic rendering, avoid youthful smooth skin.","Slow tilt up from the cold floor. The elderly feet shift their weight slightly, toes curling more from the chill, preparing to walk. Preserve the cold temperature sensation and mature posture. (Silent video, no audio). No lip sync, no new readable text."
お風呂上がりに水滴がついたまま歩くのも、同じように滑りやすいです。,"Generate a retro-clean 2D illustrated lifestyle handbook image. Wet footprints on a Japanese dressing room floor, leading from the bathroom threshold toward the changing area. Water droplets visible. The scene suggests slipperiness from walking with wet feet. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom.","Gentle pan along the path of the wet footprints. The droplets of water shimmer slightly under the bathroom light. Preserve the implied slipperiness and factual tone. (Silent video, no audio). No new readable text."
急いで歩くと、さらに足を滑らせやすくなります。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A slightly blurred motion-suggested view of wet bare feet moving quickly across a Japanese dressing room floor, implying hurried walking makes slipping more likely. Clean illustration, not dramatic. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid injury scenes, avoid fear imagery.","Slight forward push. The blurred motion of the wet feet continues softly across the floor, emphasizing a hurried pace without showing a fall. Preserve the fast-walking illustration. (Silent video, no audio). No lip sync, no new readable text."
こうした場面で役に立つのが、脱衣所用のマットです。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A cork mat and a soft EVA foam mat placed neatly side by side on a Japanese dressing room floor. Both mats look practical and clean. Object clarity, the mats are the central subject. Flat soft colors, warm earth tones, minimal clutter. No readable text. Avoid photorealistic rendering, avoid brand logos.","Slow push-in on the two mats. The textures of the cork and soft EVA foam become clearer as the light gently sweeps across them. Preserve the practical, clean arrangement. (Silent video, no audio). No new readable text."
最近は、コルクマットや、イーブイエー素材のマットなど、選べる種類が増えています。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A close-up of multiple mat types arranged on a Japanese dressing room floor — a cork mat, a soft foam mat, and a simple rubber-backed bath mat. Each looks slightly different in texture. Practical domestic product display. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid brand logos.","Gentle downward push on the multiple mat types. The different textures catch subtle shifts in light, highlighting their material differences. Preserve the practical product display mood. (Silent video, no audio). No new readable text."
コルクマットは、断熱性があって足元の冷えを和らげてくれるのが特長です。,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a cork mat on a Japanese dressing room floor, with a hand lightly touching it. The mat's natural texture is visible, suggesting warmth and insulation underfoot. Object clarity, practical detail. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid brand logos.","Subtle push-in. The hand lightly strokes or presses the cork mat, revealing its dense, natural texture. Preserve the warm, practical detail focus. (Silent video, no audio). No lip sync, no new readable text."
イーブイエー素材のマットは、水に強くてお手入れしやすいものが多いです。,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of an EVA foam mat on a Japanese dressing room floor — a few water drops bead on its surface, showing water resistance. The mat looks easy to clean. Object clarity, practical detail. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid brand logos.","Slow push-in on the EVA foam mat. The water droplets on the surface tremble slightly but do not soak in, showing water resistance. Preserve the object clarity. (Silent video, no audio). No new readable text."
どちらの素材も、湿気がこもるとカビの原因になりますので、ときどき外して風を通してあげてください。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A mat lifted slightly off a Japanese dressing room floor, revealing good airflow underneath. A small breeze icon or fresh-air visual cue suggests ventilation to prevent mold. Clean practical illustration. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering.","Gentle parallax drift. The mat remains slightly lifted while the breeze icon or fresh-air visual cue gently pulses, showing ventilation under the mat. Preserve the clean practical illustration. (Silent video, no audio). No new readable text."
どちらを選ぶにしても、確認しておきたいのは三つあります。,"Generate a retro-clean 2D illustrated lifestyle handbook image. Three small icons or visual cues arranged cleanly on a Japanese dressing room background: a mat with a non-slip backing, a mat with water droplets beading off, and a mat edge showing minimal thickness. Checklist-style object focus. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid infographic overload.","Slow lateral drift across the three icons. Each small checklist visual cue shimmers slightly to draw attention as the camera passes. Preserve the simple object focus. (Silent video, no audio). No new readable text."
ひとつは、マットそのものがズレないかどうかです。,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a mat placed firmly on a Japanese dressing room floor — the underside has a non-slip rubber backing, and the mat does not budge. Stable, secure feeling. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering.","Slow downward push. The mat remains firmly locked to the floor as a small subtle force or light shift passes over it, proving its stability. Preserve the secure feeling. (Silent video, no audio). No new readable text."
もうひとつは、水はけが良く、カビにくい素材かどうかです。,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a mat surface in a Japanese dressing room — water droplets bead on the surface and drain away easily, showing the mat's water-resistant, mold-resistant quality. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering.","Gentle push-in on the mat surface. The water droplets bead up and slide a millimeter perfectly without soaking in. Preserve the water-resistant quality. (Silent video, no audio). No new readable text."
そして、マットの厚みで段差ができないかどうかです。,"Generate a retro-clean 2D illustrated lifestyle handbook image. Side view of a mat edge on a Japanese dressing room floor — the mat is thin enough not to create a tripping step-up. A subtle arrow or sight-line shows the low profile. Object clarity, practical detail. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering.","Slow lateral slide along the edge of the mat. The arrow or sight-line icon subtly pulses or holds its overlaid position, emphasizing the low profile. Preserve the practical detail. (Silent video, no audio). No new readable text."
小さな段差でも、つまずきの原因になることがあります。,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a small step-up where a mat edge meets the floor in a Japanese dressing room — a toe is near the edge, illustrating how even a small bump can cause tripping. Calm, factual, not alarming. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid injury scenes.","Subtle downward push. The toe rests near the small step-up edge, holding completely still while a soft shadow shifts across the floor. Preserve the factual, non-alarming caution. (Silent video, no audio). No new readable text."
端にスロープ状のパーツをつけると、引っかかりにくくなることがあります。,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a mat edge on a Japanese dressing room floor with a small sloped transition piece attached, making the edge smooth and trip-free. Practical detail shot. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering.","Slow push-in on the edge of the mat. The small sloped transition piece catches a subtle highlight, emphasizing the smooth, trip-free border. Preserve the practical detail shot. (Silent video, no audio). No new readable text."
もちろん、マットだけで転倒を完全に防げるわけではありません。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A Japanese dressing room floor with a cork mat placed neatly — the mat helps but does not cover the entire floor, suggesting it is one helpful step, not a complete solution. Honest, practical perspective. Flat soft colors, warm earth tones, object clarity, minimal clutter. No readable text. Avoid photorealistic rendering.","Gentle pan across the dressing room floor. The neatly placed cork mat stays fixed while subtle shadows from the window shift. Preserve the honest, practical perspective. (Silent video, no audio). No new readable text."
けれど、見直しの第一歩として取り入れてみるのは、悪くない選択かもしれません。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A Japanese dressing room with a single cork mat on the floor — the room looks slightly improved but still modest. The feeling is 'a good first step.' Warm, encouraging domestic atmosphere. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom.","Slow tilt up from the single cork mat to take in the modestly improved dressing room. The warm domestic light flickers very gently. Preserve the encouraging atmosphere. (Silent video, no audio). No new readable text."
分からないことがあれば、福祉用具の専門相談員に聞いてみるのも方法のひとつです。,"Generate a retro-clean 2D illustrated lifestyle handbook image. An elderly Japanese person's weathered hand picking up a phone handset or holding a small business card, suggesting calling a welfare equipment specialist for advice. Silver-gray hair visible at the edge of frame, gentle wrinkles on hand. Warm, practical domestic setting. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid youthful smooth skin.","Gentle push-in. The weathered hand firmly holds the phone handset or business card, adjusting its grip slightly to read or dial. Preserve the practical domestic setting. (Silent video, no audio). No lip sync, no new readable text."
次に確認しておきたいのは、温度差のことです。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A Japanese dressing room in winter: the room looks cold, with cool blue-gray tones on the walls and floor. No heater is visible. The atmosphere suggests this is the coldest room in the house. Flat soft colors, cool-toned palette with warm accent in the doorway behind. Object clarity, minimal clutter. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom.","Slow pan across the cold dressing room. The cool blue-gray tones dominate as the warm light in the distant doorway flickers slightly. Preserve the chilly, unprepared atmosphere. (Silent video, no audio). No new readable text."
冬の脱衣所は、家の中でもいちばん冷えているところかもしれません。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A symbolic split scene: on the left, a warm-toned cozy living room; on the right, a cool-toned Japanese dressing room. The contrast between warm and cold is visually clear. Clean diagram-like composition. Flat soft colors, warm-to-cool gradient. No readable text. Avoid photorealistic rendering, avoid fear imagery.","Parallax split shift. The warm-toned living room side breathes with cozy light, while the cool dressing room side remains visually flat and chilly. Preserve the clear temperature contrast. (Silent video, no audio). No new readable text."
暖かいリビングからここへ来ると、急に体が冷えて、血圧が変わりやすくなると言われています。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A clean symbolic illustration: a simplified human silhouette standing between a warm zone and a cold zone, with a subtle blood-pressure wave icon nearby suggesting body strain from temperature change. Calm, factual, medical-lite metaphor. Flat soft colors, warm-to-cool gradient. No readable text. Avoid photorealistic rendering, avoid fear imagery, avoid doctor costume.","Gentle layer drift. The human silhouette holds steady while the blood-pressure wave icon softly pulses, emphasizing the body strain metaphor. Preserve the calm, medical-lite clarity. (Silent video, no audio). No new readable text."
寒い脱衣所で急に服を脱ぐと、その差はさらに大きくなります。,"Generate a retro-clean 2D illustrated lifestyle handbook image. An elderly Japanese person standing in a cold dressing room, arms slightly crossed for warmth, about to remove a sweater. Silver-gray hair, gentle wrinkles, relaxed mature posture, comfortable indoor clothing. The cold atmosphere is suggested by cool blue-gray wall tones. Flat soft colors, warm earth tones on clothing vs cool room. No readable text. Avoid photorealistic rendering, avoid youthful smooth skin. The character MUST appear the SAME age as the reference. NO youth reduction.","Slow push-in on the elderly person. Their wrapped arms tighten slightly against the cold, and their breath is visibly absent to maintain calm. Preserve the exact character identity and age. (Silent video, no audio). No lip sync, no new readable text."
温度差が十度以上あると、体への負担が大きくなりやすいとされています。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A clean symbolic scene: a simple thermometer graphic showing a gap of roughly ten degrees between two zones (warm room vs cold dressing room), with a subtle caution icon. Calm, factual. Flat soft colors, warm-to-cool gradient, low clutter, diagram-like clarity. No readable text. Avoid photorealistic rendering, avoid fear imagery.","Gentle parallax drift. The thermometer graphic holds steady while the subtle caution icon slowly fades in and out or pulses once. Preserve the factual diagram clarity. (Silent video, no audio). No new readable text."
そのため、入浴の十分から十五分くらい前に、脱衣所を暖めておくのがひとつの工夫です。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A small wall clock in a Japanese dressing room showing roughly fifteen minutes before bath time, beside a compact ceramic heater that is just being turned on. The scene suggests pre-warming the room in advance. Object clarity, practical detail. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid brand logos.","Slow downward push. The small heater's light indicator flickers on, casting a tiny new warm glow on the floor, while the wall clock hands hold still. Preserve the practical detail. (Silent video, no audio). No new readable text."
目安としては、脱衣所の温度を二十度前後にしておくと良いとされています。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A simple room thermometer mounted on the wall of a Japanese dressing room, showing approximately 20 degrees. The room feels comfortably warm. Clean object-focused shot. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering.","Very slow dolly toward the wall thermometer. The liquid indicator or digital number holds at 20 degrees while a soft warm light passes over it. Preserve the comfortably warm mood. (Silent video, no audio). No new readable text."
浴槽のふたを少し開けておくと、蒸気で浴室も温まりやすくなります。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A Japanese bathroom with the bathtub lid slightly open, steam rising gently into the adjacent dressing room through the open door. The steam suggests pre-warming the bathroom naturally. Flat soft colors, warm earth tones, soft steam effect. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom.","Gentle pan across the doorway. The steam rises beautifully and lazily from the bathroom into the dressing room, slowly swirling. Preserve the soft, natural pre-warming effect. (Silent video, no audio). No new readable text."
脱衣所には、小さめのセラミックヒーターなどを使うと、入る前にさっと暖められます。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A compact white ceramic heater placed on the floor of a Japanese dressing room, radiating gentle warmth. The heater is small and unbranded. Warm-toned glow around the heater. Object clarity, practical detail. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid brand logos.","Slow push-in on the ceramic heater. The warm-toned glow around the heater trembles slightly, radiating gentle visual warmth onto the floor. Preserve the practical detail. (Silent video, no audio). No new readable text."
ここでひとつ、暖房器具について大切なことがあります。,"Generate a retro-clean 2D illustrated lifestyle handbook image. The same Japanese dressing room — a towel and folded clothes are visible on a shelf. A subtle warning visual: the towel is placed too close to the heater on the floor. The scene suggests fire safety awareness. Calm, factual. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid fire or flame imagery.","Gentle push-in on the towel and heater. The towel remains still, but the subtle warning visual softly pulses to emphasize the proximity hazard. Preserve the factual safety awareness mood. (Silent video, no audio). No new readable text."
脱衣所にはタオルや衣類がありますので、ヒーターの近くに置かないように気をつけてください。,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a Japanese dressing room shelf with towels and clothing neatly stored at a safe distance from a small ceramic heater below. The arrangement looks orderly and fire-safe. Object clarity, practical detail. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid brand logos.","Very slow pan across the safely arranged shelf. The folded towels and clothing hold perfectly still as warm, safe lighting washes over them. Preserve the orderly arrangement. (Silent video, no audio). No new readable text."
衣類が触れたまま放置されると、発火の原因になることがあります。,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a clothing item draped carelessly near a heater in a Japanese dressing room — a subtle caution visual suggesting this could cause a fire hazard if left unattended. Calm, factual warning composition. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid actual fire or flame imagery.","Subtle push-in. The carelessly draped clothing item shifts a tiny bit, as if about to slip closer to the heater below. The caution visual softly breathes. Preserve the factual warning. (Silent video, no audio). No new readable text."
選ぶときは、倒れたら自動で止まるものや、過熱防止がついたものが安心です。,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a compact ceramic heater with visible tip-over auto-shutoff and overheat protection icons subtly suggested by small safety symbols on the base. The heater looks reliable and safe. Object clarity. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid brand logos.","Gentle dolly forward on the heater base. The small safety symbols (tip-over, overheat) catch a distinct gleam of light to emphasize their presence. Preserve the reliable, safe mood. (Silent video, no audio). No new readable text."
壁にかけるタイプを選ぶと、床に置かない分、つまずきや接触のリスクを減らせます。,"Generate a retro-clean 2D illustrated lifestyle handbook image. A wall-mounted compact heater in a Japanese dressing room — installed high on the wall, away from the floor, reducing tripping and contact risk. Clean, practical installation view. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid brand logos.","Slow upward tilt toward the wall-mounted heater. The unit sits cleanly away from the floor, casting a steady, secure warm light downward. Preserve the practical installation view. (Silent video, no audio). No new readable text."
使い終わったら、必ずスイッチを切る習慣をつけておきましょう。,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of an elderly Japanese person's weathered hand reaching for a heater power switch to turn it off. Silver-gray hair at edge of frame. The gesture emphasizes the habit of switching off after use. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid youthful smooth skin.","Subtle push-in. The weathered hand firmly presses the heater power switch off, with a tiny, deliberate motion. Preserve the habit of switching off and the elderly hand details. (Silent video, no audio). No lip sync, no new readable text."
