unit_index,i2v_mode,motion_strategy,recommended_duration_sec,prompt_video_veo3
19,first_frame_only,daily_action_follow,6,"Gentle follow motion. The wet, weathered bare feet step smoothly onto the floor, while the water droplets on the surface catch the shifting light. Preserve the elderly subject's careful movement. (Silent video, no audio). No lip sync, no new readable text."
20,first_frame_only,comparison_parallax_hold,4,"Slight lateral shift across the two tile samples. The water drops on both surfaces tremble very slightly, catching the light. Preserve the factual comparison. (Silent video, no audio). No new readable text, no generated audio."
21,first_frame_only,daily_action_follow,6,"Slow tilt up from the cold floor. The elderly feet shift their weight slightly, toes curling more from the chill, preparing to walk. Preserve the cold temperature sensation and mature posture. (Silent video, no audio). No lip sync, no new readable text."
22,first_frame_only,environment_breathing_pan,6,"Gentle pan along the path of the wet footprints. The droplets of water shimmer slightly under the bathroom light. Preserve the implied slipperiness and factual tone. (Silent video, no audio). No new readable text."
23,first_frame_only,daily_action_follow,6,"Slight forward push. The blurred motion of the wet feet continues softly across the floor, emphasizing a hurried pace without showing a fall. Preserve the fast-walking illustration. (Silent video, no audio). No lip sync, no new readable text."
24,first_frame_only,object_inspection_push,4,"Slow push-in on the two mats. The textures of the cork and soft EVA foam become clearer as the light gently sweeps across them. Preserve the practical, clean arrangement. (Silent video, no audio). No new readable text."
25,first_frame_only,object_inspection_push,4,"Gentle downward push on the multiple mat types. The different textures catch subtle shifts in light, highlighting their material differences. Preserve the practical product display mood. (Silent video, no audio). No new readable text."
26,first_frame_only,object_in_use_micro,6,"Subtle push-in. The hand lightly strokes or presses the cork mat, revealing its dense, natural texture. Preserve the warm, practical detail focus. (Silent video, no audio). No lip sync, no new readable text."
27,first_frame_only,object_inspection_push,4,"Slow push-in on the EVA foam mat. The water droplets on the surface tremble slightly but do not soak in, showing water resistance. Preserve the object clarity. (Silent video, no audio). No new readable text."
28,first_frame_only,process_layer_drift,4,"Gentle parallax drift. The mat remains slightly lifted while the breeze icon or fresh-air visual cue gently pulses, showing ventilation under the mat. Preserve the clean practical illustration. (Silent video, no audio). No new readable text."
29,first_frame_only,process_layer_drift,4,"Slow lateral drift across the three icons. Each small checklist visual cue shimmers slightly to draw attention as the camera passes. Preserve the simple object focus. (Silent video, no audio). No new readable text."
30,first_frame_only,object_inspection_push,4,"Slow downward push. The mat remains firmly locked to the floor as a small subtle force or light shift passes over it, proving its stability. Preserve the secure feeling. (Silent video, no audio). No new readable text."
31,first_frame_only,object_inspection_push,4,"Gentle push-in on the mat surface. The water droplets bead up and slide a millimeter perfectly without soaking in. Preserve the water-resistant quality. (Silent video, no audio). No new readable text."
32,first_frame_only,object_inspection_push,4,"Slow lateral slide along the edge of the mat. The arrow or sight-line icon subtly pulses or holds its overlaid position, emphasizing the low profile. Preserve the practical detail. (Silent video, no audio). No new readable text."
33,first_frame_only,object_in_use_micro,6,"Subtle downward push. The toe rests near the small step-up edge, holding completely still while a soft shadow shifts across the floor. Preserve the factual, non-alarming caution. (Silent video, no audio). No new readable text."
34,first_frame_only,object_inspection_push,4,"Slow push-in on the edge of the mat. The small sloped transition piece catches a subtle highlight, emphasizing the smooth, trip-free border. Preserve the practical detail shot. (Silent video, no audio). No new readable text."
35,first_frame_only,environment_breathing_pan,6,"Gentle pan across the dressing room floor. The neatly placed cork mat stays fixed while subtle shadows from the window shift. Preserve the honest, practical perspective. (Silent video, no audio). No new readable text."
36,first_frame_only,environment_breathing_pan,6,"Slow tilt up from the single cork mat to take in the modestly improved dressing room. The warm domestic light flickers very gently. Preserve the encouraging atmosphere. (Silent video, no audio). No new readable text."
37,first_frame_only,daily_action_follow,6,"Gentle push-in. The weathered hand firmly holds the phone handset or business card, adjusting its grip slightly to read or dial. Preserve the practical domestic setting. (Silent video, no audio). No lip sync, no new readable text."
38,first_frame_only,environment_breathing_pan,6,"Slow pan across the cold dressing room. The cool blue-gray tones dominate as the warm light in the distant doorway flickers slightly. Preserve the chilly, unprepared atmosphere. (Silent video, no audio). No new readable text."
39,first_frame_only,process_layer_drift,4,"Parallax split shift. The warm-toned living room side breathes with cozy light, while the cool dressing room side remains visually flat and chilly. Preserve the clear temperature contrast. (Silent video, no audio). No new readable text."
40,first_frame_only,process_signal_pulse,4,"Gentle layer drift. The human silhouette holds steady while the blood-pressure wave icon softly pulses, emphasizing the body strain metaphor. Preserve the calm, medical-lite clarity. (Silent video, no audio). No new readable text."
41,first_frame_only,daily_pause_observe,6,"Slow push-in on the elderly person. Their wrapped arms tighten slightly against the cold, and their breath is visibly absent to maintain calm. Preserve the exact character identity and age. (Silent video, no audio). No lip sync, no new readable text."
42,first_frame_only,process_signal_pulse,4,"Gentle parallax drift. The thermometer graphic holds steady while the subtle caution icon slowly fades in and out or pulses once. Preserve the factual diagram clarity. (Silent video, no audio). No new readable text."
43,first_frame_only,object_in_use_micro,4,"Slow downward push. The small heater's light indicator flickers on, casting a tiny new warm glow on the floor, while the wall clock hands hold still. Preserve the practical detail. (Silent video, no audio). No new readable text."
44,first_frame_only,object_inspection_push,4,"Very slow dolly toward the wall thermometer. The liquid indicator or digital number holds at 20 degrees while a soft warm light passes over it. Preserve the comfortably warm mood. (Silent video, no audio). No new readable text."
45,first_frame_only,environment_breathing_pan,6,"Gentle pan across the doorway. The steam rises beautifully and lazily from the bathroom into the dressing room, slowly swirling. Preserve the soft, natural pre-warming effect. (Silent video, no audio). No new readable text."
46,first_frame_only,object_inspection_push,4,"Slow push-in on the ceramic heater. The warm-toned glow around the heater trembles slightly, radiating gentle visual warmth onto the floor. Preserve the practical detail. (Silent video, no audio). No new readable text."
47,first_frame_only,object_inspection_push,4,"Gentle push-in on the towel and heater. The towel remains still, but the subtle warning visual softly pulses to emphasize the proximity hazard. Preserve the factual safety awareness mood. (Silent video, no audio). No new readable text."
48,first_frame_only,object_inspection_push,4,"Very slow pan across the safely arranged shelf. The folded towels and clothing hold perfectly still as warm, safe lighting washes over them. Preserve the orderly arrangement. (Silent video, no audio). No new readable text."
49,first_frame_only,object_inspection_push,4,"Subtle push-in. The carelessly draped clothing item shifts a tiny bit, as if about to slip closer to the heater below. The caution visual softly breathes. Preserve the factual warning. (Silent video, no audio). No new readable text."
50,first_frame_only,object_inspection_push,4,"Gentle dolly forward on the heater base. The small safety symbols (tip-over, overheat) catch a distinct gleam of light to emphasize their presence. Preserve the reliable, safe mood. (Silent video, no audio). No new readable text."
51,first_frame_only,object_inspection_push,4,"Slow upward tilt toward the wall-mounted heater. The unit sits cleanly away from the floor, casting a steady, secure warm light downward. Preserve the practical installation view. (Silent video, no audio). No new readable text."
52,first_frame_only,object_in_use_micro,6,"Subtle push-in. The weathered hand firmly presses the heater power switch off, with a tiny, deliberate motion. Preserve the habit of switching off and the elderly hand details. (Silent video, no audio). No lip sync, no new readable text."
53,first_frame_only,daily_pause_observe,6,"Slow push-in. The elderly person nods very slightly in understanding as the doctor silhouette holds still. Preserve the warm, reassuring atmosphere and exact character age. (Silent video, no audio). No lip sync, no new readable text."
54,first_frame_only,environment_breathing_pan,6,"Gentle pan across the prepared dressing room. The low stool and towel rack cast steady shadows that slowly shift with gentle window light. Preserve the calm, practical domestic scene. (Silent video, no audio). No new readable text."
55,first_frame_only,daily_action_follow,6,"Slow upward tilt. The elderly foot lifts slightly and trembles just a fraction to show mild unsteadiness, stepping out of the trousers. Preserve the subtle physical challenge and weathered skin. (Silent video, no audio). No lip sync, no new readable text."
56,first_frame_only,object_in_use_micro,6,"Gentle push-in. The weathered hand tightens its grip on the towel rack just slightly, knuckles turning a bit paler to show the balance effort. Preserve the brief unsteady moment. (Silent video, no audio). No lip sync, no new readable text."
57,first_frame_only,object_inspection_push,4,"Very slow push-in on the stable stool. The folded towel on the seat catches a soft warm light. The stool remains perfectly grounded. Preserve the sturdy, purpose-built mood. (Silent video, no audio). No new readable text."
58,first_frame_only,object_inspection_push,4,"Gentle downward push toward the stool on the floor. The armrests and backrest look inviting as the ambient light softly highlights their ergonomic shapes. Preserve the supportive feeling. (Silent video, no audio). No new readable text."
59,first_frame_only,object_inspection_push,4,"Slow push-in on the feet. The weathered feet rest flat and firmly on the floor, holding perfectly still in a relaxed posture. Preserve the stable, comfortable seating layout. (Silent video, no audio). No new readable text."
60,first_frame_only,object_inspection_push,4,"Subtle pan around the stool. The armrests and backrest catch a clean edge highlight, showing off the safety-first design. Preserve the clear product detail. (Silent video, no audio). No new readable text."
61,first_frame_only,environment_breathing_pan,6,"Slow pan from the low stool to the shelf. The clean towel and folded clothes sit calmly in place, well within arm's reach. Preserve the prepared, organized mood. (Silent video, no audio). No new readable text."
62,first_frame_only,environment_breathing_pan,6,"Gentle dolly back to reveal the neatly folded towels and clothes next to the stool. The warm domestic light brings a sense of order and calm. Preserve the easy-reach arrangement. (Silent video, no audio). No new readable text."
63,first_frame_only,object_inspection_push,4,"Slow downward push on the changing station. The towel draped over the armrest stirs imperceptibly, and the slippers hold ready. Preserve the no-rush, fully prepared feeling. (Silent video, no audio). No new readable text."
64,first_frame_only,object_inspection_push,4,"Gentle push-in on the folded stretchy clothes. The soft pullover fabric looks plush, and the elastic waist catches a subtle shadow. Preserve the comfortable, easy-to-wear detail. (Silent video, no audio). No new readable text."
65,first_frame_only,object_in_use_micro,4,"Slow, very slight pan across the garment with Velcro. One of the Velcro strips lifts a millimeter or casts a clear shadow, emphasizing its easy use. Preserve the practical adaptive detail. (Silent video, no audio). No new readable text."
66,first_frame_only,object_in_use_micro,6,"Subtle push-in. The weathered hand firmly grips the wall-mounted grab bar, showing solid support as the person prepares to stand. Preserve the secure installation and elderly hand detail. (Silent video, no audio). No lip sync, no new readable text."
67,first_frame_only,daily_pause_observe,6,"Slow, calm push-in. The elderly person breathes slowly and relaxes their shoulders, sitting unhurriedly on the stool. Preserve the relaxed mature posture and exact character identity. (Silent video, no audio). No lip sync, no new readable text."
68,first_frame_only,object_inspection_push,4,"Gentle downward push. The grab bar and sturdy stool are bathed in a soft, secure light, emphasizing the professional, flush mounting on the wall. Preserve the practical detail. (Silent video, no audio). No new readable text."
69,first_frame_only,daily_action_follow,6,"Slow dolly forward. The elderly person gently turns the small document or note in their weathered hands, reading silently and calmly. Preserve the exact character identity and age. (Silent video, no audio). No lip sync, no new readable text."
70,first_frame_only,daily_pause_observe,6,"Slight lateral drift. The elderly person nods affirmatively toward the care manager silhouette, who holds steady. Preserve the warm, respectful atmosphere and exact character age. (Silent video, no audio). No lip sync, no new readable text."
71,first_frame_only,environment_breathing_pan,6,"Slow, inviting pan starting from the doorway. The empty dressing room waits calmly, the warm reflective atmosphere holding steady. Preserve the transition shot mood. (Silent video, no audio). No new readable text."
72,first_frame_only,comparison_parallax_hold,6,"Controlled parallax hold on the split scene. The BEFORE side feels completely still and cold, conveying its unprepared state. Preserve the illustration style and cool-toned palette. (Silent video, no audio). No new readable text."
73,first_frame_only,comparison_parallax_hold,6,"Slow, gentle parallax on the AFTER scene. The cork mat, heater, and stool sit securely in place with a warm glow that seems to radiate out slightly. Preserve the modest, achievable improvement. (Silent video, no audio). No new readable text."
74,first_frame_only,comparison_reveal_shift,6,"Gentle push-in on the key additions. The stool and folded clothes catch a soft, shifting warm light, contrasting with their absence in the previous scene. Preserve the simple arrangement. (Silent video, no audio). No new readable text."
75,first_frame_only,environment_breathing_pan,6,"Slow, sweeping pan across the improved dressing room. Everything is visibly organized and modest, shadows stretching softly in the warm light. Preserve the practical atmosphere. (Silent video, no audio). No new readable text."
76,first_frame_only,environment_observe_tilt,6,"Gentle upward tilt around the room. The space feels calm and lived-in, the warm, encouraging light softly shifting on the walls. Preserve the small daily-routine improvements. (Silent video, no audio). No new readable text."
77,first_frame_only,environment_breathing_pan,6,"Slow push toward the phone on the table or support center entrance. The ambient sunlight softly flickers over the surface. Preserve the warm, inviting reaching-out mood. (Silent video, no audio). No new readable text."
78,first_frame_only,daily_action_follow,6,"Subtle push-in. The weathered hand firmly grips the telephone receiver or mobile phone, bringing it up a fraction of an inch to dial or speak. Preserve the practical domestic setting. (Silent video, no audio). No lip sync, no new readable text."
79,first_frame_only,daily_pause_observe,6,"Gentle dolly forward. The elderly person leans slightly in to actively listen to the care manager figure, adjusting their posture comfortably. Preserve the exact character identity and age. (Silent video, no audio). No lip sync, no new readable text."
80,first_frame_only,object_inspection_push,4,"Slow tilt down toward the items. The grab bar and tile sample catch the light uniformly alongside the document icon. Preserve the clean, practical insurance-subsidy metaphor. (Silent video, no audio). No new readable text."
81,first_frame_only,process_layer_drift,4,"Gentle parallax layer drift. The coin stack drawing and document icon softly float or shift relative to each other. Preserve the clean, factual diagram-like clarity. (Silent video, no audio). No new readable text."
82,first_frame_only,process_signal_pulse,4,"Subtle push-in. The municipal office window or service counter icon subtly pulses with a soft glow to represent it as a source of information. Preserve the calm, factual mood. (Silent video, no audio). No new readable text."
83,first_frame_only,object_inspection_push,4,"Slow downward push on the application document. The stamp or seal icon catches a subtle animated gleam, emphasizing its official submission status. Preserve the clean object focus. (Silent video, no audio). No new readable text."
84,first_frame_only,object_inspection_push,4,"Very slow dolly forward. The small calendar icon and document icon remain prominent as the background softly blurs out further, emphasizing the reminder. Preserve the clean, practical message. (Silent video, no audio). No new readable text."
85,first_frame_only,object_inspection_push,4,"Slow push-in on the heater and product manual. The booklet pages do not flutter, but the entire grouping feels illuminated by a clear, practical light. Preserve the object clarity. (Silent video, no audio). No new readable text."
86,first_frame_only,object_inspection_push,4,"Gentle straight push-in toward the screen. The generic municipal website layout glows softly, holding completely steady. Preserve the clear digital interface metaphor. (Silent video, no audio). No new readable text."
87,first_frame_only,daily_pause_observe,6,"Slow pan. The elderly person sits comfortably, breathing softly, and traces a finger very slightly down the printed checklist page in thought. Preserve the exact character identity and age. (Silent video, no audio). No lip sync, no new readable text."
88,first_frame_only,environment_breathing_pan,6,"Slow, wide pan across the fully improved dressing room. The cork mat, heater, and stool sit securely under a soft, warm ambient light that brings the room together. Preserve the safe, ready summary mood. (Silent video, no audio). No new readable text."
89,first_frame_only,process_layer_drift,4,"Gentle parallax shift. The three simple visual icons (mat, thermometer, stool) drift slightly apart to emphasize their distinct checkpoints. Preserve the clean summary composition. (Silent video, no audio). No new readable text."
90,first_frame_only,object_inspection_push,4,"Slow push-in on the thermometer icon. The warm-toned background slowly deepens in warmth, representing temperature awareness. Preserve the minimal summary visual. (Silent video, no audio). No new readable text."
91,first_frame_only,object_inspection_push,4,"Gentle push-in on the low stool icon and folded clothes. The items sit solidly in the frame, bathed in warm light. Preserve the minimal, clean summary visual. (Silent video, no audio). No new readable text."
92,first_frame_only,environment_breathing_pan,6,"Slow, sweeping dolly forward into the improved dressing room. All three key items (mat, heater, stool) look calm and perfectly arranged. Preserve the no-rush, no-pressure completion. (Silent video, no audio). No new readable text."
93,first_frame_only,environment_observe_tilt,6,"Gentle upward tilt around the peaceful, slightly wider dressing room view. The warm light feels deep and welcoming. Preserve the calm 'one step at a time' atmosphere. (Silent video, no audio). No new readable text."
94,first_frame_only,environment_breathing_pan,6,"Extremely slow pan. The warm-toned room feels completely calm, with only the softest interplay of shadows. Preserve the relaxed, reassuring 'no hurry' sensation. (Silent video, no audio). No new readable text."
95,first_frame_only,environment_breathing_pan,6,"Final slow push backward from the dressing room. The warm light softly dims down or gently holds steady as the scene concludes, inviting return. Preserve the trustworthy, practical completion. (Silent video, no audio). No new readable text."
