unit_index,scene_group_id,scene_archetype,host_usage,visible_text_policy,visible_text_exact,prompt_mode,prompt_img_nano
11,SG02_background,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. The same Japanese dressing room from a slightly different angle, with a subtle warm highlight on the floor area and the bathroom threshold, drawing gentle attention to this zone as a spot worth being careful about. Flat soft colors, warm earth tones, practical Japanese home details, object clarity. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom."
12,SG02_background,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A calm object-focused shot: an official-looking document page with a subtle seal icon, resting on a Japanese home table, representing a consumer safety report. No actual text readable — the document is suggested by layout and color, not by words. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid fake scientific proof imagery."
13,SG02_background,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A clean symbolic scene: an ambulance icon or emergency cross symbol placed next to a simplified illustration of a Japanese bathing area, representing emergency transport related to bathing accidents. Calm, factual, not scary. Flat soft colors, warm earth tones, low clutter, diagram-like clarity. No readable text. Avoid fear imagery, avoid injury scenes, avoid photorealistic rendering."
14,SG02_background,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A simple diagram-like scene: a Japanese dressing room and bathroom shown as a connected pair, with a subtle question-mark overlay suggesting that dressing-room-specific accident data is hard to separate from overall bathing statistics. Clean metaphor, low clutter. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid infographic overload."
15,SG02_background,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A symbolic scene showing a warm-toned living room doorway on the left and a cool-toned dressing room on the right, with a visible temperature-gap indicator between them. The contrast suggests body strain from temperature change. Clean diagram-like composition. Flat soft colors, warm-to-cool gradient. No readable text. Avoid photorealistic rendering, avoid fear imagery."
16,SG02_background,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A calm wide view showing a Japanese hallway leading toward the dressing room and bathroom area. Soft warm light from the living room fades into cooler tones near the dressing room, suggesting the transition worth paying attention to. Flat soft colors, warm earth tones, practical Japanese home details. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom."
17,SG02_background,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A forward-looking view into a Japanese dressing room doorway — clean, calm, inviting. The scene suggests the viewer is about to walk through and check each area together. Flat soft colors, warm earth tones, object clarity, minimal clutter. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom."
18,SG03_floor,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up looking down at the vinyl floor of a Japanese dressing room. The flat surface is slightly shiny, suggesting it could be slippery when wet. Clean object-focused composition. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom."
19,SG03_floor,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A pair of wet bare feet — belonging to a visibly elderly Japanese person with slightly weathered skin — stepping out from the bathroom onto a smooth Japanese dressing room floor. A few water droplets visible on the surface. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom, avoid youthful smooth skin."
20,SG03_floor,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a vinyl floor tile and a ceramic tile sample side by side, both with a few water drops on them, suggesting slipperiness. Simple, factual comparison of common dressing room floor surfaces. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering."
21,SG03_floor,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of bare elderly feet on a cold-looking floor in a Japanese dressing room — the toes are slightly curled from the chill, and the posture suggests the person is about to walk quickly. Cool blue-gray accent on the floor. Flat soft colors, selective cool accent, object clarity. No readable text. Avoid photorealistic rendering, avoid youthful smooth skin."
22,SG03_floor,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Wet footprints on a Japanese dressing room floor, leading from the bathroom threshold toward the changing area. Water droplets visible. The scene suggests slipperiness from walking with wet feet. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom."
23,SG03_floor,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A slightly blurred motion-suggested view of wet bare feet moving quickly across a Japanese dressing room floor, implying hurried walking makes slipping more likely. Clean illustration, not dramatic. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid injury scenes, avoid fear imagery."
24,SG03_floor,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A cork mat and a soft EVA foam mat placed neatly side by side on a Japanese dressing room floor. Both mats look practical and clean. Object clarity, the mats are the central subject. Flat soft colors, warm earth tones, minimal clutter. No readable text. Avoid photorealistic rendering, avoid brand logos."
25,SG03_floor,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A close-up of multiple mat types arranged on a Japanese dressing room floor — a cork mat, a soft foam mat, and a simple rubber-backed bath mat. Each looks slightly different in texture. Practical domestic product display. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid brand logos."
26,SG03_floor,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a cork mat on a Japanese dressing room floor, with a hand lightly touching it. The mat's natural texture is visible, suggesting warmth and insulation underfoot. Object clarity, practical detail. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid brand logos."
27,SG03_floor,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of an EVA foam mat on a Japanese dressing room floor — a few water drops bead on its surface, showing water resistance. The mat looks easy to clean. Object clarity, practical detail. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid brand logos."
28,SG03_floor,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A mat lifted slightly off a Japanese dressing room floor, revealing good airflow underneath. A small breeze icon or fresh-air visual cue suggests ventilation to prevent mold. Clean practical illustration. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering."
29,SG03_floor,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Three small icons or visual cues arranged cleanly on a Japanese dressing room background: a mat with a non-slip backing, a mat with water droplets beading off, and a mat edge showing minimal thickness. Checklist-style object focus. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid infographic overload."
30,SG03_floor,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a mat placed firmly on a Japanese dressing room floor — the underside has a non-slip rubber backing, and the mat does not budge. Stable, secure feeling. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering."
31,SG03_floor,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a mat surface in a Japanese dressing room — water droplets bead on the surface and drain away easily, showing the mat's water-resistant, mold-resistant quality. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering."
32,SG03_floor,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Side view of a mat edge on a Japanese dressing room floor — the mat is thin enough not to create a tripping step-up. A subtle arrow or sight-line shows the low profile. Object clarity, practical detail. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering."
33,SG03_floor,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a small step-up where a mat edge meets the floor in a Japanese dressing room — a toe is near the edge, illustrating how even a small bump can cause tripping. Calm, factual, not alarming. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid injury scenes."
34,SG03_floor,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a mat edge on a Japanese dressing room floor with a small sloped transition piece attached, making the edge smooth and trip-free. Practical detail shot. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering."
35,SG03_floor,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A Japanese dressing room floor with a cork mat placed neatly — the mat helps but does not cover the entire floor, suggesting it is one helpful step, not a complete solution. Honest, practical perspective. Flat soft colors, warm earth tones, object clarity, minimal clutter. No readable text. Avoid photorealistic rendering."
36,SG03_floor,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A Japanese dressing room with a single cork mat on the floor — the room looks slightly improved but still modest. The feeling is 'a good first step.' Warm, encouraging domestic atmosphere. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom."
37,SG03_floor,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. An elderly Japanese person's weathered hand picking up a phone handset or holding a small business card, suggesting calling a welfare equipment specialist for advice. Silver-gray hair visible at the edge of frame, gentle wrinkles on hand. Warm, practical domestic setting. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid youthful smooth skin."
38,SG04_temperature,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A Japanese dressing room in winter: the room looks cold, with cool blue-gray tones on the walls and floor. No heater is visible. The atmosphere suggests this is the coldest room in the house. Flat soft colors, cool-toned palette with warm accent in the doorway behind. Object clarity, minimal clutter. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom."
39,SG04_temperature,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A symbolic split scene: on the left, a warm-toned cozy living room; on the right, a cool-toned Japanese dressing room. The contrast between warm and cold is visually clear. Clean diagram-like composition. Flat soft colors, warm-to-cool gradient. No readable text. Avoid photorealistic rendering, avoid fear imagery."
40,SG04_temperature,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A clean symbolic illustration: a simplified human silhouette standing between a warm zone and a cold zone, with a subtle blood-pressure wave icon nearby suggesting body strain from temperature change. Calm, factual, medical-lite metaphor. Flat soft colors, warm-to-cool gradient. No readable text. Avoid photorealistic rendering, avoid fear imagery, avoid doctor costume."
41,SG04_temperature,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. An elderly Japanese person standing in a cold dressing room, arms slightly crossed for warmth, about to remove a sweater. Silver-gray hair, gentle wrinkles, relaxed mature posture, comfortable indoor clothing. The cold atmosphere is suggested by cool blue-gray wall tones. Flat soft colors, warm earth tones on clothing vs cool room. No readable text. Avoid photorealistic rendering, avoid youthful smooth skin. The character MUST appear the SAME age as the reference. NO youth reduction."
42,SG04_temperature,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A clean symbolic scene: a simple thermometer graphic showing a gap of roughly ten degrees between two zones (warm room vs cold dressing room), with a subtle caution icon. Calm, factual. Flat soft colors, warm-to-cool gradient, low clutter, diagram-like clarity. No readable text. Avoid photorealistic rendering, avoid fear imagery."
43,SG04_temperature,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A small wall clock in a Japanese dressing room showing roughly fifteen minutes before bath time, beside a compact ceramic heater that is just being turned on. The scene suggests pre-warming the room in advance. Object clarity, practical detail. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid brand logos."
44,SG04_temperature,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A simple room thermometer mounted on the wall of a Japanese dressing room, showing approximately 20 degrees. The room feels comfortably warm. Clean object-focused shot. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering."
45,SG04_temperature,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A Japanese bathroom with the bathtub lid slightly open, steam rising gently into the adjacent dressing room through the open door. The steam suggests pre-warming the bathroom naturally. Flat soft colors, warm earth tones, soft steam effect. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom."
46,SG04_temperature,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A compact white ceramic heater placed on the floor of a Japanese dressing room, radiating gentle warmth. The heater is small and unbranded. Warm-toned glow around the heater. Object clarity, practical detail. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid brand logos."
47,SG04_temperature,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. The same Japanese dressing room — a towel and folded clothes are visible on a shelf. A subtle warning visual: the towel is placed too close to the heater on the floor. The scene suggests fire safety awareness. Calm, factual. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid fire or flame imagery."
48,SG04_temperature,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a Japanese dressing room shelf with towels and clothing neatly stored at a safe distance from a small ceramic heater below. The arrangement looks orderly and fire-safe. Object clarity, practical detail. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid brand logos."
49,SG04_temperature,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a clothing item draped carelessly near a heater in a Japanese dressing room — a subtle caution visual suggesting this could cause a fire hazard if left unattended. Calm, factual warning composition. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid actual fire or flame imagery."
50,SG04_temperature,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a compact ceramic heater with visible tip-over auto-shutoff and overheat protection icons subtly suggested by small safety symbols on the base. The heater looks reliable and safe. Object clarity. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid brand logos."
51,SG04_temperature,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A wall-mounted compact heater in a Japanese dressing room — installed high on the wall, away from the floor, reducing tripping and contact risk. Clean, practical installation view. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid brand logos."
52,SG04_temperature,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of an elderly Japanese person's weathered hand reaching for a heater power switch to turn it off. Silver-gray hair at edge of frame. The gesture emphasizes the habit of switching off after use. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid youthful smooth skin."
53,SG04_temperature,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. An elderly Japanese person sitting at a table, calmly speaking with a doctor figure (shown as a small, respectful icon or silhouette rather than a full character) about bathing precautions. Silver-gray hair, gentle wrinkles, mature posture. Warm, reassuring atmosphere. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid youthful smooth skin, avoid doctor costume unless truly needed. The character MUST appear the SAME age as the reference. NO youth reduction."
54,SG05_changing,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A Japanese dressing room with a low stool and a towel rack — the space where someone would change clothes before and after bathing. Calm, practical domestic scene. Flat soft colors, warm earth tones, object clarity, minimal clutter. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom."
55,SG05_changing,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of an elderly person's foot lifted slightly off a Japanese dressing room floor while standing on one leg — the other leg is stepping out of folded trousers. Silver-gray hair visible at edge, weathered ankle skin. The posture looks slightly unsteady. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid youthful smooth skin, avoid undignified imagery."
56,SG05_changing,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. An elderly person's hand gripping the edge of a towel rack for balance while standing in a Japanese dressing room. The grip suggests a brief unsteady moment. Silver-gray hair, weathered hand with gentle wrinkles. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid youthful smooth skin, avoid injury scenes."
57,SG05_changing,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A stable low stool or shower chair placed in a Japanese dressing room, with a folded towel on the seat. The stool looks sturdy and purpose-built for sitting while changing. Object clarity, practical detail. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering."
58,SG05_changing,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A sturdy dressing room stool with armrests and a backrest, placed on a Japanese dressing room floor. It looks supportive and safe. Clean object-focused shot. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering."
59,SG05_changing,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of an elderly person's feet resting flat and firmly on a Japanese dressing room floor while seated on a low stool. The feet are stable, the stool is the right height. Weathered feet, relaxed posture. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid youthful smooth skin."
60,SG05_changing,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a low stool in a Japanese dressing room with armrests and a small backrest — the details that make it safe and comfortable for sitting while changing. Object clarity, practical product detail. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering."
61,SG05_changing,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A Japanese dressing room scene: beside a low stool, a clean towel and a set of folded clothes are placed within arm's reach on a small shelf or basket. Everything is prepared before bathing. Object clarity, practical detail. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering."
62,SG05_changing,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Neatly folded towels and a change of clothes arranged on a small table or basket next to a stool in a Japanese dressing room. Everything is within easy reach. Warm, organized, practical domestic scene. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering."
63,SG05_changing,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a prepared changing station in a Japanese dressing room: towel draped over stool armrest, clean clothes folded beside it, slippers nearby. Everything ready so there is no rushing after the bath. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering."
64,SG05_changing,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of comfortable stretchy casual clothes — a soft pullover and elastic-waist trousers — folded neatly on a Japanese dressing room shelf. The clothes look easy to put on. Object clarity, practical detail. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering."
65,SG05_changing,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a garment with Velcro closure strips replacing small buttons, lying on a Japanese dressing room surface. The Velcro is clearly visible and easy to use. Practical adaptive clothing detail. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering."
66,SG05_changing,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A small wall-mounted grab bar installed beside a stool in a Japanese dressing room. An elderly person's weathered hand rests on the grab bar for support while standing up. Silver-gray hair visible. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid youthful smooth skin."
67,SG05_changing,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. An elderly Japanese person seated calmly on a low stool in a dressing room, with folded clothes beside them. The person looks relaxed and unhurried. Silver-gray hair, gentle wrinkles, relaxed mature posture, comfortable indoor clothing. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid youthful smooth skin, avoid undignified imagery. The character MUST appear the SAME age as the reference. NO youth reduction."
68,SG05_changing,object_focus,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of a grab bar mounted on a Japanese dressing room wall, beside a sturdy stool. The installation looks professional and secure. Object clarity, practical detail. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering."
69,SG05_changing,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. An elderly Japanese person sitting calmly at a table, holding a small document or note, as if reviewing care insurance options for home modification. Silver-gray hair, gentle wrinkles, weathered hands. Warm, practical domestic atmosphere. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid youthful smooth skin. The character MUST appear the SAME age as the reference. NO youth reduction."
70,SG05_changing,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. An elderly Japanese person speaking calmly with a care manager figure (suggested by a clipboard silhouette) about home renovation support. Silver-gray hair, gentle wrinkles, mature posture. Warm, respectful atmosphere. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid youthful smooth skin. The character MUST appear the SAME age as the reference. NO youth reduction."
71,SG06_before_after,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A calm transition shot: a Japanese dressing room seen from the doorway, inviting the viewer to compare what was seen before with what is coming next. Warm, reflective atmosphere. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom."
72,SG06_before_after,comparison_pair,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. A side-by-side or split-panel comparison of a Japanese dressing room BEFORE review: bare vinyl floor, no heater, no stool, clothes just tossed on a shelf. The room looks cold and unprepared. Illustration style, clearly not a photograph. Flat soft colors, cool-toned palette. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom."
73,SG06_before_after,comparison_pair,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. The AFTER version of the same Japanese dressing room: a cork mat on the floor, a small wall-mounted heater, and a low stool with a towel and folded clothes beside it. The room looks warmer and more prepared, but the changes are modest — just a few small additions. Illustration style, clearly not a photograph. Flat soft colors, warm earth tones. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom."
74,SG06_before_after,comparison_pair,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. Close-up of the key additions in the improved Japanese dressing room: the low stool with towel draped on armrest, and clothes within easy reach. The additions look simple and affordable, not a major renovation. Flat soft colors, warm earth tones, object clarity. No readable text. Avoid photorealistic rendering."
75,SG06_before_after,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a retro-clean 2D illustrated lifestyle handbook image. The improved Japanese dressing room seen whole: cork mat, wall heater, low stool, organized clothes. Everything modest and achievable. Calm, practical atmosphere. Flat soft colors, warm earth tones, object clarity, minimal clutter. No readable text. Avoid photorealistic rendering, avoid Western-style bathroom."
