script_text,prompt_img_nano,prompt_video_veo3
年齢を重ねると、朝の支度に思ったより時間がかかることがあります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a prepared clinic bag placed near the genkan beside stable walking shoes and house keys. Setting: ordinary Japanese apartment entryway. The image supports this spoken line about: 年齢を重ねると、朝の支度に思ったより時間がかかることがあります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 016 uses solution_demo focus on prepared bag near the door. Use a slow push-in toward prepared bag near the door; the bag strap sways slightly and then becomes still. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
靴を履く、鍵を閉める、バスの時間を確認する。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: 靴を履く、鍵を閉める、バスの時間を確認する。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 017 uses contrast focus on shoes and hands-free bag. Use a gentle left-to-right pan toward shoes and hands-free bag; the shoe toe turns slightly while the bag strap is adjusted. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
それだけでも、少し急いでしまう日があります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: それだけでも、少し急いでしまう日があります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 018 uses checklist focus on prepared items. Use a soft downward tilt toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
そこへ探し物が加わると、足元への注意が薄れやすくなります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: そこへ探し物が加わると、足元への注意が薄れやすくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 019 uses expert_emphasis focus on prepared items. Use a small parallax drift toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
消費者庁なども、高齢者の転倒や事故への注意を呼びかけています。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 消費者庁なども、高齢者の転倒や事故への注意を呼びかけています。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 020 uses solution_demo focus on prepared items. Use a steady close-up hold with slight settling toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
これは、怖がらせるための話ではありません。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: これは、怖がらせるための話ではありません。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 021 uses checklist focus on prepared items. Use a slow push-in toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
落ち着いて出かける準備が、日々の安全確認につながるということです。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 落ち着いて出かける準備が、日々の安全確認につながるということです。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 022 uses contrast focus on prepared items. Use a gentle left-to-right pan toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
では、ひとつめの確認です。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show five small unlabeled pouches grouped neatly as a visual checklist without readable writing. Setting: Japanese dining table under soft light. The image supports this spoken line about: では、ひとつめの確認です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 023 uses solution_demo focus on organized pouches. Use a soft downward tilt toward organized pouches; the pouches settle into a neat row without showing any readable writing. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
ひとつめは、受付で必要になるカード類です。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: ひとつめは、受付で必要になるカード類です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 024 uses expert_emphasis focus on reception pouch. Use a small parallax drift toward reception pouch; the hands gently slide the pouch closer to the camera. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
今は、医療機関の受付では、マイナンバーカードの保険証か、資格確認書を使う場面が基本になっています。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: 今は、医療機関の受付では、マイナンバーカードの保険証か、資格確認書を使う場面が基本になっています。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 025 uses checklist focus on reception pouch. Use a steady close-up hold with slight settling toward reception pouch; the hands gently slide the pouch closer to the camera. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
どちらを使うかは、ご自身の状況や加入している保険によって変わります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: どちらを使うかは、ご自身の状況や加入している保険によって変わります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 026 uses solution_demo focus on reception pouch. Use a slow push-in toward reception pouch; the hands gently slide the pouch closer to the camera. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
不安な方は、次の通院前に、医療機関や保険者へ確認しておくと安心です。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: 不安な方は、次の通院前に、医療機関や保険者へ確認しておくと安心です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 027 uses contrast focus on reception pouch. Use a gentle left-to-right pan toward reception pouch; the hands gently slide the pouch closer to the camera. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
それに加えて、診察券、予約票、紹介状がある場合は紹介状も確認しましょう。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: それに加えて、診察券、予約票、紹介状がある場合は紹介状も確認しましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 028 uses checklist focus on reception pouch. Use a soft downward tilt toward reception pouch; the hands gently slide the pouch closer to the camera. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
これらは、ひとつの薄いケースにまとめておくと取り出しやすくなります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: これらは、ひとつの薄いケースにまとめておくと取り出しやすくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 029 uses expert_emphasis focus on reception pouch. Use a small parallax drift toward reception pouch; the hands gently slide the pouch closer to the camera. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
予約票がスマートフォンの画面だけにある方は、充電も一緒に確認しておきましょう。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: 予約票がスマートフォンの画面だけにある方は、充電も一緒に確認しておきましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 030 uses solution_demo focus on reception pouch. Use a steady close-up hold with slight settling toward reception pouch; the hands gently slide the pouch closer to the camera. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
